,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
10,30,9.073986999999999,8.622678,9.431189999999999,6.72965,6.527206,6.839229,9.211279,8.077100999999999,7.796875999999999,6.896471000000001,7.642919,6.855182000000001,9.815805000000001,9.176942,7.375122,8.703398,8.332276,7.812145,10.32498,8.258756,8.969405,7.935464,7.931396,8.222875,7.678197999999999,6.7781910000000005,5.839734,14.59278,8.872774,14.41479
11,33,9.780484,9.261296000000002,10.29522,7.103542,6.846031,7.039007000000001,9.918337,8.741408999999999,8.460486,7.540045,7.87795,7.297039,10.899980000000001,9.718366,8.364415,9.812935000000001,9.542832,8.430123,11.457189999999999,8.973982000000001,9.556764999999999,8.455666,8.928253,8.532069,8.567936,7.969666,7.093694999999999,15.42215,9.955583,15.53916
12,36,10.709389999999999,9.872937,10.955869999999999,7.370425,7.0745190000000004,7.123566,10.536769999999999,9.416724,8.786563000000001,8.123714999999999,8.079668,7.513725,11.29685,10.276539999999999,8.622937,10.15632,9.577592999999998,8.686134,12.26277,9.359935,10.31374,8.556791,9.284498,9.191119,8.437308,8.955788,6.536208,16.73302,9.873102000000001,15.507979999999998
13,39,12.21931,10.84895,11.80392,8.006433,7.320504,7.550714,11.76649,10.343689999999999,9.334271000000001,9.014285000000001,8.522127000000001,7.961156,12.24818,11.081719999999999,9.269873,11.155569999999999,10.140189999999999,9.096468,13.38285,10.31617,11.03872,9.678637,10.41315,9.537833000000001,9.187432000000001,8.790646,8.269025,18.524729999999998,10.89128,16.732789999999998
14,42,13.28739,11.676260000000001,12.34244,9.104593,7.628469,7.811926,13.72614,10.69111,9.995547,9.821664,9.157641,8.120534,13.582770000000002,11.15135,9.510311,11.613489999999999,10.44207,8.946295,14.73364,10.36008,11.80907,11.23548,10.27157,9.981834,9.936586,9.338096,7.18881,19.58534,11.07385,17.779120000000002
15,45,14.52779,12.51309,13.10623,10.07057,7.580514999999999,7.953861,14.53836,11.932160000000001,10.78065,10.904860000000001,9.554386000000001,8.661836,14.965520000000001,12.26787,9.901892,12.76759,11.3395,8.825871000000001,16.18713,11.804860000000001,12.2712,11.928939999999999,11.792010000000001,10.76095,10.11139,11.075569999999999,7.601862,21.66453,11.624419999999999,18.58805
16,48,16.59733,13.311639999999999,13.708470000000002,10.51187,7.96565,8.194096,16.352610000000002,12.496369999999999,10.834719999999999,11.80256,9.719228,8.697525,16.059820000000002,13.006789999999999,10.42532,14.00963,11.17958,9.807528,17.77711,12.047830000000001,12.95681,13.0123,12.26233,11.308119999999999,11.45605,11.28208,9.264068,23.96142,11.579039999999999,18.94442
17,51,18.63375,14.3667,14.652220000000002,11.599910000000001,8.168338,8.573877,18.04102,13.548639999999999,11.482489999999999,12.95818,10.153260000000001,9.154775,18.31687,12.73898,10.77159,15.28704,12.0603,10.453,19.66115,12.722489999999999,14.000179999999999,14.635729999999999,13.04031,11.68265,12.67709,12.33039,10.065380000000001,25.3299,12.752189999999999,19.92226
18,54,20.82625,15.17821,15.020539999999999,12.78214,8.092944000000001,8.484798,20.38514,13.84815,11.494110000000001,14.16134,10.32136,9.320163,20.30284,13.456170000000002,11.24515,16.53245,12.76295,10.38955,21.519070000000003,13.79716,14.0912,16.13053,13.761610000000001,12.29824,13.743479999999998,12.75406,8.626011,28.117070000000002,13.44183,19.87864
19,57,23.46581,16.302570000000003,16.08365,13.559289999999999,8.552992999999999,9.014327,23.35086,14.79849,12.49163,15.48693,11.000910000000001,9.727163000000001,22.4151,14.320160000000001,11.55612,17.91512,13.70866,10.887030000000001,24.01464,14.45999,15.02979,17.801289999999998,14.850589999999999,12.72565,15.623170000000002,13.85493,8.98992,30.54468,13.10791,20.6529
20,60,26.72219,17.2424,17.044529999999998,15.00707,8.948454,8.76755,25.947329999999997,15.26803,12.953,17.15195,11.2735,9.480276,24.814870000000003,15.123220000000002,12.19408,19.10685,13.65019,11.176689999999999,25.895429999999998,15.72865,15.40961,19.80229,15.03491,13.20464,16.4337,14.1572,9.432227000000001,33.89063,14.23594,20.9244
21,63,30.7054,18.64053,17.647879999999997,16.29158,8.729074,9.364593,29.692940000000004,16.76963,13.7283,18.78965,12.123460000000001,10.318610000000001,27.646290000000004,15.64071,12.076419999999999,22.0212,14.54066,11.8587,28.98387,16.89112,16.500420000000002,21.897779999999997,15.65804,13.630429999999999,19.11872,15.3681,11.33428,37.33582,15.000420000000002,22.06211
22,66,34.06559,19.62004,18.604879999999998,18.4972,9.039663000000001,9.19396,33.41445,17.36526,14.036179999999998,21.45511,12.218810000000001,10.147039999999999,30.24942,16.04843,12.62544,24.301479999999998,14.770620000000001,11.69881,32.274570000000004,17.20861,16.92436,25.60835,16.840339999999998,14.125720000000001,21.227420000000002,16.282320000000002,10.1396,40.6406,14.700370000000001,23.01059
23,69,37.99018,20.77111,19.37314,20.71121,9.014464,10.04846,37.63702,17.8781,14.894820000000001,24.3162,12.96344,10.494060000000001,34.48936,16.77434,13.467789999999999,27.77045,15.115329999999998,12.10875,35.20698,18.3009,17.52294,28.641840000000002,17.40716,14.72693,23.68232,17.01525,11.12998,45.99967,16.12903,23.94191
24,72,43.29507,21.95317,19.951729999999998,23.072,9.127595,9.458574,41.652409999999996,18.66163,14.993570000000002,26.815820000000002,13.154160000000001,10.784310000000001,37.44758,17.63823,13.91935,30.73432,15.758189999999999,13.16821,38.88458,19.074579999999997,17.686870000000003,32.27605,17.63027,14.945160000000001,25.74865,17.67589,12.46443,50.16087,15.59048,24.45893
25,75,49.19177,22.99595,21.17969,25.474439999999998,9.63594,9.497761,47.48598,19.766170000000002,16.08285,30.110359999999996,13.77289,11.75314,42.29323,18.7774,14.53701,33.71454,16.78077,13.415820000000002,42.909690000000005,21.13459,18.75893,35.77303,18.81326,15.663120000000001,30.334609999999998,19.6361,12.945160000000001,54.828469999999996,16.28581,25.540470000000003
26,78,55.3742,24.16656,21.0584,27.60003,9.217001,9.448016,52.07699,19.60866,16.55653,32.95754,14.03018,11.65274,46.46432,19.1856,15.10875,37.44277,17.38403,13.008469999999999,47.1556,21.11262,19.32186,40.48944,18.796889999999998,16.65105,32.82992,18.85472,12.73283,60.06715,17.8901,26.27792
27,81,61.89835,25.47935,22.337310000000002,30.657320000000002,9.897383999999999,10.50704,57.79861,21.480320000000003,17.581529999999997,37.82636,14.58823,11.956010000000001,51.212379999999996,20.68036,16.35904,41.91403,17.84969,13.743079999999999,53.32784,22.69819,20.86185,46.698409999999996,19.89475,17.63601,37.21085,20.467660000000002,13.30755,64.75939,17.82024,27.35156
28,84,67.43236,26.59607,23.64258,34.29598,9.99205,10.9854,64.39771,22.64542,18.12706,42.75728,15.132610000000001,12.39483,56.61348,21.4974,15.93501,45.53228,18.61455,13.39378,58.590109999999996,22.83944,21.08286,51.75887,21.01109,17.80874,42.37506,21.38635,15.11459,70.38548,18.3296,28.473159999999996
29,87,73.98747,27.28988,25.07945,38.639,10.00802,11.39743,70.00905,23.60274,18.893279999999997,47.20221,15.839,13.00052,62.36501,21.642120000000002,16.73649,50.791000000000004,19.84274,14.517029999999998,64.97336999999999,25.53144,21.75851,58.224169999999994,21.98302,18.98113,46.06516,21.342,15.892679999999999,76.64416,18.64846,29.489790000000003
30,90,79.38481999999999,28.14377,25.496229999999997,42.73122,10.131110000000001,10.49264,74.78990999999999,24.26613,19.360329999999998,51.550740000000005,16.28463,13.29367,65.93471,22.728460000000002,16.06342,54.22656,19.96341,13.876120000000002,68.86443,25.472920000000002,23.16465,63.44305,22.5668,19.886979999999998,51.531290000000006,21.44524,16.429560000000002,79.90782,19.29532,30.203000000000003
31,93,85.09563,29.44163,26.21438,47.49582,11.51859,10.94037,80.93966999999999,25.78353,20.53816,57.021,17.06363,14.434629999999999,72.17302,24.32033,17.84256,60.18914,20.61029,15.131770000000001,75.56463000000001,27.139090000000003,24.711029999999997,70.06319,24.125220000000002,21.07508,58.77826999999999,22.6,17.22055,85.30355,20.28141,32.0638
32,96,88.90176,30.15328,27.14245,51.83018,10.849730000000001,10.87464,84.26801999999999,25.93802,21.04813,61.7644,17.6439,14.5749,77.1768,24.481270000000002,17.90094,64.53066,20.69284,15.3458,79.48578,28.7139,24.786739999999998,74.55739,24.748179999999998,21.18654,63.39133,25.128220000000002,17.31149,87.20629,21.283520000000003,32.16966
33,99,92.40701,32.00994,28.257929999999998,56.96661999999999,10.97189,12.2085,88.12129,27.73237,22.02652,69.26389,17.91287,15.50634,82.72556999999999,26.37782,18.75615,69.93378,21.73253,16.75441,84.8628,30.970159999999996,26.975109999999997,80.61556999999999,26.01511,22.77628,70.6954,26.51805,18.66028,90.89618,22.14133,33.48141
34,102,94.08765,33.00213,28.88777,61.49476,11.7534,11.40558,90.95976,29.305670000000003,22.1397,73.53112,18.4494,15.192029999999999,84.69179,26.729640000000003,18.633210000000002,73.55981,22.55836,16.59858,87.92535,32.02479,28.45788,83.7606,26.18629,23.174889999999998,73.38864000000001,28.74888,19.52773,91.88651999999999,22.87505,35.3531
35,105,95.90733,35.12551,30.02618,67.13658000000001,12.35633,13.188220000000001,93.57124,30.63503,24.35654,78.0529,20.16185,17.18459,88.72841,27.98075,20.221320000000002,78.60104,24.25284,17.72436,91.34626999999999,32.90695,30.4038,88.4034,27.47744,24.3917,80.31378000000001,30.82524,19.97731,93.97433000000001,23.990660000000002,36.32457
36,108,96.72099,35.828520000000005,30.52764,71.05538,11.76572,12.85126,95.28505,32.10062,24.14771,80.21275,19.94445,17.31399,91.25188,28.785629999999998,19.854879999999998,81.53703,24.94866,18.25273,92.76207,34.67549,31.00279,90.69436999999999,29.66706,24.41294,83.3839,31.2926,21.87576,95.30913000000001,24.775579999999998,37.46492
37,111,97.60534,37.52552,31.99584,76.28288,13.553510000000001,14.01815,97.15978,34.72379,26.18158,84.39174,20.26659,18.88138,92.48555,30.8037,21.251279999999998,85.28562,26.42929,19.44644,95.06289,35.89893,33.81597,93.21655,31.40713,26.603609999999996,86.53805,33.00974,21.27935,96.49438,25.28041,38.93588
38,114,98.28062,39.28065,32.50939,80.69011,13.164320000000002,13.76299,97.74843,35.94149,26.42969,86.75413,21.809179999999998,19.01463,94.09432,30.35424,22.3188,88.05324,27.610559999999996,19.45358,96.14442,39.049659999999996,33.869609999999994,94.67348,32.033120000000004,27.37888,88.40742,33.72815,22.022070000000003,97.22784,26.57378,39.83635
39,117,98.64066,40.24089,33.5621,84.29484000000001,13.566770000000002,14.7127,98.58041,37.18097,27.343259999999997,89.65359000000001,22.47275,20.218970000000002,95.63741,32.51845,22.94271,90.36833,29.850859999999997,20.62069,97.06734,39.913109999999996,36.05045,96.21365,33.18156,28.64857,90.30355,35.47439,22.840999999999998,97.87984,26.748929999999998,42.03869
40,120,99.05339000000001,41.45382,32.74372,87.76082,12.50773,13.62675,98.92798,38.22113,28.80477,91.76641,22.43575,19.79316,96.70936999999999,32.50759,23.479029999999998,92.18153000000001,28.075490000000002,20.50756,97.68579,42.2776,36.228390000000005,97.21966,33.44334,30.432540000000003,92.60254,37.007290000000005,25.172829999999998,98.57125,28.477140000000002,42.217
41,123,99.17366,42.96962,34.16283,90.20411999999999,13.63561,14.824670000000001,99.23926999999999,41.10752,31.00549,93.95472,23.73769,22.00512,97.12666999999999,34.33424,24.6019,94.08736,29.54448,22.40523,98.43697,44.13308,38.44595,97.71709,34.71029,31.656290000000002,94.72691,38.21907,25.7814,99.03387,30.68096,44.15312
42,126,99.31814,44.0677,35.71767,92.22246,13.28984,13.70235,99.28139,42.744640000000004,31.783040000000003,94.62568,23.91885,21.65566,97.84566,35.17396,24.51879,95.84465,31.57825,22.50985,98.82289,45.692820000000005,39.129490000000004,98.20988,35.352709999999995,32.09685,95.60365,37.833709999999996,27.27985,99.15468,32.10349,45.45225
43,129,99.51488,45.42008,37.124520000000004,94.02427,14.54236,16.16884,99.49883,45.266290000000005,34.51875,96.08334,27.401429999999998,23.43695,98.5502,38.343379999999996,26.326340000000002,96.95166,33.12207,23.827170000000002,99.24878000000001,47.89568,42.16127,98.98668,37.6418,34.4238,96.64131,41.48708,28.653140000000004,99.39656,33.43855,48.173390000000005
44,132,99.54862,46.290659999999995,37.7951,95.46921999999999,14.915970000000002,14.562120000000002,99.5942,46.58632,33.71606,97.26163000000001,26.85217,23.33181,98.82391,39.19177,25.85068,97.58974,33.66349,23.12265,99.32996999999999,49.904790000000006,43.05043,99.18099000000001,37.89601,35.003609999999995,97.09013,42.191140000000004,29.45106,99.63353000000001,34.20216,47.74653
45,135,99.75647,48.150240000000004,38.94269,96.9481,13.77315,16.47544,99.85069,48.231559999999995,36.40891,98.35746999999999,28.1709,24.153000000000002,99.20044,40.24739,28.20597,98.19334,34.95832,26.747190000000003,99.47775,51.08446,45.61799,99.3177,39.26983,36.54602,98.04548,44.36254,31.30371,99.81528,35.774029999999996,50.54014
