,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0,2.111111,3.111111,0.7777778000000001,5.222222,1.0,0.3333333,0.7777778000000001,1.444444,0.3333333,0.6666667,1.0,0.6666667,0.6666667,0.8888889000000001,0.2222222,1.222222,0.3333333,0.5555555999999999,0.4444444,0.8888889000000001,1.0,0.6666667,1.222222,0.4444444,0.3333333,0.5555555999999999,0.6666667,1.111111,0.5555555999999999,1.0
1,3,2.555556,2.666667,1.333333,4.6666669999999995,1.333333,0.2222222,0.8888889000000001,1.444444,0.3333333,1.0,1.222222,0.6666667,0.8888889000000001,1.222222,1.0,1.333333,0.7777778000000001,0.7777778000000001,0.4444444,1.222222,1.111111,0.7777778000000001,1.0,0.4444444,0.2222222,0.4444444,0.5555555999999999,1.111111,1.0,0.4444444
2,6,2.111111,2.333333,1.222222,5.111111,1.555556,0.5555555999999999,0.8888889000000001,1.444444,0.8888889000000001,0.6666667,1.333333,1.444444,0.6666667,1.222222,1.111111,1.111111,0.6666667,0.8888889000000001,0.3333333,0.6666667,1.555556,0.8888889000000001,1.222222,0.5555555999999999,0.2222222,0.6666667,0.6666667,1.0,0.7777778000000001,0.8888889000000001
3,9,2.333333,2.333333,0.5555555999999999,5.111111,1.333333,0.8888889000000001,1.0,1.444444,1.111111,0.6666667,0.8888889000000001,1.0,0.6666667,1.222222,0.7777778000000001,0.7777778000000001,0.5555555999999999,0.8888889000000001,0.5555555999999999,1.444444,1.444444,0.7777778000000001,1.333333,0.6666667,0.8888889000000001,0.4444444,1.111111,0.8888889000000001,0.5555555999999999,0.4444444
4,12,1.555556,2.0,0.6666667,5.6666669999999995,1.222222,0.6666667,0.7777778000000001,1.333333,0.8888889000000001,1.111111,0.8888889000000001,0.8888889000000001,0.6666667,1.222222,1.0,1.0,0.5555555999999999,0.6666667,0.5555555999999999,1.444444,1.555556,1.0,1.444444,0.6666667,0.4444444,0.4444444,1.0,1.0,0.6666667,0.6666667
5,15,1.444444,2.222222,0.7777778000000001,6.0,1.333333,1.111111,0.8888889000000001,1.555556,0.7777778000000001,1.0,1.0,0.7777778000000001,0.7777778000000001,1.333333,1.222222,1.0,0.5555555999999999,0.6666667,0.6666667,1.222222,1.444444,1.111111,1.444444,0.5555555999999999,0.5555555999999999,0.3333333,1.111111,1.0,0.8888889000000001,0.6666667
6,18,1.444444,2.0,1.0,5.111111,1.222222,1.222222,1.0,1.333333,0.8888889000000001,0.6666667,1.222222,1.0,1.0,1.111111,1.111111,1.222222,0.3333333,0.7777778000000001,0.7777778000000001,1.555556,1.333333,1.111111,1.222222,0.3333333,0.6666667,0.4444444,1.222222,1.333333,1.0,0.8888889000000001
7,21,1.555556,2.0,1.111111,4.444445,1.444444,1.222222,0.8888889000000001,1.555556,0.7777778000000001,0.5555555999999999,1.555556,1.0,0.7777778000000001,1.555556,1.222222,0.8888889000000001,0.4444444,0.8888889000000001,0.5555555999999999,1.333333,1.888889,1.0,1.666667,0.3333333,1.0,0.7777778000000001,1.444444,1.333333,0.7777778000000001,0.6666667
8,24,1.666667,2.111111,1.444444,5.0,1.444444,1.666667,1.0,1.666667,0.8888889000000001,1.222222,1.444444,1.222222,0.6666667,1.666667,1.333333,1.0,0.5555555999999999,0.8888889000000001,1.0,1.444444,2.111111,0.7777778000000001,1.888889,0.2222222,0.8888889000000001,0.8888889000000001,1.888889,1.444444,0.8888889000000001,1.0
9,27,1.444444,2.0,1.444444,5.0,1.444444,1.555556,1.111111,1.888889,1.222222,1.0,1.666667,1.333333,0.8888889000000001,2.111111,1.333333,1.222222,0.6666667,1.111111,1.111111,1.555556,2.444444,0.7777778000000001,1.666667,0.4444444,0.4444444,0.8888889000000001,2.333333,1.444444,1.111111,1.0
