,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0,0.002455864,0.01259578,0.006015623,0.006033936,0.004037415,0.004260788,0.002855393,0.003176451,0.000178344,0.01244838,0.01223672,0.0015032479999999998,0.007403606,0.009677920999999999,0.01017264,0.0072591240000000005,0.02076423,0.007073161,0.002960783,0.0008771219999999999,0.009521383000000001,0.03059896,0.0031376390000000002,0.01038604,0.006594015999999999,0.007273955,0.005204736,0.05669989,0.005030921,0.00269696
1,3,0.00202894,0.01110039,0.007115165,0.0037853,0.003366466,0.009251093,0.00206985,0.005545283000000001,0.0008706310000000001,0.00780537,0.01314833,0.002201678,0.02058,0.01026027,0.018438299999999998,0.01107667,0.01557022,0.006096143,0.003451305,0.001975077,0.006238109,0.01724916,0.002861272,0.008189098,0.004366315,0.008418426,0.004353977,0.04981184,0.0048567079999999995,0.002029755
2,6,0.002236738,0.007158541,0.0050747940000000005,0.0034976829999999997,0.0030061209999999996,0.007970463,0.002964988,0.004735307,0.001712351,0.007280583,0.006249350999999999,0.001772796,0.009878659,0.0101455,0.01296853,0.01454769,0.01047502,0.004639492,0.002919744,0.002187779,0.00537697,0.01584474,0.0032954,0.008894498,0.003580038,0.008373506,0.0048054790000000005,0.03973714,0.0010708,0.003338104
3,9,0.0020387170000000002,0.009166053,0.0033810740000000004,0.003383782,0.003386016,0.006737892,0.002620198,0.005084556,0.00190696,0.006456417,0.005714546,0.001687677,0.009812055,0.008112298,0.01679427,0.01508339,0.008180154,0.00440133,0.003156189,0.004461328,0.004977605,0.01393815,0.003851065,0.009086816,0.0033979590000000003,0.007088713000000001,0.0041105740000000005,0.03538499,0.002236297,0.00215867
4,12,0.002331061,0.01052636,0.002494871,0.002556714,0.0041299629999999995,0.006551291,0.002965896,0.004512606,0.002627726,0.0058980709999999995,0.005512248000000001,0.002028279,0.007437515,0.01017361,0.02420544,0.01007167,0.005255131,0.005273506999999999,0.003332141,0.004098199,0.005220175,0.01528674,0.005087288,0.007465744,0.00377839,0.006343723000000001,0.003458932,0.03485318,0.001532103,0.001485502
5,15,0.002067694,0.01231671,0.002694863,0.003188271,0.003692592,0.006758535,0.002976361,0.0038030340000000003,0.002280968,0.00644423,0.005485591,0.002627615,0.01102002,0.009603436,0.02729166,0.007074382,0.003098811,0.004555976,0.0030803859999999996,0.003591811,0.004876256,0.01794669,0.003629039,0.005681812,0.003269171,0.005342542,0.0031497440000000003,0.03243122,0.001306768,0.00148261
6,18,0.0019490929999999998,0.01092256,0.002398935,0.003266125,0.0029851829999999998,0.006201056999999999,0.0035641790000000002,0.003240986,0.0022045579999999997,0.00604585,0.005306858,0.0026554940000000004,0.0102654,0.009860236,0.02391896,0.007075651999999999,0.002401166,0.0050966990000000005,0.0030206459999999997,0.0034791590000000003,0.004557895,0.01468381,0.003920464,0.005220632,0.0035935740000000004,0.0059004140000000005,0.002986823,0.03163864,0.001220965,0.0014798489999999999
7,21,0.002098895,0.00978038,0.003180766,0.00278323,0.003709557,0.0064522930000000004,0.0035368409999999998,0.0028280059999999997,0.002520269,0.005411627,0.006376571,0.00277974,0.009245204,0.01004194,0.02297884,0.005740985,0.0027111490000000004,0.00491322,0.003400207,0.00370228,0.0040820809999999996,0.01382791,0.003817878,0.005450565,0.0035444490000000003,0.005763381,0.003165645,0.03406255,0.0022743570000000003,0.0013566029999999998
8,24,0.001822547,0.01050106,0.0028241309999999997,0.002348067,0.0043650170000000005,0.006795692,0.003049992,0.0026976129999999997,0.002516329,0.00578592,0.009712389,0.002755997,0.008155004,0.00920864,0.02075871,0.006682044,0.00287311,0.0048368709999999995,0.0032196259999999997,0.002843107,0.004458489,0.01117723,0.005706294000000001,0.005265299,0.00571123,0.0064317309999999996,0.0030394890000000003,0.02995031,0.003220873,0.001195661
9,27,0.001915375,0.01008188,0.0021016470000000003,0.0026046999999999997,0.0076440169999999995,0.005740828000000001,0.002609811,0.00313896,0.004264134,0.005066777,0.0070093659999999995,0.002536859,0.007605524000000001,0.007379846,0.02049984,0.004145345,0.00256857,0.004671374,0.003236182,0.004442712,0.004274738,0.009437478000000001,0.005870525,0.0046315079999999995,0.006103096,0.006228471,0.003483643,0.02871602,0.004338267,0.0017584170000000002
10,30,0.001776011,0.008689595999999999,0.001409632,0.003247709,0.005355993000000001,0.005949505,0.002502025,0.0031763909999999998,0.00524216,0.005114553,0.00930526,0.002354218,0.006492399,0.007381144,0.01950666,0.004993942,0.002987103,0.004806948,0.0025779920000000003,0.003521228,0.004025472,0.006452175,0.0039663879999999995,0.004946172,0.006307317,0.005920346999999999,0.0032887259999999996,0.02577435,0.005559015,0.001960206
11,33,0.0017365979999999998,0.006777757,0.001248679,0.002043055,0.00496365,0.006561781,0.002360702,0.003770796,0.004588712,0.005036418,0.007052733,0.00318532,0.006329325,0.007730041,0.0134451,0.003951907,0.004056301,0.004765198,0.002979147,0.003832727,0.003629677,0.006615777,0.006324825,0.005746601,0.005551819,0.006517353,0.003696385,0.02379999,0.005488516999999999,0.0013194020000000001
12,36,0.001559748,0.005822955,0.0017865910000000001,0.002294661,0.00774538,0.007031941,0.002630835,0.0041570520000000005,0.005005463,0.005268225,0.008373475,0.004055925,0.003311895,0.007819857,0.01125046,0.004258177,0.003711179,0.005291056999999999,0.003226873,0.003771207,0.00412161,0.007066146,0.006431488000000001,0.005569095,0.0059811940000000004,0.006392138,0.003631108,0.0222738,0.005433834,0.001068566
