,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
11,33,1.555556,2.444444,0.8888889000000001,0.7777778000000001,1.666667,1.444444,1.333333,2.444444,2.333333,1.444444,3.111111,1.7777779999999999,1.7777779999999999,3.777778,2.888889,0.8888889000000001,1.888889,1.7777779999999999,1.333333,1.888889,2.333333,1.0,1.666667,1.888889,1.888889,2.222222,1.888889,4.111111,1.111111,0.6666667
12,36,1.444444,3.0,0.8888889000000001,0.8888889000000001,2.222222,1.7777779999999999,1.333333,2.555556,2.444444,1.444444,3.333333,2.555556,1.111111,4.3333330000000005,3.666667,1.333333,1.7777779999999999,3.0,1.666667,2.555556,2.666667,1.555556,2.0,1.888889,2.111111,2.222222,1.7777779999999999,5.111111,0.8888889000000001,0.6666667
13,39,1.666667,3.111111,1.333333,0.7777778000000001,2.333333,2.333333,1.111111,3.4444440000000003,3.5555559999999997,1.888889,3.4444440000000003,2.666667,1.333333,4.555555,3.777778,0.8888889000000001,1.555556,3.111111,1.888889,2.222222,3.0,2.333333,2.333333,2.111111,1.888889,2.444444,2.333333,5.777778,1.444444,1.0
14,42,1.888889,3.333333,1.222222,0.7777778000000001,3.5555559999999997,2.444444,1.666667,4.222222,4.444445,2.222222,3.5555559999999997,3.0,1.888889,5.555555,3.777778,0.7777778000000001,2.111111,2.555556,2.0,3.111111,3.777778,3.0,2.777778,2.222222,1.888889,3.333333,4.111111,6.444445,2.222222,1.444444
15,45,1.888889,3.0,1.666667,1.111111,4.111111,3.777778,2.0,4.111111,5.0,2.111111,5.0,3.5555559999999997,1.7777779999999999,6.777778,4.6666669999999995,1.222222,2.444444,4.3333330000000005,1.888889,3.222222,3.666667,2.777778,2.888889,2.777778,2.0,3.222222,4.0,5.444445,2.444444,1.888889
16,48,1.888889,3.5555559999999997,2.111111,0.8888889000000001,4.222222,4.111111,1.7777779999999999,5.555555,5.555555,2.111111,6.111111,3.888889,1.444444,6.777778,5.555555,1.0,3.222222,5.222222,1.7777779999999999,4.3333330000000005,4.444445,2.777778,3.0,3.666667,1.666667,3.222222,4.6666669999999995,5.222222,2.777778,3.111111
17,51,1.888889,4.444445,3.4444440000000003,1.333333,6.111111,4.777778,1.333333,7.111111,6.888889,1.555556,6.3333330000000005,5.111111,1.555556,8.222222,7.111111,1.555556,4.0,5.888889,2.0,3.888889,5.3333330000000005,2.888889,4.6666669999999995,4.444445,1.666667,3.222222,4.777778,2.222222,3.0,2.444444
18,54,2.111111,5.0,3.5555559999999997,1.222222,6.444445,5.555555,1.111111,7.777778,8.333333,1.666667,6.6666669999999995,6.444445,1.888889,8.888889,8.777778,1.666667,4.888889,6.555555,2.222222,4.6666669999999995,6.111111,2.555556,5.222222,4.3333330000000005,1.7777779999999999,4.555555,5.6666669999999995,2.111111,3.777778,3.666667
19,57,2.888889,5.555555,4.888889,1.444444,7.888889,6.6666669999999995,2.111111,9.333333,9.0,1.666667,8.111111,7.0,1.888889,9.777778,11.0,1.333333,5.555555,7.444445,2.0,5.444445,8.222222,2.777778,5.555555,5.888889,1.7777779999999999,5.0,6.111111,1.555556,5.111111,4.3333330000000005
20,60,2.555556,6.3333330000000005,6.6666669999999995,1.555556,9.444445,7.555555,2.111111,10.66667,11.33333,1.444444,8.777778,8.777778,2.111111,10.11111,12.0,1.333333,6.0,9.333333,1.666667,6.3333330000000005,8.666667,2.666667,7.111111,6.6666669999999995,1.555556,6.888889,7.6666669999999995,3.777778,5.888889,4.555555
21,63,3.0,8.222222,9.333333,1.444444,10.77778,9.0,2.111111,11.88889,12.22222,1.222222,10.22222,10.22222,2.0,11.33333,13.333329999999998,1.666667,7.888889,11.11111,1.888889,8.0,10.33333,2.666667,8.666667,9.333333,2.0,9.111111,9.333333,4.444445,7.222222,5.222222
22,66,2.666667,8.555555,10.77778,1.666667,12.44444,11.11111,2.222222,13.11111,14.666670000000002,1.444444,10.77778,10.88889,1.888889,14.333329999999998,16.11111,1.666667,8.777778,13.222220000000002,2.111111,12.11111,11.66667,2.777778,9.666667,11.22222,1.666667,11.55556,11.77778,3.4444440000000003,7.444445,5.111111
23,69,3.111111,10.44444,13.11111,2.111111,14.0,12.0,2.444444,13.777779999999998,15.666670000000002,1.333333,10.77778,11.88889,1.888889,15.44444,17.33333,2.333333,9.555555,14.88889,1.666667,14.44444,13.44444,2.888889,11.0,12.66667,1.666667,13.11111,12.88889,3.333333,7.6666669999999995,5.444445
24,72,2.888889,12.88889,15.55556,2.222222,15.333329999999998,13.44444,2.0,14.88889,19.11111,1.111111,11.33333,12.33333,2.222222,15.333329999999998,18.44444,2.0,11.11111,18.0,2.0,16.33333,16.0,2.555556,13.11111,14.0,1.555556,13.777779999999998,13.777779999999998,3.0,8.111111,5.6666669999999995
25,75,3.222222,15.222220000000002,19.11111,3.0,16.11111,14.88889,2.444444,16.77778,19.88889,1.888889,11.77778,12.66667,2.0,17.0,18.55556,1.7777779999999999,13.222220000000002,19.44444,1.666667,16.77778,17.11111,2.888889,14.55556,16.22222,2.0,15.44444,15.666670000000002,8.111111,9.555555,6.6666669999999995
26,78,4.444445,16.88889,22.77778,2.777778,15.666670000000002,16.33333,2.444444,17.33333,20.55556,2.555556,12.77778,14.55556,2.555556,18.11111,19.88889,2.0,15.11111,21.44444,1.888889,19.11111,18.88889,2.555556,15.333329999999998,16.77778,2.111111,16.33333,17.0,4.888889,10.33333,7.6666669999999995
27,81,4.555555,19.33333,26.66667,3.0,16.88889,17.88889,2.333333,19.33333,24.0,1.888889,14.222220000000002,15.333329999999998,2.222222,19.77778,20.66667,1.444444,18.44444,23.55556,2.666667,21.33333,19.55556,2.888889,16.55556,18.44444,2.111111,17.77778,17.66667,7.222222,11.55556,8.888889
28,84,5.0,23.33333,32.0,3.111111,16.55556,18.55556,3.111111,21.55556,25.33333,2.0,15.44444,16.77778,2.555556,20.77778,20.77778,2.111111,19.33333,24.33333,3.333333,23.77778,21.22222,2.888889,18.11111,19.22222,2.444444,16.66667,18.55556,7.444445,11.88889,10.0
29,87,4.888889,26.444440000000004,34.44444,3.111111,16.88889,20.0,4.777778,22.66667,26.33333,2.222222,15.88889,17.55556,2.888889,20.22222,21.33333,2.111111,19.66667,26.888890000000004,2.444444,24.0,21.88889,3.4444440000000003,19.22222,20.77778,2.555556,18.0,18.55556,6.3333330000000005,12.55556,9.888889
30,90,6.111111,31.33333,39.55556,3.111111,18.77778,21.44444,4.3333330000000005,22.22222,27.77778,1.333333,16.0,18.33333,3.222222,21.88889,22.88889,2.222222,23.77778,28.22222,2.777778,25.55556,22.11111,3.5555559999999997,19.88889,20.55556,3.0,18.77778,19.44444,4.444445,12.44444,12.44444
31,93,9.333333,38.55556,43.55556,3.111111,20.22222,21.66667,5.3333330000000005,23.44444,30.0,2.111111,14.55556,18.11111,4.555555,24.33333,22.22222,2.333333,22.88889,30.888890000000004,4.222222,28.555559999999996,23.33333,4.0,20.11111,22.77778,5.0,19.77778,21.11111,6.444445,13.666670000000002,14.777779999999998
32,96,14.222220000000002,44.33333,49.44444,3.111111,19.55556,21.22222,6.444445,22.44444,32.11111,2.555556,14.666670000000002,18.22222,5.555555,25.0,23.11111,2.777778,25.22222,30.33333,5.0,31.66667,25.66667,3.777778,20.11111,24.0,5.6666669999999995,21.55556,22.77778,6.3333330000000005,13.777779999999998,13.333329999999998
33,99,21.44444,48.22222,51.33333,3.333333,20.55556,21.22222,8.444445,23.66667,32.33333,2.444444,16.22222,17.88889,5.555555,27.0,24.33333,3.666667,24.88889,30.444440000000004,7.3333330000000005,34.11111,24.88889,3.5555559999999997,20.77778,23.77778,7.555555,22.22222,22.11111,5.0,12.88889,13.777779999999998
34,102,35.11111,57.11111,54.55556,4.0,21.33333,22.33333,11.22222,24.66667,32.55556,2.222222,16.55556,17.33333,5.888889,29.77778,25.88889,3.5555559999999997,25.88889,31.22222,8.0,35.88889,25.11111,4.444445,22.11111,23.44444,9.111111,21.44444,22.44444,7.888889,13.222220000000002,13.88889
35,105,49.0,63.0,56.666669999999996,3.111111,22.0,22.22222,14.44444,26.444440000000004,34.44444,2.888889,16.22222,17.33333,7.3333330000000005,31.22222,26.33333,5.222222,27.0,31.33333,10.88889,37.0,24.11111,4.0,23.22222,22.66667,15.0,23.33333,22.88889,7.888889,14.666670000000002,16.11111
36,108,65.66666,68.55556,62.0,3.222222,22.33333,23.55556,17.33333,26.0,34.77778,4.111111,17.11111,17.33333,8.555555,29.444440000000004,27.444440000000004,5.222222,26.0,32.22222,16.22222,38.11111,24.44444,5.555555,23.22222,23.44444,20.33333,24.0,22.11111,8.333333,14.666670000000002,16.33333
37,111,87.11111,76.55556,64.77778,4.111111,22.0,24.77778,28.22222,27.66667,36.44444,5.444445,16.55556,18.0,11.77778,30.111109999999996,28.0,7.111111,26.77778,33.33333,25.11111,40.33333,25.33333,8.444445,23.88889,24.11111,28.555559999999996,25.55556,22.11111,11.44444,15.44444,16.77778
38,114,107.4444,78.77778,66.11111,5.111111,21.33333,24.33333,38.11111,26.888890000000004,34.77778,6.0,16.55556,18.11111,13.777779999999998,32.0,28.111109999999996,9.333333,26.66667,34.77778,32.77778,38.11111,24.55556,10.44444,23.44444,24.88889,37.55556,26.0,21.44444,14.11111,15.222220000000002,16.55556
39,117,123.3333,87.77778,69.22222,5.222222,20.66667,23.77778,45.11111,28.33333,35.33333,7.444445,16.11111,18.22222,17.22222,30.33333,28.0,9.777778,26.22222,33.33333,42.22222,38.88889,25.88889,13.666670000000002,22.33333,24.0,52.77778000000001,25.88889,22.11111,21.0,14.222220000000002,17.0
40,120,135.4444,89.88889,70.33334,5.444445,20.88889,23.88889,58.44444,28.33333,34.55556,9.777778,17.0,17.77778,20.55556,33.66667,27.555559999999996,12.44444,26.77778,34.22222,56.333330000000004,38.88889,25.77778,16.55556,20.88889,22.88889,65.11111,26.888890000000004,22.88889,27.66667,14.666670000000002,17.22222
41,123,150.6667,94.22222,74.22222,6.444445,20.55556,23.77778,71.77778,27.22222,35.33333,12.44444,17.11111,17.88889,25.33333,32.33333,28.77778,14.44444,25.88889,33.44444,69.77778,40.22222,25.77778,21.55556,21.77778,22.66667,82.11111,27.33333,20.88889,33.88889,14.777779999999998,17.44444
42,126,161.4444,100.5556,77.0,6.888889,20.0,23.44444,85.0,30.555559999999996,37.11111,14.666670000000002,17.11111,19.33333,31.111109999999996,35.55556,29.444440000000004,19.22222,28.33333,32.77778,85.88889,42.44444,26.444440000000004,29.555559999999996,23.0,24.0,105.4444,29.888890000000004,22.33333,44.55556,15.55556,17.77778
43,129,169.1111,102.2222,75.55556,7.6666669999999995,19.88889,22.55556,102.4444,30.33333,38.22222,16.33333,16.88889,18.55556,36.22222,36.44444,32.11111,23.11111,27.77778,33.66667,101.5556,41.33333,25.22222,35.77778,23.66667,21.55556,121.7778,30.444440000000004,21.44444,57.55556,16.44444,18.11111
44,132,172.2222,108.6667,77.55556,8.666667,19.55556,23.0,116.8889,30.0,38.66667,19.55556,16.66667,17.55556,43.22222,36.33333,31.0,24.44444,27.77778,33.77778,120.6667,42.77778,23.88889,44.44444,24.0,22.11111,120.4444,30.0,23.0,67.44444,15.11111,18.22222
45,135,175.3333,107.7778,77.0,11.66667,18.22222,21.88889,133.2222,30.66667,37.77778,24.11111,17.44444,16.44444,47.44444,34.88889,31.555559999999996,27.0,27.111109999999996,33.22222,128.8889,42.33333,23.22222,51.33333,23.66667,21.33333,130.0,29.888890000000004,21.66667,77.44444,15.666670000000002,16.77778
46,138,202.0,118.4444,81.22222,16.66667,19.55556,22.0,151.0,32.66667,42.11111,31.555559999999996,18.0,19.66667,63.44444,42.11111,35.66667,41.66667,29.0,36.33333,147.5556,47.33333,24.66667,61.44444,25.66667,22.33333,152.7778,32.11111,25.11111,108.6667,16.44444,17.88889
47,141,234.0,126.0,90.22222,20.11111,21.33333,22.0,169.6667,38.33333,39.88889,36.11111,17.55556,19.77778,80.33334,47.55556,35.77778,54.88889,33.11111,36.22222,166.7778,51.55556,28.22222,74.77778,26.77778,21.55556,172.0,36.77778,27.66667,130.2222,18.55556,20.77778
48,144,237.7778,134.0,95.88889,24.66667,23.0,22.77778,181.8889,41.77778,44.11111,40.11111,18.55556,20.66667,89.44444,44.77778,39.88889,65.44444,33.22222,39.22222,188.4444,53.77778000000001,28.0,79.77778,29.77778,22.44444,182.3333,36.77778,28.111109999999996,141.6667,18.77778,21.77778
49,147,222.8889,131.5556,91.88889,24.88889,21.77778,21.22222,185.4444,40.66667,44.22222,43.11111,17.22222,19.11111,95.55556,42.22222,36.66667,67.0,31.888890000000004,35.33333,178.6667,51.11111,26.66667,82.77778,28.22222,19.22222,175.6667,36.44444,25.55556,142.3333,17.11111,20.0
50,150,221.4444,136.3333,92.55556,25.88889,21.66667,20.22222,194.5556,40.22222,45.33333,48.33333,17.11111,17.55556,100.2222,40.66667,36.0,73.66666,30.33333,36.33333,187.7778,48.77778,27.0,89.88889,29.77778,19.66667,185.5556,36.22222,25.88889,147.0,17.88889,19.88889
51,153,205.6667,131.1111,87.22222,27.111109999999996,20.66667,19.88889,192.5556,39.0,42.55556,50.55556,17.77778,16.22222,99.44444,39.44444,33.88889,73.22222,31.888890000000004,34.44444,181.7778,47.88889,25.66667,91.55556,28.888890000000004,18.77778,181.3333,35.33333,24.11111,148.5556,16.33333,16.88889
52,156,194.0,134.0,88.33334,31.33333,19.55556,19.44444,195.3333,38.11111,41.88889,55.44444,16.11111,16.0,107.7778,38.55556,33.77778,82.66666,31.444440000000004,34.88889,187.0,47.55556,25.33333,102.1111,27.888890000000004,19.88889,191.1111,35.44444,23.11111,152.7778,16.44444,17.55556
53,159,172.1111,130.5556,83.88889,33.44444,18.55556,16.77778,184.7778,36.22222,39.66667,56.44444,15.222220000000002,14.333329999999998,105.1111,36.44444,32.0,79.22222,29.0,31.888890000000004,173.7778,44.22222,24.0,99.55556,26.66667,17.66667,184.2222,33.77778,21.44444,143.6667,15.0,15.88889
