,Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0,0.03011458,0.02573912,0.008961555999999999,0.1053346,0.02095442,0.001604755,0.01012682,0.01492449,0.0010471439999999999,0.01203328,0.003661845,0.005173726,0.002225776,0.007283928,0.002014735,0.01160599,0.00325773,0.004126495,0.03461965,0.01730859,0.007137535,0.008380439,0.02237644,0.003582782,0.01591494,0.01052301,0.009503725,0.03298733,0.03198805,0.11580819999999999
1,3,0.03430655,0.0216489,0.009079589,0.09779558,0.00883462,0.001763464,0.01293722,0.01174935,0.002635029,0.007435877,0.0038461470000000003,0.007409412,0.002251581,0.005699528000000001,0.006349401,0.007948061999999999,0.005533871,0.003680679,0.01814359,0.01055112,0.006929121999999999,0.007777012,0.0150958,0.0019402710000000001,0.00185048,0.008049991999999999,0.005948484,0.01774704,0.01920732,0.2645975
2,6,0.02783506,0.0174257,0.009868821,0.1018436,0.007407728000000001,0.002314392,0.01631142,0.01024058,0.009667378,0.007991507,0.003296447,0.007548186,0.002220453,0.007487277,0.006374792,0.00825518,0.00443238,0.003835785,0.01691408,0.0031547640000000004,0.008826828,0.009608974000000001,0.01473088,0.001865018,0.001536802,0.007412643000000001,0.0049109240000000005,0.01806,0.02024137,0.2217567
3,9,0.02959721,0.01365251,0.0042421640000000005,0.1108259,0.0069304909999999996,0.003579761,0.015685499999999998,0.008500689,0.009007204,0.01362007,0.0032844840000000003,0.006922013,0.0021415979999999998,0.008593228,0.007563714,0.007958238000000001,0.003467651,0.0027322659999999997,0.01567847,0.009039945,0.009007153,0.008113671,0.01335218,0.002518886,0.01946406,0.006928724,0.00700249,0.01535445,0.01330596,0.189653
4,12,0.01441067,0.009604749000000001,0.0036855140000000004,0.10384160000000002,0.005233346,0.003132132,0.005425549,0.0067551830000000005,0.008914045,0.01204625,0.001898885,0.0052215000000000004,0.002996765,0.006698696,0.007858993,0.006989166999999999,0.003164818,0.002129054,0.01341256,0.01047205,0.007913576,0.008423518,0.01090734,0.002402126,0.007290924,0.005128969000000001,0.005753451,0.01747612,0.01531397,0.09583613
5,15,0.01362362,0.008532506,0.0035552659999999996,0.07359271,0.00584711,0.0032775240000000004,0.0053044469999999995,0.00669489,0.007822993,0.01118736,0.001633179,0.004066134,0.003052789,0.005200105,0.006116765,0.005850472,0.0031697340000000004,0.001793839,0.01213041,0.009011696999999999,0.007100528,0.007042361,0.009434007,0.001473528,0.007667711,0.00452991,0.00489471,0.01589232,0.01582218,0.14670460000000002
6,18,0.01043788,0.006528125,0.004095218,0.05763368,0.005418375,0.003963282,0.006332616,0.005345521,0.006832866,0.009131558,0.0019573760000000003,0.003643913,0.002414325,0.005372623000000001,0.004549673,0.00499096,0.004235991,0.002058551,0.0113402,0.008062485999999999,0.007711676,0.006118463,0.00758342,0.001119014,0.006292584,0.004719486,0.005420671,0.01121541,0.01596194,0.1304496
7,21,0.009754126,0.006241138,0.004581831,0.05733675,0.005579005,0.003516129,0.005469506999999999,0.005167297,0.005787143000000001,0.007692324,0.002401565,0.003662924,0.0018343679999999998,0.005090901,0.0038495590000000002,0.004174812,0.00327554,0.00308105,0.009275089,0.005109247,0.008261711,0.005065325999999999,0.007163305,0.0008676739999999999,0.005973173000000001,0.004590892,0.006019784,0.01412867,0.01349526,0.0976316
8,24,0.009552999,0.005836858,0.004117307,0.05928991,0.00567272,0.0040148779999999995,0.005106348,0.004956358,0.0056005740000000005,0.008637766,0.001554876,0.0049925709999999995,0.0015367389999999999,0.005456319,0.00287779,0.004256835,0.002827362,0.002192897,0.01040932,0.0045526279999999995,0.008170852,0.003953069,0.005740011,0.000432576,0.003768365,0.005040585,0.006787724,0.01244949,0.01115923,0.05429587
9,27,0.007640959,0.004396,0.003696022,0.06251696,0.005195374,0.0035838159999999997,0.004010205,0.00505492,0.003325518,0.006605899,0.001489716,0.0035727420000000003,0.001712461,0.005404106,0.0026552,0.004251106,0.0031205940000000004,0.0026448459999999997,0.01019746,0.004354193,0.007764811,0.003085449,0.005278407,0.0011132610000000002,0.0030609509999999997,0.004988,0.008644159,0.01073074,0.01163339,0.05697676
10,30,0.006302963000000001,0.004064166,0.004730004,0.05122146,0.004313137,0.0038805,0.0035674009999999996,0.004683189,0.0031273679999999997,0.005407908,0.00188218,0.003988905,0.0015877270000000001,0.005287845,0.00295063,0.0035782059999999996,0.0032595590000000004,0.0022856639999999998,0.007353689,0.004431872,0.006483531999999999,0.0028906979999999997,0.005153725,0.000986268,0.002601955,0.004305145,0.008544304,0.008794076,0.0109771,0.05970885
11,33,0.0061851219999999995,0.005151706,0.005463488000000001,0.04051625,0.004494201,0.003953234,0.002788442,0.00417289,0.003227173,0.003984525,0.002323329,0.004326828,0.002227493,0.00585451,0.0032679429999999997,0.003863333,0.004193012,0.002881523,0.007644199999999999,0.0044796490000000005,0.007389368,0.002568332,0.005269172,0.001715815,0.002298192,0.004406819,0.008019621999999999,0.007329133000000001,0.009626207,0.05029745
