 ,Area,Mean,Min,Max,X,Y
1,0.000,95,95,95,1.625,1.354
2,0.000,170,170,170,0.761,1.640
3,0.000,59,59,59,0.732,2.264
4,0.000,162,162,162,-0.005,2.406
5,0.000,72,72,72,0.888,9.427
6,0.000,117,117,117,1.810,10.321
7,0.000,62,62,62,1.030,10.264
8,0.000,73,73,73,10.903,8.803
9,0.000,68,68,68,10.860,8.335
10,0.000,138,138,138,8.704,8.732
11,0.000,124,124,124,7.966,8.449
12,0.000,53,53,53,7.669,8.052
13,0.000,128,128,128,7.300,7.739
14,0.000,116,116,116,8.307,7.938
15,0.000,202,202,202,8.236,7.697
16,0.000,71,71,71,8.520,7.697
17,0.000,130,130,130,9.101,7.711
18,0.000,144,144,144,9.144,6.945
19,0.000,66,66,66,8.321,6.931
20,0.000,116,116,116,7.044,3.896
21,0.000,190,190,190,7.456,3.640
22,0.000,103,103,103,7.356,2.917
23,0.000,135,135,135,8.236,1.598
24,0.000,70,70,70,8.463,1.456
25,0.000,156,156,156,8.491,2.108
26,0.000,92,92,92,8.817,2.732
27,0.000,128,128,128,7.938,3.711
28,0.000,153,153,153,8.264,3.513
29,0.000,54,54,54,10.250,2.633
30,0.000,113,113,113,12.165,0.222
31,0.000,133,133,133,12.633,-0.005
32,0.000,107,107,107,12.449,3.810
33,0.000,1,1,1,12.222,3.952
34,0.000,139,139,139,12.137,4.335
35,0.000,116,116,116,11.711,4.165
36,0.000,133,133,133,11.484,4.449
37,0.000,76,76,76,11.172,4.094
38,0.000,152,152,152,10.576,3.683
39,0.000,129,129,129,10.846,3.300
40,0.000,83,83,83,12.009,3.300
41,0.000,140,140,140,10.378,5.115
42,0.000,188,188,188,10.690,5.413
