 ,Area,Mean,Min,Max,X,Y
1,0.000,108,108,108,1.514,2.167
2,0.000,116,116,116,1.833,2.167
3,0.000,140,140,140,4.792,0.069
4,0.000,89,89,89,6.819,0.208
5,0.000,151,151,151,6.306,1.569
6,0.000,100,100,100,6.653,1.569
7,0.000,165,165,165,6.167,6.319
8,0.000,100,100,100,6.542,6.417
9,0.000,151,151,151,3.958,8.958
10,0.000,100,100,100,4.472,9.431
11,0.000,140,140,140,2.708,9.722
12,0.000,95,95,95,2.944,9.972
13,0.000,163,163,163,11.514,7.500
14,0.000,151,151,151,9.889,4.486
15,0.000,203,203,203,9.528,4.486
16,0.000,39,39,39,12.236,0.403
17,0.000,149,149,149,12.514,0.333
18,0.000,37,37,37,13.069,0.556
19,0.000,48,48,48,13.306,0.986
20,0.000,122,122,122,13.556,0.486
