 ,Area,Mean,Min,Max,X,Y
1,0.000,57,57,57,1.458,1.625
2,0.000,47,47,47,1.641,1.745
3,0.000,143,143,143,1.599,2.161
4,0.000,102,102,102,1.370,2.349
5,0.000,149,149,149,4.328,5.599
6,0.000,78,78,78,5.099,6.682
7,0.000,162,162,162,4.995,7.161
8,0.000,117,117,117,5.307,7.286
9,0.000,129,129,129,6.203,6.745
10,0.000,35,35,35,5.911,8.120
11,0.000,109,109,109,5.641,8.266
12,0.000,40,40,40,3.932,9.057
13,0.000,171,171,171,4.474,9.411
14,0.000,143,143,143,12.599,6.432
15,0.000,136,136,136,13.391,6.203
16,0.000,67,67,67,13.578,3.995
17,0.000,82,82,82,9.266,4.828
18,0.000,144,144,144,9.995,4.432
19,0.000,121,121,121,12.620,1.828
20,0.000,88,88,88,12.203,1.828
21,0.000,136,136,136,11.974,1.995
22,0.000,99,99,99,11.536,1.891
23,0.000,214,214,214,11.474,1.703
24,0.000,67,67,67,11.411,1.495
25,0.000,138,138,138,12.161,0.203
26,0.000,156,156,156,7.182,0.891
27,0.000,129,129,129,6.849,0.682
28,0.000,68,68,68,6.995,0.161
29,0.000,149,149,149,8.099,0.078
30,0.000,117,117,117,6.245,0.078
