 ,Area,Mean,Min,Max,X,Y
1,0.000,98,98,98,4.677,2.594
2,0.000,112,112,112,4.591,1.739
3,0.000,1,1,1,4.874,2.052
4,0.000,193,193,193,4.832,3.115
5,0.000,121,121,121,4.406,3.002
6,0.000,107,107,107,4.137,3.328
7,0.000,131,131,131,4.208,3.796
8,0.000,178,178,178,1.796,4.591
9,0.000,142,142,142,1.442,5.442
10,0.000,83,83,83,1.711,6.548
11,0.000,162,162,162,0.463,7.867
12,0.000,97,97,97,0.009,7.697
13,0.000,57,57,57,0.193,8.122
14,0.000,152,152,152,3.030,8.080
15,0.000,26,26,26,3.172,8.392
16,0.000,144,144,144,4.222,8.321
17,0.000,149,149,149,9.044,9.342
18,0.000,91,91,91,9.427,9.271
19,0.000,149,149,149,9.286,8.917
20,0.000,8,8,8,8.974,8.803
21,0.000,188,188,188,8.917,7.910
22,0.000,101,101,101,9.498,7.626
23,0.000,43,43,43,10.066,8.151
24,0.000,66,66,66,9.952,8.619
25,0.000,98,98,98,9.825,8.931
26,0.000,136,136,136,11.044,8.832
27,0.000,117,117,117,11.683,9.002
28,0.000,88,88,88,11.342,9.314
29,0.000,90,90,90,11.073,10.151
30,0.000,161,161,161,11.314,9.881
31,0.000,85,85,85,11.782,9.711
32,0.000,120,120,120,11.966,9.640
33,0.000,113,113,113,10.803,9.569
34,0.000,143,143,143,12.349,6.052
35,0.000,102,102,102,13.456,6.052
36,0.000,159,159,159,11.583,6.108
37,0.000,248,248,248,11.073,6.122
38,0.000,226,226,226,10.903,5.527
39,0.000,126,126,126,11.016,4.974
40,0.000,164,164,164,10.974,4.094
41,0.000,70,70,70,9.768,4.122
42,0.000,176,176,176,9.342,3.356
43,0.000,106,106,106,10.364,2.208
44,0.000,37,37,37,10.732,1.243
45,0.000,58,58,58,9.399,2.264
46,0.000,132,132,132,8.562,2.009
47,0.000,178,178,178,9.002,1.456
48,0.000,149,149,149,9.200,1.144
49,0.000,130,130,130,9.172,0.647
50,0.000,186,186,186,8.619,0.576
51,0.000,129,129,129,7.044,0.534
52,0.000,126,126,126,6.321,0.023
53,0.000,93,93,93,8.690,-0.005
54,0.000,158,158,158,9.924,1.101
55,0.000,84,84,84,10.775,0.605
56,0.000,135,135,135,14.108,0.505
57,0.000,126,126,126,14.633,0.477
