 ,Area,Mean,Min,Max,X,Y
1,0.000,66,66,66,3.375,1.083
2,0.000,205,205,205,2.903,1.513
3,0.000,106,106,106,3.200,2.179
4,0.000,88,88,88,2.193,2.690
5,0.000,121,121,121,1.399,1.938
6,0.000,222,222,222,1.229,0.988
7,0.000,131,131,131,1.385,0.548
8,0.000,110,110,110,1.754,0.052
9,0.000,114,114,114,0.775,0.052
10,0.000,170,170,170,0.264,0.236
11,0.000,16,16,16,0.449,3.839
12,0.000,47,47,47,1.356,3.853
13,0.000,85,85,85,1.513,5.172
14,0.000,155,155,155,2.803,3.087
15,0.000,171,171,171,3.569,3.243
16,0.000,169,169,169,4.576,0.676
17,0.000,199,199,199,4.988,1.314
18,0.000,1,1,1,4.888,1.484
19,0.000,24,24,24,4.775,1.739
20,0.000,169,169,169,3.200,5.569
21,0.000,61,61,61,2.903,6.236
22,0.000,188,188,188,1.810,6.392
23,0.000,175,175,175,1.966,6.931
24,0.000,178,178,178,0.747,8.732
25,0.000,164,164,164,0.250,9.243
26,0.000,93,93,93,0.931,9.427
27,0.000,168,168,168,2.094,9.286
28,0.000,47,47,47,1.938,9.413
29,0.000,38,38,38,1.215,10.420
30,0.000,22,22,22,4.676,9.853
31,0.000,133,133,133,5.328,10.208
32,0.000,115,115,115,5.243,10.690
33,0.000,164,164,164,6.278,10.307
34,0.000,65,65,65,6.576,10.179
35,0.000,144,144,144,7.385,10.392
36,0.000,80,80,80,6.420,9.399
37,0.000,132,132,132,6.264,8.250
38,0.000,86,86,86,5.314,7.768
39,0.000,104,104,104,4.874,7.654
40,0.000,128,128,128,4.803,5.541
41,0.000,85,85,85,5.853,5.669
42,0.000,143,143,143,5.981,5.059
43,0.000,251,251,251,5.683,3.995
44,0.000,90,90,90,4.676,3.995
45,0.000,122,122,122,5.853,2.888
46,0.000,176,176,176,6.293,2.704
47,0.000,171,171,171,5.626,2.449
48,0.000,145,145,145,5.867,2.236
49,0.000,194,194,194,5.754,1.981
50,0.000,139,139,139,6.335,1.030
51,0.000,62,62,62,6.591,0.619
52,0.000,171,171,171,6.193,0.420
53,0.000,152,152,152,6.392,0.052
54,0.000,99,99,99,4.789,0.066
55,0.000,123,123,123,9.073,0.222
56,0.000,67,67,67,8.860,0.704
57,0.000,118,118,118,8.846,1.739
58,0.000,118,118,118,7.810,2.562
59,0.000,36,36,36,8.945,2.591
60,0.000,187,187,187,8.463,3.385
61,0.000,170,170,170,7.952,3.583
62,0.000,89,89,89,8.747,4.052
63,0.000,169,169,169,9.286,3.853
64,0.000,104,104,104,7.101,4.250
65,0.000,114,114,114,7.484,5.342
66,0.000,153,153,153,6.974,5.541
67,0.000,102,102,102,6.874,6.165
68,0.000,136,136,136,7.059,6.378
69,0.000,168,168,168,7.881,6.463
70,0.000,1,1,1,7.612,6.321
71,0.000,92,92,92,7.910,6.222
72,0.000,156,156,156,7.725,7.158
73,0.000,72,72,72,8.137,7.484
74,0.000,82,82,82,8.392,6.888
75,0.000,40,40,40,8.477,5.910
76,0.000,91,91,91,8.945,6.463
77,0.000,97,97,97,8.406,8.151
78,0.000,114,114,114,8.080,8.449
79,0.000,35,35,35,8.548,8.576
80,0.000,135,135,135,8.037,8.931
81,0.000,124,124,124,9.257,7.938
82,0.000,65,65,65,9.030,10.023
83,0.000,48,48,48,8.888,10.576
84,0.000,185,185,185,9.711,9.896
85,0.000,2,2,2,9.782,10.690
86,0.000,68,68,68,8.562,10.576
87,0.000,1,1,1,11.413,8.208
88,0.000,108,108,108,11.016,7.966
89,0.000,231,231,231,11.626,7.513
90,0.000,114,114,114,10.619,6.264
91,0.000,89,89,89,9.399,5.073
92,0.000,150,150,150,8.988,4.661
93,0.000,148,148,148,9.881,1.513
94,0.000,123,123,123,9.725,0.122
95,0.000,117,117,117,11.087,0.179
96,0.000,93,93,93,11.300,0.874
97,0.000,147,147,147,11.342,1.314
98,0.000,132,132,132,11.385,3.186
99,0.000,21,21,21,10.704,2.520
100,0.000,139,139,139,10.364,4.349
101,0.000,122,122,122,10.931,4.520
102,0.000,116,116,116,12.392,4.988
103,0.000,175,175,175,12.449,5.569
104,0.000,109,109,109,13.456,5.044
105,0.000,215,215,215,13.938,5.200
106,0.000,109,109,109,14.009,5.754
107,0.000,73,73,73,14.236,5.016
108,0.000,168,168,168,14.052,3.399
109,0.000,41,41,41,13.271,7.257
110,0.000,250,250,250,12.917,7.130
111,0.000,85,85,85,12.974,7.399
112,0.000,136,136,136,13.796,8.037
113,0.000,193,193,193,13.754,8.364
114,0.000,12,12,12,13.498,9.016
115,0.000,101,101,101,14.420,9.612
116,0.000,94,94,94,14.335,10.193
