 ,Area,Mean,Min,Max,X,Y
1,0.000,60,60,60,2.583,9.917
2,0.000,153,153,153,3.120,10.328
3,0.000,128,128,128,2.259,10.245
4,0.000,150,150,150,1.828,10.161
5,0.000,159,159,159,2.092,10.634
6,0.000,104,104,104,4.759,8.134
7,0.000,130,130,130,6.578,6.870
8,0.000,90,90,90,6.036,6.175
9,0.000,145,145,145,4.675,6.773
10,0.000,57,57,57,3.661,7.786
11,0.000,123,123,123,3.342,6.439
12,0.000,90,90,90,1.828,6.439
13,0.000,86,86,86,2.523,5.536
14,0.000,116,116,116,2.342,4.439
15,0.000,90,90,90,7.189,2.189
16,0.000,98,98,98,8.495,3.939
17,0.000,5,5,5,7.995,1.578
18,0.000,187,187,187,7.273,1.342
19,0.000,75,75,75,7.828,1.425
20,0.000,106,106,106,8.175,0.953
21,0.000,123,123,123,7.578,0.842
22,0.000,74,74,74,8.342,0.634
23,0.000,100,100,100,8.175,0.161
24,0.000,39,39,39,8.550,0.120
25,0.000,119,119,119,8.689,0.953
26,0.000,123,123,123,11.370,1.759
27,0.000,67,67,67,12.661,1.731
