 ,Area,Mean,Min,Max,X,Y
1,0.000,156,156,156,0.208,4.771
2,0.000,80,80,80,0.036,4.425
3,0.000,162,162,162,2.050,4.689
4,0.000,112,112,112,1.842,5.689
5,0.000,66,66,66,0.981,5.884
6,0.000,108,108,108,1.217,6.495
7,0.000,158,158,158,0.717,6.870
8,0.000,88,88,88,1.689,6.439
9,0.000,104,104,104,2.453,6.092
10,0.000,150,150,150,3.148,6.481
11,0.000,120,120,120,2.981,6.981
12,0.000,0,0,0,1.800,7.606
13,0.000,124,124,124,1.536,7.467
14,0.000,0,0,0,1.092,7.995
15,0.000,57,57,57,1.856,9.120
16,0.000,80,80,80,2.453,10.036
17,0.000,62,62,62,3.328,9.995
18,0.000,94,94,94,4.203,9.898
19,0.000,92,92,92,5.078,10.398
20,0.000,158,158,158,5.398,10.606
21,0.000,148,148,148,5.467,9.314
22,0.000,110,110,110,5.592,7.884
23,0.000,64,64,64,4.592,6.009
24,0.000,90,90,90,4.800,0.453
25,0.000,120,120,120,5.203,1.134
26,0.000,174,174,174,6.842,2.675
27,0.000,34,34,34,7.398,2.814
28,0.000,47,47,47,8.578,3.675
29,0.000,126,126,126,6.467,6.189
30,0.000,158,158,158,5.634,8.745
31,0.000,21,21,21,5.814,9.078
32,0.000,154,154,154,6.425,9.328
33,0.000,181,181,181,6.189,9.592
34,0.000,192,192,192,6.856,10.425
35,0.000,128,128,128,7.439,10.398
36,0.000,130,130,130,7.467,9.814
37,0.000,158,158,158,7.203,9.384
38,0.000,54,54,54,6.842,8.689
39,0.000,23,23,23,8.370,10.439
40,0.000,122,122,122,8.328,9.967
41,0.000,64,64,64,7.564,6.731
42,0.000,142,142,142,8.467,8.036
43,0.000,247,247,247,8.148,6.967
44,0.000,89,89,89,9.425,5.800
45,0.000,172,172,172,8.689,6.939
46,0.000,209,209,209,9.050,6.648
47,0.000,33,33,33,9.092,7.342
48,0.000,29,29,29,9.259,7.925
49,0.000,178,178,178,10.078,8.120
50,0.000,1,1,1,10.786,9.161
51,0.000,136,136,136,11.106,8.467
52,0.000,178,178,178,11.536,8.634
53,0.000,213,213,213,12.786,8.148
54,0.000,116,116,116,11.703,7.148
55,0.000,152,152,152,13.884,3.161
56,0.000,50,50,50,13.745,2.481
57,0.000,132,132,132,13.648,2.050
58,0.000,102,102,102,12.620,2.245
59,0.000,52,52,52,9.509,1.050
60,0.000,152,152,152,11.967,0.467
61,0.000,64,64,64,14.286,1.564
62,0.000,90,90,90,13.981,0.995
