 ,Area,Mean,Min,Max,X,Y
1,0.000,85,85,85,1.177,2.427
2,0.000,55,55,55,1.745,2.786
3,0.000,160,160,160,2.120,2.286
4,0.000,81,81,81,2.148,1.314
5,0.000,107,107,107,0.717,1.592
6,0.000,119,119,119,0.606,1.134
7,0.000,142,142,142,0.661,0.759
8,0.000,111,111,111,1.120,0.536
9,0.000,90,90,90,3.092,0.925
10,0.000,121,121,121,3.342,2.828
11,0.000,67,67,67,1.370,4.536
12,0.000,141,141,141,1.481,4.925
13,0.000,82,82,82,1.231,5.092
14,0.000,143,143,143,0.495,5.328
15,0.000,104,104,104,0.689,5.689
16,0.000,72,72,72,0.995,6.898
17,0.000,106,106,106,0.523,7.592
18,0.000,80,80,80,0.120,7.703
19,0.000,146,146,146,0.592,7.911
20,0.000,139,139,139,1.217,8.231
21,0.000,133,133,133,1.800,7.648
22,0.000,79,79,79,2.550,7.620
23,0.000,73,73,73,2.328,8.286
24,0.000,86,86,86,3.148,8.578
25,0.000,45,45,45,3.398,9.134
26,0.000,121,121,121,3.411,8.606
27,0.000,116,116,116,3.745,8.675
28,0.000,215,215,215,3.661,8.953
29,0.000,236,236,236,3.606,8.161
30,0.000,144,144,144,3.509,7.648
31,0.000,162,162,162,3.273,6.995
32,0.000,136,136,136,4.384,8.731
33,0.000,118,118,118,4.648,8.953
34,0.000,142,142,142,4.939,9.050
35,0.000,100,100,100,5.786,9.370
36,0.000,130,130,130,6.148,9.953
37,0.000,82,82,82,5.300,9.675
38,0.000,122,122,122,6.800,8.870
39,0.000,138,138,138,6.286,8.814
40,0.000,35,35,35,6.036,8.300
41,0.000,137,137,137,5.495,8.592
42,0.000,160,160,160,5.634,7.731
43,0.000,174,174,174,5.828,7.495
44,0.000,102,102,102,6.342,7.370
45,0.000,23,23,23,6.411,7.634
46,0.000,42,42,42,6.759,7.453
47,0.000,92,92,92,5.981,2.917
48,0.000,177,177,177,6.661,3.669
49,0.000,118,118,118,6.690,2.747
50,0.000,47,47,47,6.832,3.243
51,0.000,47,47,47,7.541,2.647
52,0.000,27,27,27,7.768,5.867
53,0.000,116,116,116,8.137,5.314
54,0.000,110,110,110,9.328,4.718
55,0.000,16,16,16,8.860,4.860
56,0.000,162,162,162,9.158,4.959
57,0.000,102,102,102,7.853,1.442
58,0.000,92,92,92,7.853,1.002
59,0.000,100,100,100,8.193,1.371
60,0.000,66,66,66,8.364,1.981
61,0.000,104,104,104,8.633,1.541
62,0.000,98,98,98,8.420,1.130
63,0.000,153,153,153,8.874,0.988
64,0.000,92,92,92,13.782,5.739
65,0.000,98,98,98,13.995,5.342
66,0.000,136,136,136,13.286,5.342
67,0.000,169,169,169,13.385,5.924
68,0.000,79,79,79,13.881,7.569
69,0.000,100,100,100,14.094,7.754
70,0.000,132,132,132,14.605,7.853
71,0.000,134,134,134,11.101,9.555
72,0.000,160,160,160,10.477,9.569
73,0.000,88,88,88,10.094,10.747
74,0.000,183,183,183,10.775,10.775
75,0.000,114,114,114,10.874,2.690
