 ,Area,Mean,Min,Max,X,Y
1,0.000,115,115,115,1.271,0.042
2,0.000,61,61,61,2.477,0.151
3,0.000,96,96,96,4.009,0.449
4,0.000,131,131,131,4.066,0.874
5,0.000,115,115,115,3.172,1.030
6,0.000,173,173,173,3.172,1.271
7,0.000,119,119,119,1.995,2.037
8,0.000,159,159,159,5.569,0.888
9,0.000,75,75,75,7.059,0.052
10,0.000,43,43,43,8.491,0.605
11,0.000,127,127,127,6.435,1.413
12,0.000,51,51,51,4.747,0.917
13,0.000,32,32,32,5.115,1.186
14,0.000,115,115,115,4.647,1.839
15,0.000,125,125,125,4.165,1.555
16,0.000,133,133,133,3.853,1.938
17,0.000,52,52,52,3.243,2.108
18,0.000,56,56,56,3.356,2.874
19,0.000,164,164,164,4.009,2.690
20,0.000,101,101,101,2.094,3.300
21,0.000,140,140,140,2.151,4.747
22,0.000,85,85,85,1.044,5.286
23,0.000,199,199,199,2.137,5.725
24,0.000,62,62,62,2.094,6.817
25,0.000,143,143,143,3.271,4.718
26,0.000,148,148,148,3.583,4.278
27,0.000,76,76,76,4.945,3.725
28,0.000,24,24,24,4.420,4.832
29,0.000,154,154,154,5.796,3.952
30,0.000,108,108,108,6.066,3.385
31,0.000,145,145,145,6.236,3.172
32,0.000,109,109,109,6.676,3.342
33,0.000,158,158,158,6.959,2.009
34,0.000,167,167,167,7.839,2.534
35,0.000,156,156,156,7.867,2.860
36,0.000,38,38,38,8.122,1.853
37,0.000,160,160,160,9.910,1.513
38,0.000,90,90,90,9.598,1.867
39,0.000,61,61,61,9.442,2.179
40,0.000,111,111,111,13.328,0.633
41,0.000,129,129,129,14.080,1.881
42,0.000,31,31,31,11.924,2.647
43,0.000,92,92,92,12.151,2.704
44,0.000,57,57,57,12.264,3.371
45,0.000,194,194,194,12.435,3.881
46,0.000,49,49,49,13.839,4.704
47,0.000,93,93,93,12.435,5.314
48,0.000,134,134,134,11.725,5.314
49,0.000,113,113,113,11.470,5.442
50,0.000,162,162,162,9.782,4.321
51,0.000,161,161,161,9.896,3.513
52,0.000,139,139,139,8.974,5.328
53,0.000,90,90,90,7.030,4.293
54,0.000,117,117,117,13.626,8.931
55,0.000,118,118,118,12.661,9.626
56,0.000,121,121,121,11.952,8.435
57,0.000,109,109,109,11.711,8.633
58,0.000,138,138,138,10.009,9.768
59,0.000,46,46,46,11.016,10.576
60,0.000,147,147,147,11.782,10.690
61,0.000,63,63,63,11.172,10.775
62,0.000,105,105,105,7.867,10.605
63,0.000,120,120,120,9.186,8.704
64,0.000,86,86,86,9.385,6.832
65,0.000,189,189,189,8.576,8.264
66,0.000,94,94,94,7.839,8.817
67,0.000,16,16,16,7.896,7.966
68,0.000,66,66,66,7.385,7.257
69,0.000,160,160,160,7.115,8.208
70,0.000,88,88,88,6.037,7.569
71,0.000,111,111,111,5.739,6.974
72,0.000,67,67,67,5.144,5.484
73,0.000,105,105,105,4.690,5.555
74,0.000,169,169,169,3.725,6.066
75,0.000,95,95,95,4.463,6.335
76,0.000,42,42,42,4.208,6.988
77,0.000,13,13,13,3.555,6.931
78,0.000,84,84,84,2.931,7.796
79,0.000,70,70,70,3.442,8.193
80,0.000,140,140,140,3.782,8.562
81,0.000,47,47,47,4.293,9.257
82,0.000,163,163,163,4.817,7.669
83,0.000,94,94,94,5.456,8.463
84,0.000,119,119,119,6.222,9.541
85,0.000,66,66,66,4.505,9.059
86,0.000,84,84,84,3.442,9.371
87,0.000,102,102,102,1.314,10.037
88,0.000,98,98,98,0.576,10.463
89,0.000,175,175,175,1.669,10.222
90,0.000,213,213,213,2.435,10.278
91,0.000,73,73,73,2.222,10.122
92,0.000,37,37,37,3.782,10.562
93,0.000,108,108,108,5.101,10.435
94,0.000,57,57,57,4.789,10.449
95,0.000,161,161,161,1.059,10.803
