 ,Area,Mean,Min,Max,X,Y
1,0.000,66,66,66,1.979,2.302
2,0.000,45,45,45,2.477,2.534
3,0.000,112,112,112,3.257,2.888
4,0.000,173,173,173,0.888,0.718
5,0.000,116,116,116,0.009,2.449
6,0.000,93,93,93,1.356,4.052
7,0.000,131,131,131,1.966,4.009
8,0.000,93,93,93,3.782,3.881
9,0.000,100,100,100,2.803,5.002
10,0.000,123,123,123,3.924,5.513
11,0.000,135,135,135,3.200,5.810
12,0.000,85,85,85,2.463,6.250
13,0.000,86,86,86,2.874,6.505
14,0.000,145,145,145,3.456,6.676
15,0.000,118,118,118,2.222,6.761
16,0.000,151,151,151,1.867,6.108
17,0.000,83,83,83,1.569,6.122
18,0.000,145,145,145,0.974,6.080
19,0.000,125,125,125,0.562,7.314
20,0.000,54,54,54,3.782,8.548
21,0.000,122,122,122,2.576,10.349
22,0.000,135,135,135,0.520,10.789
23,0.000,148,148,148,7.938,10.278
24,0.000,112,112,112,10.023,10.392
25,0.000,39,39,39,10.009,9.782
26,0.000,150,150,150,11.711,9.456
27,0.000,99,99,99,10.974,6.505
28,0.000,142,142,142,11.456,6.165
29,0.000,125,125,125,11.839,5.470
30,0.000,136,136,136,11.981,5.215
31,0.000,137,137,137,10.321,5.782
32,0.000,140,140,140,10.534,5.413
33,0.000,125,125,125,9.356,5.995
34,0.000,101,101,101,9.768,5.683
35,0.000,179,179,179,9.101,5.427
36,0.000,178,178,178,9.314,5.144
37,0.000,126,126,126,8.151,4.860
38,0.000,126,126,126,6.974,5.938
39,0.000,104,104,104,5.867,3.952
40,0.000,6,6,6,6.052,2.236
41,0.000,66,66,66,7.073,2.364
42,0.000,116,116,116,8.846,0.591
43,0.000,153,153,153,9.981,0.732
44,0.000,128,128,128,10.278,0.009
45,0.000,126,126,126,13.130,0.236
46,0.000,140,140,140,12.789,1.130
47,0.000,98,98,98,14.449,0.732
48,0.000,72,72,72,10.165,4.803
49,0.000,113,113,113,9.626,4.491
50,0.000,118,118,118,9.896,4.222
51,0.000,123,123,123,10.349,3.966
