 ,Area,Mean,Min,Max,X,Y
1,0.000,127,127,127,3.385,1.927
2,0.000,183,183,183,3.564,1.759
3,0.000,60,60,60,0.536,6.898
4,0.000,159,159,159,0.606,8.453
5,0.000,151,151,151,0.703,8.828
6,0.000,153,153,153,0.148,9.384
7,0.000,104,104,104,1.009,9.411
8,0.000,137,137,137,1.689,9.495
9,0.000,30,30,30,2.564,10.273
10,0.000,58,58,58,3.134,9.967
11,0.000,121,121,121,5.078,10.745
12,0.000,254,254,254,6.009,10.092
13,0.000,92,92,92,6.245,9.689
14,0.000,134,134,134,5.842,8.523
15,0.000,250,250,250,4.786,8.356
16,0.000,100,100,100,4.842,7.689
17,0.000,172,172,172,5.064,7.967
18,0.000,221,221,221,5.703,7.800
19,0.000,93,93,93,6.134,7.189
20,0.000,83,83,83,4.231,6.648
21,0.000,48,48,48,4.550,6.231
22,0.000,165,165,165,3.134,5.564
23,0.000,37,37,37,4.925,5.703
24,0.000,17,17,17,4.023,5.120
25,0.000,157,157,157,2.786,4.245
26,0.000,199,199,199,2.911,4.050
27,0.000,86,86,86,4.786,4.384
28,0.000,20,20,20,5.550,3.939
29,0.000,122,122,122,6.231,3.661
30,0.000,110,110,110,6.370,4.356
31,0.000,150,150,150,7.023,3.967
32,0.000,133,133,133,6.592,2.898
33,0.000,155,155,155,6.453,2.592
34,0.000,117,117,117,6.648,2.398
35,0.000,90,90,90,6.620,1.606
36,0.000,78,78,78,5.939,1.092
37,0.000,16,16,16,7.620,0.592
38,0.000,57,57,57,7.675,1.842
39,0.000,205,205,205,7.467,2.634
40,0.000,184,184,184,7.939,2.592
41,0.000,117,117,117,7.870,3.398
42,0.000,199,199,199,7.981,3.717
43,0.000,112,112,112,8.009,4.328
44,0.000,152,152,152,8.634,5.092
45,0.000,104,104,104,8.925,6.328
46,0.000,179,179,179,7.717,6.161
47,0.000,16,16,16,7.981,6.675
48,0.000,135,135,135,9.648,5.967
49,0.000,67,67,67,8.481,7.106
50,0.000,72,72,72,7.981,7.814
51,0.000,222,222,222,7.175,7.453
52,0.000,117,117,117,6.453,6.189
53,0.000,147,147,147,7.106,8.370
54,0.000,98,98,98,9.495,8.800
55,0.000,67,67,67,8.449,10.633
56,0.000,74,74,74,10.364,9.626
57,0.000,95,95,95,10.477,8.917
58,0.000,158,158,158,10.208,8.264
59,0.000,198,198,198,9.059,7.640
60,0.000,136,136,136,9.371,7.484
61,0.000,108,108,108,10.222,5.711
62,0.000,71,71,71,9.952,5.002
63,0.000,95,95,95,9.555,3.683
64,0.000,101,101,101,8.803,2.732
65,0.000,160,160,160,8.208,1.739
66,0.000,103,103,103,8.534,1.768
67,0.000,98,98,98,8.761,1.640
68,0.000,50,50,50,9.314,1.243
69,0.000,26,26,26,9.612,0.817
70,0.000,58,58,58,10.321,0.591
71,0.000,77,77,77,10.931,0.349
72,0.000,170,170,170,12.264,0.619
73,0.000,45,45,45,13.115,0.761
74,0.000,151,151,151,13.016,0.562
75,0.000,98,98,98,14.151,1.186
76,0.000,62,62,62,14.562,2.236
77,0.000,182,182,182,14.208,2.364
78,0.000,65,65,65,13.966,2.647
79,0.000,45,45,45,12.676,2.122
80,0.000,82,82,82,12.335,2.364
81,0.000,61,61,61,12.052,1.995
82,0.000,81,81,81,12.264,1.385
83,0.000,59,59,59,10.747,1.555
84,0.000,101,101,101,10.761,2.137
85,0.000,91,91,91,10.917,2.548
86,0.000,98,98,98,10.108,2.264
87,0.000,18,18,18,9.924,2.959
88,0.000,56,56,56,11.115,3.640
89,0.000,29,29,29,12.264,3.569
90,0.000,113,113,113,13.130,4.846
91,0.000,78,78,78,13.995,4.747
92,0.000,119,119,119,13.924,5.541
93,0.000,168,168,168,14.137,6.548
94,0.000,77,77,77,11.796,6.988
95,0.000,188,188,188,11.598,5.130
96,0.000,90,90,90,11.328,6.052
97,0.000,70,70,70,10.846,5.456
98,0.000,90,90,90,11.427,7.583
99,0.000,102,102,102,12.023,8.009
100,0.000,91,91,91,13.739,7.073
101,0.000,138,138,138,14.250,8.052
102,0.000,32,32,32,14.137,8.364
103,0.000,86,86,86,11.399,9.073
104,0.000,112,112,112,12.576,10.151
105,0.000,123,123,123,14.108,10.704
106,0.000,86,86,86,14.619,10.520
107,0.000,235,235,235,14.647,10.307
