,Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kdead-UT,Kdead-A/E,Kdead-E,Kin-UT,Kin-A/E,Kin-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
14,42,27.330709999999996,24.477415,22.77281,10.150777999999999,10.617555,11.604795,12.928360000000001,19.459239999999998,11.605335,20.82457,21.551614999999998,21.676515000000002,14.463515000000001,17.931185,17.93398,12.734455,15.670069999999999,15.170984999999998,16.826259999999998,25.12789,19.43879,12.33394,17.51699,16.689639999999997,13.477435,17.385080000000002,16.324775000000002,10.185301500000001,10.196175,10.004241
15,45,31.359025,26.831435000000003,23.747970000000002,11.39781,10.683665000000001,11.945905,14.158055,19.635025,12.051504999999999,23.463955,22.96185,22.478454999999997,16.0291,19.0036,18.927135,14.21639,16.484704999999998,16.26344,19.082475000000002,26.047510000000003,20.072975,14.081019999999999,18.72528,17.361605,14.948554999999999,18.512735,16.865109999999998,11.053071499999998,10.54365,10.317605
16,48,35.6084,28.752415,25.222085,12.31711,10.841655,12.07518,15.603345000000001,19.845215,12.431095,26.277,24.198535,23.264135000000003,17.489694999999998,19.390839999999997,19.14386,15.179839999999999,17.238529999999997,17.306825,20.87281,27.685435,20.983245,15.608735,20.128465,17.90132,17.18611,20.08313,17.880914999999998,11.6853385,10.811985,10.808965
17,51,41.743489999999994,31.395244999999996,26.430500000000002,13.18398,11.143595,12.34877,16.98202,22.36534,12.862255000000001,29.874575,25.264355000000002,24.77041,19.956229999999998,20.4299,19.78335,16.999625,18.252565,18.021715,23.739555,29.988144999999996,21.310285,17.127125,21.55751,18.684355,19.745445,20.875844999999998,18.921405,13.0501,11.437169999999998,11.346184999999998
18,54,46.822595,34.039035,27.909585,14.227325,11.159324999999999,12.154824999999999,18.61699,21.24855,13.082840000000001,32.877295000000004,26.927300000000002,25.31394,22.327585,21.61272,20.50504,18.68619,18.885155,18.60443,26.064445,31.04573,22.720405,19.149515,22.655974999999998,19.625564999999998,22.274935,21.89154,19.62611,14.258610000000001,11.880185,11.48921
19,57,52.099265,36.845905,29.513840000000002,14.597255,11.372665,12.36648,21.37509,21.542260000000002,13.373085,37.380069999999996,28.15037,26.41976,24.012625,21.939815,21.355674999999998,20.173875000000002,19.625495,18.959319999999998,28.716105000000002,32.94661,23.89041,21.13848,23.449885000000002,20.05977,24.43592,23.064455000000002,20.22731,16.705455,12.449265,11.784804999999999
20,60,57.435085,38.95974,30.33795,16.23577,11.537795,12.589195,23.867095,21.697045000000003,13.716275,41.073499999999996,28.99239,27.7028,26.799125,23.192075000000003,21.704195,23.166040000000002,20.185135000000002,19.29782,32.65668,34.218410000000006,24.4758,23.966614999999997,24.57627,20.411974999999998,27.908389999999997,24.29258,21.073484999999998,18.49442,12.99735,11.770465
21,63,63.786485,41.447255,32.183865,17.64841,11.771455,12.99382,26.820034999999997,25.559075,14.155550000000002,46.177440000000004,29.75507,28.92923,28.974960000000003,24.425534999999996,22.778350000000003,25.60343,20.904355,20.3553,35.98531,35.982255,25.168405,27.11229,25.345035,21.427095,30.597465,25.408900000000003,21.71334,21.051364999999997,13.172609999999999,12.115179999999999
22,66,69.750505,43.9263,32.62705,19.581325,12.191785,12.783570000000001,30.028035000000003,23.996055,14.155209999999999,51.34043,31.971685,30.482705000000003,33.344025,25.010354999999997,24.728250000000003,28.83291,20.997155,22.16467,41.1469,37.80875,26.55808,29.890839999999997,26.760815,22.119844999999998,36.609725,27.268860000000004,22.706665,23.560405000000003,14.015184999999999,12.5524
23,69,75.28081,45.62481,33.125910000000005,20.87123,12.175830000000001,12.486730000000001,31.458825,23.79044,14.711735,55.213965,33.65135,31.28614,36.461215,25.56886,24.987855,31.118075,21.441544999999998,22.227175000000003,45.337625,38.93509,27.34194,33.07628,27.492755000000002,22.645274999999998,39.76309500000001,28.10925,23.14733,26.199615,14.4101,12.62598
24,72,81.096205,47.665234999999996,34.16529,22.831625000000003,12.383115,12.626735,35.04221,24.97698,14.98217,59.408325000000005,35.217245000000005,32.040975,40.04483,26.87323,25.328705,34.42491,22.43981,23.11185,49.52592,40.387145000000004,28.406735,37.05715,28.237944999999996,23.56906,43.481875,29.534125000000003,23.69401,29.618225,14.75908,12.94593
25,75,85.677175,49.47184,34.843805,24.47222,12.326465,12.623384999999999,38.12679,25.846239999999998,15.252514999999999,63.715194999999994,36.09019,33.16524,44.361145,28.088430000000002,25.763840000000002,37.317145000000004,23.268235,24.20512,53.169019999999996,42.38379,29.32342,41.072205,29.481065,24.40717,47.34247499999999,30.797459999999994,24.529474999999998,32.133455,14.88228,13.286165
26,78,90.41532000000001,50.591685,35.18649,26.893094999999995,12.38114,12.719069999999999,41.593585,25.261425,15.83324,68.655885,36.85143,34.654235,48.032435,28.74702,27.111665,41.8206,23.949234999999998,25.140389999999996,56.94278,43.86686,30.57627,45.437695,30.127195,25.116989999999998,51.082705000000004,32.227705,25.368245,36.633855,15.531075,13.687255
27,81,92.807135,51.89953,35.70635,29.769305000000003,12.468145,12.967125,45.52421,25.68536,16.48305,73.72429,38.83891,36.088325,52.087685,29.54675,28.415644999999998,46.695415,25.134775,25.863115,61.718595,44.79872,31.274570000000004,49.967475,32.05704,26.20384,56.196825000000004,33.511135,26.371184999999997,41.02728,15.514005000000001,13.830974999999999
28,84,93.52917,53.180530000000005,36.164665,31.968135,12.639579999999999,13.10425,50.02157,26.451559999999997,16.75335,78.27813,39.27527,37.35563500000001,55.907275,30.4277,28.970445,51.153225,26.28129,26.984835,65.14367,46.423435,32.380520000000004,53.121179999999995,33.26256,27.551280000000002,60.882315000000006,34.706445,26.989785,45.332409999999996,16.26923,14.216460000000001
29,87,92.845995,53.31922,36.694305,35.16489,12.685500000000001,13.188085000000001,54.545855,29.049435000000003,17.56208,80.21103,40.364655,38.386145,60.07536,31.331715,30.720824999999998,54.35797,26.972215000000002,27.689605,67.554365,48.393975,33.841495,56.43045,34.454205,28.01886,64.542835,37.01966,27.936149999999998,48.354665,16.917814999999997,14.18958
30,90,92.884495,54.02623,36.976510000000005,37.728660000000005,13.02935,13.339525,58.610345,30.252855000000004,18.28946,81.98491,42.409634999999994,40.36898,63.940799999999996,32.52162,31.82053,57.97627,27.36825,28.374835,70.75131,49.846180000000004,34.21942,59.12505,35.72043000000001,29.514685,66.08997,37.79989499999999,29.08663,50.69358,17.460345,15.001190000000001
31,93,93.12718999999998,54.856875,37.649860000000004,40.77039500000001,13.21485,13.22354,60.014179999999996,28.395665,18.224145,83.424815,44.05586,42.0242,65.28131499999999,33.395264999999995,33.149815000000004,59.361165,27.77476,30.465870000000002,71.469405,51.900000000000006,36.092675,61.991805,36.38008000000001,30.35297,66.710725,39.684475,29.5208,52.898955,18.432560000000002,15.653369999999999
32,96,93.35119,54.73178,38.0433,41.81728,13.271009999999999,13.258635,61.4733,29.14226,18.499505,84.14134,44.552015,42.667320000000004,66.03543,34.80489,33.328284999999994,61.25551,28.61233,31.293609999999997,71.645375,52.635555,36.749264999999994,63.34349,36.678315,30.493945000000004,66.63401999999999,40.450775,30.7026,54.836445,18.74066,15.681339999999999
33,99,94.32984,55.67063,38.324805,45.796800000000005,13.438075000000001,13.259405000000001,62.892540000000004,30.500330000000005,18.663935000000002,84.78455,45.508095,43.252835000000005,68.52806,35.70137,33.57824,63.834835,29.28434,32.098834999999994,72.001045,54.47466,37.58063,65.01126,37.63554,32.079545,66.75872000000001,41.74598,31.64317,56.80250000000001,19.27992,16.016875
34,102,94.92745,55.67631,39.070005,46.634935,13.55904,13.286394999999999,64.58776,30.60226,19.13013,84.75477000000001,46.79627,44.596320000000006,69.27946,36.711855,34.33960999999999,64.21321499999999,29.531194999999997,32.8906,72.192245,55.12451,37.96996,65.274975,38.67244,33.006395,67.217095,42.70482,32.68744,57.43308,19.7162,16.3914
35,105,96.11474,56.48998,39.975365,48.30891,13.549385000000001,13.47101,66.775505,28.567320000000002,19.849874999999997,86.97167,46.91963,46.132765,69.595425,37.392425,35.258070000000004,64.83792,31.0429,31.8163,72.58553,56.19847,38.652564999999996,66.088065,39.83678999999999,34.322505,67.45101,43.59977000000001,33.231475,57.434675,20.11354,16.78629
36,108,96.811855,57.293915000000005,40.706105,49.750965,13.73931,13.38767,66.66918,30.053865000000002,19.577685000000002,87.93724,47.45981,46.767985,71.01107999999999,38.059445,35.806195,65.071275,32.00117,32.53233,73.29142,56.850295,40.07852,66.672075,40.78048,35.02773,68.495375,44.54459,34.548905000000005,58.048245,20.744864999999997,17.064315
37,111,97.632055,57.903695,41.0668,50.842195000000004,14.071159999999999,13.446240000000001,67.43637,29.079990000000002,20.060285,89.26637500000001,48.901309999999995,47.830015,71.501575,38.64376,36.71117,65.4083,32.12544,33.084685,74.201635,58.775335,40.666,67.298465,40.917500000000004,34.963390000000004,70.08363,45.578365,35.517855,58.653659999999995,21.318565,18.08965
38,114,98.284035,57.914265,41.101795,52.586635,14.079395,13.348405,68.552935,28.052590000000002,20.204465,90.59378,49.632985,49.377125,72.798315,39.291885,37.21069,66.217645,32.08101500000001,33.608325,75.07751999999999,59.671115,40.71244,67.457355,42.230729999999994,34.68438,71.09282,47.042265,35.807655,59.625859999999996,22.093905,18.116025
39,117,98.564685,58.54568999999999,40.871345000000005,54.236619999999995,14.053009999999999,13.24754,69.50263999999999,29.29264,20.562130000000003,91.534385,50.482330000000005,49.66758,73.98111499999999,40.03809,37.643315,67.32767000000001,32.72376,33.659205,76.88378,60.09139499999999,41.358965,68.330005,43.14587,35.717704999999995,71.931865,47.68777,36.70837,60.1659,22.522265,18.311965
40,120,98.88677,58.88779,41.50705,55.024204999999995,13.993760000000002,13.141815,70.89001999999999,29.52339,21.002215,91.81091,51.37691,50.409925,75.01468,39.91376,38.023445,68.343295,32.36794,33.75686999999999,78.4942,60.183355000000006,41.964165,69.403905,42.79361,35.529925000000006,73.51882499999999,48.538045,37.26793,60.966645,22.586489999999998,18.340785000000004
41,123,99.21519,59.385025,42.804199999999994,56.243804999999995,14.263155000000001,13.113990000000001,72.098945,29.875875,21.195835,92.508925,51.41986,50.995475,76.888995,40.68559499999999,38.88868,69.57817,32.633925000000005,33.940245000000004,80.75708499999999,60.838499999999996,42.73986,70.90857,43.63402,36.524609999999996,75.338175,49.25186,37.51577999999999,62.26175,23.38107,18.854779999999998
42,126,99.4348,61.16841000000001,43.612575,56.52641,14.64007,13.38991,74.244175,29.70353,21.491329999999998,93.53609,53.001585,51.94709,79.14646,40.49395,39.633635,71.266075,32.74881,34.241595000000004,82.59937,61.93848,43.77557,72.162465,43.618965,36.830055,78.35648499999999,49.900475,38.774735,63.309395,23.48694,18.936635000000003
43,129,99.41919,60.826674999999994,42.74048,57.67695500000001,14.667394999999999,13.30798,75.02984,29.285110000000003,21.402555,94.102875,52.804425,52.52159,80.16047,42.08833,39.535665,72.91557,33.2882,34.579055000000004,84.601135,60.5599,44.02606,73.65469999999999,43.34998,37.338215000000005,79.655615,50.172245000000004,38.842245,64.162035,23.679175,19.41643
44,132,99.58997500000001,62.46776,42.35768,59.343665,15.171554999999998,13.331975,76.649315,33.35698,21.133915000000002,95.09723,54.042784999999995,53.049544999999995,83.058535,43.97321,40.49911,74.715045,34.45858,35.126935,86.19767,61.87234,44.81282,74.74880999999999,44.770705,38.189640000000004,81.30537999999999,51.52838,38.99561,65.97368499999999,24.250995,19.808414999999997
45,135,99.62678,63.533789999999996,42.68889,60.31627,15.199935,13.278414999999999,78.27957,31.65358,21.134590000000003,95.49691000000001,53.245365,53.180564999999994,83.86892,44.52005,39.949075,75.9632,34.279955,35.397925,87.41708,62.756645000000006,45.464475,75.850645,44.761265,37.94012,82.24423999999999,50.776855,39.43408,67.44985,24.336925,20.17706
46,138,99.761775,68.15954500000001,46.719125,63.789115,17.219974999999998,14.356309999999999,80.24848,32.344785,22.226,96.784385,54.98913,54.72122,86.067095,45.87044,42.49324,80.82799,35.54432,36.40837,89.99397,63.63495499999999,46.63037,77.960695,46.08879,39.83271,86.259005,52.241654999999994,40.700605,71.10589999999999,25.415125000000003,21.005015
47,141,99.79976500000001,69.785505,48.920455000000004,65.0879,18.105735000000003,14.97279,81.505725,32.252210000000005,22.276690000000002,97.23538500000001,55.093379999999996,54.66614,87.565115,46.075385,44.272715,81.91313500000001,35.853804999999994,38.042985,90.65768,64.082375,47.60674,79.529185,45.725725,39.87975,87.79742,52.505245,41.01056,73.253865,25.57483,21.22366
48,144,99.843405,70.605365,50.762055,68.048735,19.35887,16.23225,84.63399,35.853235,22.92434,97.995035,57.125745,56.482654999999994,89.97815,48.323245,44.809385,85.19704999999999,37.018505000000005,38.20449,91.368955,64.350585,47.412755,81.78242,47.20783,40.341705000000005,89.3819,53.581235,41.377919999999996,75.44683500000001,25.400065,21.945684999999997
49,147,99.81918,70.13768,48.82839,68.87871,19.63338,15.21667,84.218835,34.200379999999996,22.45987,97.97342499999999,55.83636,55.34324,90.45257000000001,47.769185,43.88499,85.561,36.07154,37.430045,91.21865,63.591755000000006,46.450874999999996,82.634545,46.704094999999995,39.265100000000004,89.441505,52.98092,40.608365,75.96659500000001,25.56579,21.696525
50,150,99.85227499999999,70.274485,47.95501,70.31131500000001,19.347234999999998,15.350864999999999,85.88990999999999,34.53353,22.558365000000002,98.36538999999999,56.21281,55.626355,91.086905,48.734305,44.33561,86.72054,37.32352,37.164265,92.40758500000001,64.17268,47.07536,83.54273,47.423655,39.910804999999996,90.17856,53.412735,41.314745,77.34158,26.264945,21.649815
51,153,99.83493,70.09650500000001,47.061655,70.78576,18.414340000000003,15.007950000000001,86.01425,34.2671,22.24513,98.70596,55.57698499999999,55.228449999999995,91.29604499999999,48.460679999999996,43.165324999999996,87.05382499999999,37.189665,36.78078,92.770835,63.429125,46.60879,84.188035,47.30199,39.0406,90.94666000000001,52.37003,41.344215,77.66153,25.924635000000002,21.28559
52,156,99.85439500000001,70.221995,48.218935,72.95404500000001,18.460555,15.20707,86.88235,36.326685,22.78601,98.80766499999999,55.993295,56.222355,92.37770499999999,49.45357,44.457195,87.951065,36.773585,37.174695,93.712595,63.79075,47.11212999999999,85.54150999999999,47.915980000000005,39.49033,91.274265,53.696974999999995,41.032985000000004,78.86385,25.749209999999998,21.589669999999998
53,159,99.7958,69.975725,47.811855,73.646155,17.509955,14.710415,86.86533,35.622339999999994,22.51407,98.971065,55.248565,55.415335,92.260155,49.036159999999995,43.404385000000005,87.99931000000001,36.356685,36.82813,94.18998500000001,63.519175000000004,45.993365,85.62601000000001,47.197715,39.088745,91.789015,53.539015000000006,40.791035,78.19556499999999,26.091385000000002,21.619315
