,#Clusters,#Components,GMMweights,mean_test_scores,mean_train_scores
142,8,3,0.1,-3.336877739923848,-0.2815374070541518
117,7,2,0.5,-3.337808231520503,-0.470839949396346
254,11,3,5,-3.3416058350934144,-0.12695522910119852
89,6,2,1,-3.342282481085564,-0.589218874878638
118,7,3,0.5,-3.347753943371974,-0.28090905501247976
165,8,2,20,-3.3517198856462063,-0.2523511271164015
310,13,3,0.5,-3.353914642853704,-0.1479743846569807
38,3,2,20,-3.354768256752344,-0.5799300573053298
266,12,3,0.0,-3.356373461260881,-0.13442290467060933
199,9,4,20,-3.3578901602097404,-0.08937027531603584
36,3,3,10,-3.3619486749687106,-0.5741075665909013
386,15,3,10,-3.3634538764847495,-0.08799582152647038
310,13,3,0.5,-3.3634768105206274,-0.13806377661674565
222,10,3,5,-3.3689122284586843,-0.1476906294466391
289,12,2,10,-3.373526240817816,-0.22959938779381378
253,11,2,5,-3.3769055948248123,-0.208785330014479
374,15,3,0.5,-3.377660551156902,-0.1025791120839837
270,12,3,0.1,-3.3793226095639843,-0.2236649704989534
132,7,1,20,-3.380039008262434,-0.5931019859760039
387,15,4,10,-3.391554270704415,-0.01848801450784858
106,7,3,0.0,-3.399723602095947,-0.36090236123184394
367,15,4,0.1,-3.400585385167552,-0.04049562497530729
59,4,4,1,-3.4022321811954335,-0.7116855816722079
387,15,4,10,-3.404474583720933,-0.01611995533332677
325,13,2,20,-3.406396278160373,-0.17491984546509712
371,15,4,0.25,-3.4131622571068756,-0.029430670459800863
283,12,4,1,-3.413278099503962,-0.051490713727961976
55,4,4,0.5,-3.4137218755510097,-0.6291623531377425
154,8,3,1,-3.4157753057164286,-0.1978644147255243
274,12,3,0.25,-3.416661552775965,-0.1603348249075938
27,3,3,0.5,-3.4185605296913875,-0.9129493489876018
97,6,2,10,-3.4254843229015273,-0.3187432644734309
123,7,4,1,-3.426400965694517,-0.23551966983772976
183,9,4,0.5,-3.4268442677585207,-0.0759365318811214
66,4,3,10,-3.4318766243797425,-0.388706936816696
74,6,3,0.0,-3.435704160644257,-0.4024255301158434
97,6,2,10,-3.4468120201990353,-0.4017397275152777
138,8,3,0.0,-3.4485382975880756,-0.2585876407424114
381,15,2,5,-3.448707581115007,-0.2541845038173047
317,13,2,5,-3.452923003952863,-0.23280712997943898
351,14,4,5,-3.4599843104377914,-0.05587574659786495
261,11,2,20,-3.465381102697216,-0.2755599993150281
90,6,3,1,-3.4710914449373362,-0.6056668102003759
339,14,4,0.25,-3.4717360337250938,-0.03047361759463017
90,6,3,1,-3.473257027482593,-0.4131543737637673
36,3,3,10,-3.4760168163325234,-0.5596717518205443
198,9,3,20,-3.478491247059577,-0.2033610859967928
246,11,3,0.5,-3.4843272290336507,-0.16866131792636854
118,7,3,0.5,-3.490028017517239,-0.31704689758306576
255,11,4,5,-3.4958933031705746,-0.03261270875932221
206,10,3,0.1,-3.4975849853297376,-0.15709218821698182
255,11,4,5,-3.5019288074793016,-0.050664147512330206
317,13,2,5,-3.509996207426892,-0.2812042170959628
334,14,3,0.1,-3.5114315837942502,-0.20817891869981756
62,4,3,5,-3.51264441982677,-0.4946528424136024
179,9,4,0.25,-3.513439507087266,-0.17824733735458084
207,10,4,0.1,-3.5202074858924504,-0.17046892973093294
63,4,4,5,-3.524571738033666,-0.4885893154275569
295,12,4,20,-3.530285110401638,-0.02565134380330796
378,15,3,1,-3.5327272696927663,-0.08450613818778828
70,4,3,20,-3.5338428873329106,-0.5386159024227697
202,10,3,0.0,-3.5346238684180844,-0.16374527914789366
151,8,4,0.5,-3.5394906341708725,-0.13602085683799084
51,4,4,0.25,-3.5449933349506164,-0.5587652300831683
363,15,4,0.0,-3.546274548033375,-0.017487702358908005
275,12,4,0.25,-3.553760285747014,-0.04321237506839337
222,10,3,5,-3.5597805853688502,-0.1377791855874397
229,10,2,20,-3.5658865211707984,-0.3151896967522615
20,3,2,0.1,-3.569535001339586,-0.6660031624261881
117,7,2,0.5,-3.5705803495412463,-0.5503438421508888
219,10,4,1,-3.5721753327507253,-0.0688067138173548
229,10,2,20,-3.5741468320210066,-0.3084106042496117
286,12,3,5,-3.5750132238998242,-0.10520718871611015
321,13,2,10,-3.5820779740789987,-0.1651674008867693
78,6,3,0.1,-3.5825109583552637,-0.36575197052478187
379,15,4,1,-3.5829582668077697,-0.018953947513153064
17,3,2,0.0,-3.5948596155577874,-0.768159923015344
54,4,3,0.5,-3.595946337375552,-0.7309690372801438
327,13,4,20,-3.5976675528414575,-0.008449117486126994
278,12,3,0.5,-3.6015195701573726,-0.12827601593984672
373,15,2,0.5,-3.6082451810567258,-0.31838868192421255
318,13,3,5,-3.6099689870279823,-0.10733542670445437
62,4,3,5,-3.61373089263725,-0.38992335846007686
383,15,4,5,-3.6189065682053023,-0.033112577445552356
365,15,2,0.1,-3.6190407513154863,-0.3503603907071518
330,14,3,0.0,-3.6203886166984782,-0.1337013271537132
318,13,3,5,-3.624734277281615,-0.08422981179960745
375,15,4,0.5,-3.6251865212359493,-0.03165357243856241
255,11,4,5,-3.628375371787725,-0.029732313174368627
309,13,2,0.5,-3.6320730364596177,-0.39300507455758055
286,12,3,5,-3.633321338902642,-0.08716317415250713
338,14,3,0.25,-3.6369110068231265,-0.17008027892995495
62,4,3,5,-3.6384685531256125,-0.3572359934846274
239,11,4,0.1,-3.639831926410464,-0.11985302829337062
131,7,4,10,-3.661927406327355,-0.12298082216812646
251,11,4,1,-3.663419740233666,-0.048188400642855185
21,3,3,0.1,-3.6649962639938716,-0.712386234259256
63,4,4,5,-3.6694736335940723,-0.3974508199599188
33,3,3,5,-3.672329134151978,-0.5563028634280358
71,4,4,20,-3.6762738728575792,-0.4926938823413318
115,7,4,0.25,-3.6863094721618372,-0.20725280807156554
217,10,2,1,-3.6897867671271363,-0.3616717440070946
138,8,3,0.0,-3.70267395077374,-0.2409841043048966
199,9,4,20,-3.704748439298894,-0.0631534004779481
43,4,4,0.0,-3.7062017935836216,-0.6027670713226969
18,3,3,0.0,-3.7082353019080054,-0.7808712372655963
35,3,2,10,-3.708432311460129,-0.6099484269387391
193,9,2,10,-3.7111662618363317,-0.29804583820015323
43,4,4,0.0,-3.7152055871521674,-0.5698977687670385
266,12,3,0.0,-3.7171075113372476,-0.20472546230773078
246,11,3,0.5,-3.7183609450961157,-0.19331746638415254
311,13,4,0.5,-3.71945931451169,-0.030716487120490094
167,8,4,20,-3.722469649128791,-0.09166288207454792
261,11,2,20,-3.726302017174733,-0.18687371534088656
54,4,3,0.5,-3.733424533145398,-0.6684024186651623
367,15,4,0.1,-3.744413462392634,-0.02522403088361279
163,8,4,10,-3.7445018052705956,-0.0840818625371428
32,3,2,5,-3.7520897185318156,-0.6635180631935778
186,9,3,1,-3.759105446024032,-0.25566125346852314
122,7,3,1,-3.763086584738147,-0.32844269714863206
103,6,4,20,-3.7649764729487862,-0.12457265093384574
274,12,3,0.25,-3.7688997027255606,-0.18304654989359864
190,9,3,5,-3.780031883254933,-0.12407349037350676
370,15,3,0.25,-3.780946494523045,-0.10481312581025434
303,13,4,0.1,-3.7815136531288522,-0.04824442891881072
335,14,4,0.1,-3.786206428033641,-0.051787866538091656
287,12,4,5,-3.804689835117969,-0.04685479514575922
243,11,4,0.25,-3.8047504560585867,-0.05567958870465353
334,14,3,0.1,-3.806979110750712,-0.11289066741105039
95,6,4,5,-3.808225522454062,-0.2377925480724309
227,10,4,10,-3.8094415497991942,-0.048920960413244535
299,13,4,0.0,-3.8137138468093963,-0.03806733120176455
20,3,2,0.1,-3.818863277893721,-0.7150073750005078
230,10,3,20,-3.82242945113296,-0.10277551049510894
182,9,3,0.5,-3.82742432343656,-0.26110758850765015
307,13,4,0.25,-3.8391309355489676,-0.06147339229004835
154,8,3,1,-3.841220386800927,-0.33514836789460006
190,9,3,5,-3.8446251549520047,-0.14182068150917246
146,8,3,0.25,-3.84846019490949,-0.3489085061793986
306,13,3,0.25,-3.8484744570193166,-0.12721713793911443
247,11,4,0.5,-3.8523037550486308,-0.055053580463831735
227,10,4,10,-3.8595015222830233,-0.0459105241231901
291,12,4,10,-3.8647949019725507,-0.02739531858914983
287,12,4,5,-3.8691706458918116,-0.025385820430862942
382,15,3,5,-3.878420823683755,-0.09754841890996628
66,4,3,10,-3.882173690192207,-0.45068295049499024
65,4,2,10,-3.8901223524487514,-0.48728457122436075
214,10,3,0.5,-3.8908765923007373,-0.2186655359056361
251,11,4,1,-3.895937908076375,-0.05557407016833463
342,14,3,0.5,-3.8981740427930323,-0.13035248851039402
175,9,4,0.1,-3.909438741597902,-0.14298417878419845
223,10,4,5,-3.912671732587584,-0.06392945805009823
211,10,4,0.25,-3.91274608113568,-0.07799131916946993
107,7,4,0.0,-3.9133621128523735,-0.26070160540215664
275,12,4,0.25,-3.915241755093062,-0.06871003705949916
46,4,3,0.1,-3.9181124289715195,-0.6265798155716059
91,6,4,1,-3.919434770691358,-0.3007644199662949
78,6,3,0.1,-3.9277858911481616,-0.35028277026095744
199,9,4,20,-3.928653167855316,-0.06215209623686852
279,12,4,0.5,-3.9300690540591594,-0.0730878908524327
227,10,4,10,-3.9324562948443593,-0.027320225761138624
390,15,3,20,-3.9416968698500066,-0.04031149521424864
299,13,4,0.0,-3.9464844714919534,-0.06440449940675655
151,8,4,0.5,-3.9468807538288084,-0.14015679000935632
238,11,3,0.1,-3.9480071034319133,-0.15064231452229107
325,13,2,20,-3.9492730263249274,-0.14512548326633268
147,8,4,0.25,-3.9550068018149056,-0.16274160078781122
263,11,4,20,-3.9660686356970447,-0.030171565004519143
382,15,3,5,-3.974204345891463,-0.07377091093175518
146,8,3,0.25,-3.9758952577248143,-0.1829167556837431
334,14,3,0.1,-3.9813008406885353,-0.11922385427545043
135,7,4,20,-3.987595939969397,-0.15456558539162465
187,9,4,1,-3.9899996768016006,-0.08513137908428497
194,9,3,10,-4.00083099314498,-0.11401788951109643
306,13,3,0.25,-4.0023092956690975,-0.11274186523487205
242,11,3,0.25,-4.003043089945902,-0.10348243002479357
90,6,3,1,-4.0042535006469855,-0.3970074518582435
102,6,3,20,-4.010979980381684,-0.26298814922767283
205,10,2,0.1,-4.011221849297126,-0.44146510368042896
79,6,4,0.1,-4.017763147262535,-0.3815743599695727
389,15,2,20,-4.017852453367856,-0.15682783791128177
151,8,4,0.5,-4.0210004959678205,-0.12745270240469528
187,9,4,1,-4.021837202919657,-0.08005769538024404
151,8,4,0.5,-4.0246287255764015,-0.09844093704742624
75,6,4,0.0,-4.03594359795337,-0.2950245013953572
21,3,3,0.1,-4.039489684793424,-0.643776184886649
27,3,3,0.5,-4.047181831479492,-0.8429020937156284
307,13,4,0.25,-4.048103065138729,-0.03644457238478921
251,11,4,1,-4.055055886495939,-0.07486453493100725
311,13,4,0.5,-4.063541650996057,-0.02643107265887339
186,9,3,1,-4.0643314860540505,-0.21992522086128663
291,12,4,10,-4.064877385658487,-0.020458306128443057
234,11,3,0.0,-4.071915029910154,-0.14936822880673709
389,15,2,20,-4.072187388524137,-0.1343293258632051
331,14,4,0.0,-4.089572497783015,-0.02539622537671579
150,8,3,0.5,-4.089760032508314,-0.2062217686464352
17,3,2,0.0,-4.094422814146961,-0.6513245292320202
154,8,3,1,-4.095032969586554,-0.33134528412333647
338,14,3,0.25,-4.097965245011686,-0.14938963665552552
102,6,3,20,-4.098532558883518,-0.2535804672656548
18,3,3,0.0,-4.101437685284477,-0.7743410761082068
247,11,4,0.5,-4.106875580278409,-0.13306128332499273
143,8,4,0.1,-4.109280460369088,-0.1342449376728388
365,15,2,0.1,-4.109878126451848,-0.28106875129365577
350,14,3,5,-4.1106831106917605,-0.08552319134939841
206,10,3,0.1,-4.112991141983266,-0.11931677093248101
258,11,3,10,-4.113226991303899,-0.08919782311995134
219,10,4,1,-4.116582459524728,-0.10210528011045529
178,9,3,0.25,-4.120042514397129,-0.18445844770184372
179,9,4,0.25,-4.121538495928897,-0.1779635151817563
165,8,2,20,-4.12326744475604,-0.29990596386883533
266,12,3,0.0,-4.134522844949875,-0.18881126358057715
87,6,4,0.5,-4.134767883392957,-0.22990830551964572
385,15,2,10,-4.135142050561946,-0.15480827848564338
222,10,3,5,-4.142597612821182,-0.156859347577565
211,10,4,0.25,-4.142905807244226,-0.12584040217716808
50,4,3,0.25,-4.151141984035461,-0.6383125577910768
43,4,4,0.0,-4.152265308185882,-0.5303124892818083
323,13,4,10,-4.157015490386272,-0.01789822277433902
294,12,3,20,-4.158451572310088,-0.0787451314782316
282,12,3,1,-4.164396939252551,-0.13920775074298636
155,8,4,1,-4.166610191231651,-0.17324702387769117
219,10,4,1,-4.169860284496339,-0.060732925920505464
361,15,2,0.0,-4.173409948782821,-0.37165959006554306
110,7,3,0.1,-4.178765360971038,-0.38970002478379995
185,9,2,1,-4.18477748553801,-0.36928110383106705
150,8,3,0.5,-4.194391686190901,-0.2683233425178926
134,7,3,20,-4.194624545567327,-0.19855472208765826
78,6,3,0.1,-4.199682463380686,-0.4527698525757971
370,15,3,0.25,-4.209231908977214,-0.11315323759553413
234,11,3,0.0,-4.212078298081046,-0.15808967133887844
338,14,3,0.25,-4.21454836597875,-0.09306369249956786
175,9,4,0.1,-4.214615078741441,-0.08014888705858488
387,15,4,10,-4.215879424552529,-0.016610137990886054
195,9,4,10,-4.220168521611858,-0.05853571575139132
67,4,4,10,-4.225586054093103,-0.4377200128015095
223,10,4,5,-4.228920654435544,-0.05221867028533709
54,4,3,0.5,-4.240266683076502,-0.6229881743367661
79,6,4,0.1,-4.248566627350073,-0.21084586320891796
33,3,3,5,-4.25578421057541,-0.5441948774758334
171,9,4,0.0,-4.264782552953534,-0.16115490540813537
243,11,4,0.25,-4.277113510295569,-0.09058334411518107
110,7,3,0.1,-4.30156308094072,-0.44497801316786895
189,9,2,5,-4.304027768380333,-0.256588206787239
330,14,3,0.0,-4.307512511219879,-0.15986913903970315
63,4,4,5,-4.311670477861334,-0.34932459111395653
129,7,2,10,-4.319963872508225,-0.35079878016616894
143,8,4,0.1,-4.321431529237661,-0.17079174809936978
390,15,3,20,-4.324367432724542,-0.06129035123990329
271,12,4,0.1,-4.325831000176336,-0.05341191080082016
231,10,4,20,-4.328033647803455,-0.03874607128525795
147,8,4,0.25,-4.338802155830775,-0.1443490683474081
214,10,3,0.5,-4.3396034722396,-0.13324060071851335
98,6,3,10,-4.340573249044951,-0.23947764203035943
383,15,4,5,-4.34853387272763,-0.022297163615191982
115,7,4,0.25,-4.360744255996259,-0.22443853689066845
383,15,4,5,-4.366141226377691,-0.012843737552114407
271,12,4,0.1,-4.368949249417506,-0.048190694440792145
138,8,3,0.0,-4.371118847339551,-0.34325991873286704
155,8,4,1,-4.3724520195456344,-0.15623084056451933
290,12,3,10,-4.380316441814706,-0.09928152899051117
211,10,4,0.25,-4.383669932593056,-0.0906178599405421
250,11,3,1,-4.3899350577503835,-0.11157285878103128
235,11,4,0.0,-4.393240628383538,-0.048580297263643976
223,10,4,5,-4.395492556526627,-0.03526502756595592
71,4,4,20,-4.400621577729031,-0.5490083473931331
32,3,2,5,-4.405014327338055,-0.5382450552287924
383,15,4,5,-4.411413263080553,-0.016386072208908073
174,9,3,0.1,-4.412019769025283,-0.27755282460013697
118,7,3,0.5,-4.432968355740584,-0.36851268514457347
299,13,4,0.0,-4.4360758570233445,-0.036400330905645234
135,7,4,20,-4.440351529226081,-0.17270635519818056
257,11,2,10,-4.445366068426792,-0.24519759899512256
62,4,3,5,-4.44740719432713,-0.4475045159884752
254,11,3,5,-4.454927812696269,-0.08962689710664211
291,12,4,10,-4.45581250721293,-0.02108967104982685
385,15,2,10,-4.457211108171425,-0.20918826437896632
381,15,2,5,-4.457460986464927,-0.21235442256559608
82,6,3,0.25,-4.476283463752014,-0.42658933638446866
87,6,4,0.5,-4.479612709529201,-0.31660780893386886
202,10,3,0.0,-4.481611429603587,-0.1608736443582516
343,14,4,0.5,-4.493253069338019,-0.06761517538301487
217,10,2,1,-4.496624854289699,-0.34417549560539734
142,8,3,0.1,-4.51532532731985,-0.26244057473296944
174,9,3,0.1,-4.518470124770524,-0.2579342641246853
170,9,3,0.0,-4.519997598734386,-0.17726708013639356
323,13,4,10,-4.520666338568741,-0.014101634483955343
122,7,3,1,-4.52317993881758,-0.3864608467698094
86,6,3,0.5,-4.531754382672208,-0.5012145897235262
78,6,3,0.1,-4.539307072648562,-0.4337018575467333
215,10,4,0.5,-4.547354876059044,-0.10565403025916353
370,15,3,0.25,-4.553374553433301,-0.12249565760765517
262,11,3,20,-4.578753981126292,-0.09833336791190406
47,4,4,0.1,-4.586368593312616,-0.5750485932531952
171,9,4,0.0,-4.594088326895939,-0.11464468417022587
32,3,2,5,-4.6009736030664135,-0.565545484952275
371,15,4,0.25,-4.603527140889959,-0.043088757961114166
314,13,3,1,-4.605160710090922,-0.19339155270751762
383,15,4,5,-4.613352377805065,-0.02569114117996625
267,12,4,0.0,-4.622880374095615,-0.09206196869762505
214,10,3,0.5,-4.627282715051025,-0.1577694054682247
275,12,4,0.25,-4.628220542317198,-0.04434148411328311
249,11,2,1,-4.633874403653758,-0.28035153556258025
131,7,4,10,-4.634556174201915,-0.1064541842541564
210,10,3,0.25,-4.636824890588468,-0.1653374785079946
270,12,3,0.1,-4.648964001804257,-0.1133313399495712
362,15,3,0.0,-4.654550019026722,-0.14163340582880163
319,13,4,5,-4.655048144233771,-0.020511376843977042
267,12,4,0.0,-4.6577024018278195,-0.049599135961318486
103,6,4,20,-4.666838733961277,-0.17553343214054792
374,15,3,0.5,-4.678524047955644,-0.08316161572641863
206,10,3,0.1,-4.689991083418799,-0.3263150454978319
307,13,4,0.25,-4.691580807979483,-0.056958764365290904
346,14,3,1,-4.71822200278201,-0.11578423279126716
319,13,4,5,-4.721613612451726,-0.03670119736456507
174,9,3,0.1,-4.724568897268065,-0.2184234898496728
298,13,3,0.0,-4.7255901425965,-0.10725928952614666
150,8,3,0.5,-4.728669258262103,-0.22270923570978804
351,14,4,5,-4.7287199463293215,-0.015768764260244473
214,10,3,0.5,-4.7323423394769755,-0.12184992525068382
283,12,4,1,-4.735649666064186,-0.051923375594026495
119,7,4,0.5,-4.737754855636168,-0.1650594516069148
306,13,3,0.25,-4.750385572020194,-0.16918524160014717
382,15,3,5,-4.776530232139577,-0.052495493289133575
79,6,4,0.1,-4.798577164485607,-0.2551698341610869
286,12,3,5,-4.812962334164009,-0.10008583850347513
87,6,4,0.5,-4.817118246278423,-0.42605363719031186
331,14,4,0.0,-4.83378698160994,-0.05684678339888713
106,7,3,0.0,-4.835254076585403,-0.42155267923718526
339,14,4,0.25,-4.838523401486983,-0.06343406689216978
95,6,4,5,-4.839682304364232,-0.14972327256068774
178,9,3,0.25,-4.8442257867120055,-0.1956622582444761
75,6,4,0.0,-4.854238444896299,-0.3969202061744987
299,13,4,0.0,-4.856121888280646,-0.04634841512002272
235,11,4,0.0,-4.867950231070726,-0.054065562139770124
103,6,4,20,-4.884924081375089,-0.1696554090470322
287,12,4,5,-4.905570423784456,-0.04137435113301595
139,8,4,0.0,-4.918061927898051,-0.16522652132000162
83,6,4,0.25,-4.929813033053899,-0.257257292631377
239,11,4,0.1,-4.932806643854353,-0.05614108325057584
147,8,4,0.25,-4.935772118939072,-0.20568217510977332
115,7,4,0.25,-4.93740323492569,-0.2229585324143281
363,15,4,0.0,-4.960376349312914,-0.017608435365615075
183,9,4,0.5,-4.965285493846053,-0.08019545773494544
282,12,3,1,-4.970750007817584,-0.19545834190583364
366,15,3,0.1,-4.972683183728192,-0.08990337033574693
267,12,4,0.0,-4.981615283307134,-0.06669824922608832
330,14,3,0.0,-5.000563408621026,-0.1525315937797281
246,11,3,0.5,-5.007422843338904,-0.15966048244365239
139,8,4,0.0,-5.039910005917193,-0.19043982498862297
83,6,4,0.25,-5.0693812776550935,-0.30818934801362435
202,10,3,0.0,-5.0699072663980385,-0.2133043227646846
229,10,2,20,-5.073078301853657,-0.17160289447391755
294,12,3,20,-5.075478935866631,-0.07874006824264221
42,4,3,0.0,-5.077672511596593,-0.5405984679051152
114,7,3,0.25,-5.095939019846357,-0.2707624481406249
370,15,3,0.25,-5.099992064388861,-0.11721676029102321
342,14,3,0.5,-5.103200364566245,-0.10918060498484031
283,12,4,1,-5.108021408553622,-0.049002057711693775
166,8,3,20,-5.134062433931923,-0.14736068928512702
343,14,4,0.5,-5.136388164148188,-0.037739291135649174
251,11,4,1,-5.137935222545358,-0.04637375714196273
186,9,3,1,-5.149601953413988,-0.26660623157980035
151,8,4,0.5,-5.161043003446557,-0.16895229310319798
163,8,4,10,-5.163109392938527,-0.08480499488453005
347,14,4,1,-5.164886778014255,-0.04413833259017387
199,9,4,20,-5.174196185676746,-0.07695165677487222
174,9,3,0.1,-5.1837104904022375,-0.16837172110894297
187,9,4,1,-5.190557476487913,-0.17950888809299614
155,8,4,1,-5.199670308402617,-0.26572991804141843
123,7,4,1,-5.205383101873207,-0.24555082016311827
111,7,4,0.1,-5.2298360669480735,-0.2183460179526532
33,3,3,5,-5.230563420211022,-0.5383654373657032
55,4,4,0.5,-5.237745814744042,-0.6482548801199455
374,15,3,0.5,-5.263903820396424,-0.08645784066770205
186,9,3,1,-5.2770303104602005,-0.17648779161872707
59,4,4,1,-5.290685695971921,-0.4639551976339667
47,4,4,0.1,-5.297818061814434,-0.5188054668162392
101,6,2,20,-5.326419755100214,-0.35066594174091575
83,6,4,0.25,-5.328967100033677,-0.3533283963172672
58,4,3,1,-5.337481362052831,-0.40934924080965335
75,6,4,0.0,-5.337535795143357,-0.3630533297038909
298,13,3,0.0,-5.34018178877093,-0.08836192473651211
59,4,4,1,-5.3908296302431005,-0.5474760818714289
150,8,3,0.5,-5.406659042682767,-0.25768520571421916
195,9,4,10,-5.414972832810502,-0.09493597102345085
250,11,3,1,-5.417972773691965,-0.18962331634431093
246,11,3,0.5,-5.4267805825271695,-0.19297243853959672
331,14,4,0.0,-5.4371461130445145,-0.05214871139645423
207,10,4,0.1,-5.437348858351857,-0.13188928506373387
350,14,3,5,-5.4468237440777125,-0.10186306823785013
119,7,4,0.5,-5.448806283550262,-0.197334327408995
115,7,4,0.25,-5.45595201999679,-0.27230284282448375
330,14,3,0.0,-5.464520523165344,-0.11092449242304224
47,4,4,0.1,-5.468786078888817,-0.6371208266701247
314,13,3,1,-5.474930678467738,-0.09013353055401473
119,7,4,0.5,-5.486671828352449,-0.1778671751086267
239,11,4,0.1,-5.504790811203134,-0.07763670628089447
351,14,4,5,-5.505683166821545,-0.028151673879627175
235,11,4,0.0,-5.513297528533545,-0.08661774391936082
259,11,4,10,-5.517955722323504,-0.019283103462932997
203,10,4,0.0,-5.518080790898761,-0.031063327975233337
183,9,4,0.5,-5.527816264897971,-0.0677363394425413
346,14,3,1,-5.528785847502399,-0.13826259221792558
74,6,3,0.0,-5.535328059715365,-0.3591304367799426
215,10,4,0.5,-5.551086070104753,-0.10792340783982876
247,11,4,0.5,-5.576265140781473,-0.07796025257970716
359,14,4,20,-5.592981531314784,-0.011347046554551165
311,13,4,0.5,-5.62014204498821,-0.056930984388277296
91,6,4,1,-5.6229408510062475,-0.3608974454197262
135,7,4,20,-5.623054143291451,-0.15538222823197023
210,10,3,0.25,-5.625795054166222,-0.1831034351277421
159,8,4,5,-5.633985408838499,-0.07754439497260877
138,8,3,0.0,-5.653931799413499,-0.3538022053177862
143,8,4,0.1,-5.675108135018706,-0.1997305297287691
171,9,4,0.0,-5.702976719323378,-0.14530088894520793
234,11,3,0.0,-5.703069054624513,-0.14053398181667964
79,6,4,0.1,-5.711873046635917,-0.38502701940069134
142,8,3,0.1,-5.741437092213848,-0.21310819091990796
107,7,4,0.0,-5.785349327349228,-0.28960785922549925
42,4,3,0.0,-5.802704141943546,-0.6070297980510722
105,7,2,0.0,-5.812150377949479,-0.4320560324010543
203,10,4,0.0,-5.830732585408976,-0.04013865107192941
315,13,4,1,-5.833038899075949,-0.04742144143845816
267,12,4,0.0,-5.842627538386389,-0.06153828746774596
350,14,3,5,-5.850933220859691,-0.09057014241522705
131,7,4,10,-5.856356165070871,-0.163499077247447
139,8,4,0.0,-5.858402884921916,-0.11245375647440792
115,7,4,0.25,-5.8680744441310875,-0.16592859880894487
111,7,4,0.1,-5.8818327032169195,-0.22798039788564348
55,4,4,0.5,-5.893971981155595,-0.5873063287821204
74,6,3,0.0,-5.915169279795261,-0.3129078453982687
319,13,4,5,-5.928471403232285,-0.02527130610872134
110,7,3,0.1,-5.957263147098519,-0.27964381933462185
90,6,3,1,-5.965002942608724,-0.5460085896951559
231,10,4,20,-5.992809923810885,-0.029314971431713584
111,7,4,0.1,-6.007233643256295,-0.19852656059557872
111,7,4,0.1,-6.030840975339459,-0.18416587648564692
263,11,4,20,-6.043189046006529,-0.023837591951739286
319,13,4,5,-6.082806709276657,-0.028737042776940898
371,15,4,0.25,-6.115834110846219,-0.006576422704765782
83,6,4,0.25,-6.284817753279961,-0.35357820769438697
179,9,4,0.25,-6.299180418085958,-0.08318580081924326
175,9,4,0.1,-6.300257518905376,-0.20997753194946128
223,10,4,5,-6.341215706399937,-0.04642180986545768
102,6,3,20,-6.419147194470775,-0.25096798822106353
123,7,4,1,-6.460521293353185,-0.1364921534611484
307,13,4,0.25,-6.465129210438608,-0.03798280512255791
207,10,4,0.1,-6.531361434168438,-0.16634581717536548
59,4,4,1,-6.553907098870347,-0.625616623256635
74,6,3,0.0,-6.640956122437506,-0.2794011170402748
235,11,4,0.0,-6.723390250385092,-0.06015111106302936
150,8,3,0.5,-6.82473465293135,-0.30125229048765156
239,11,4,0.1,-6.8354127562352165,-0.09074150104262642
334,14,3,0.1,-6.861043984857543,-0.10511385176411754
179,9,4,0.25,-6.893730013881484,-0.1436710679056594
107,7,4,0.0,-6.907143480107931,-0.2131491639811048
183,9,4,0.5,-6.916342231112727,-0.13197431626922837
83,6,4,0.25,-6.929772431494547,-0.3030187840759415
107,7,4,0.0,-6.985859570054675,-0.2705705540114437
155,8,4,1,-6.997552164453006,-0.16187450512292662
170,9,3,0.0,-7.005890837608806,-0.2804205962616176
167,8,4,20,-7.084341647478713,-0.14046998894701396
303,13,4,0.1,-7.1078485754338105,-0.09769748088275196
107,7,4,0.0,-7.108835834967938,-0.25325664011390914
374,15,3,0.5,-7.151025027849057,-0.11095381160236827
87,6,4,0.5,-7.291751229675468,-0.28651033468011744
267,12,4,0.0,-7.353890606752611,-0.06512975806458936
247,11,4,0.5,-7.371076892452805,-0.08016582600625931
343,14,4,0.5,-7.432163862275337,-0.025985389059109642
331,14,4,0.0,-7.435319754571503,-0.06282945194083221
382,15,3,5,-7.632937280884223,-0.11303356883294773
203,10,4,0.0,-7.767554092927388,-0.15700199315581878
139,8,4,0.0,-7.785573188342214,-0.24113519080278042
198,9,3,20,-7.787884301931538,-0.15331936634914328
183,9,4,0.5,-7.807077617892059,-0.11306526041349557
143,8,4,0.1,-7.964292427343302,-0.15119747529700542
171,9,4,0.0,-7.966184754054622,-0.21961238160568866
111,7,4,0.1,-8.015299631401152,-0.20581868270245446
187,9,4,1,-8.113015563594116,-0.07586854668769698
87,6,4,0.5,-8.15478181065471,-0.37753397794403387
166,8,3,20,-8.259153034647188,-0.21884290909727655
210,10,3,0.25,-8.337068149387244,-0.158702428242236
287,12,4,5,-8.459819060210496,-0.025031497577625655
215,10,4,0.5,-8.742959345296814,-0.08713929854134447
167,8,4,20,-9.119548251296509,-0.037228328503683114
143,8,4,0.1,-9.157168059239702,-0.17133790585845565
55,4,4,0.5,-9.349572984552754,-0.526336877257942
271,12,4,0.1,-9.415022985466566,-0.07408456591390745
159,8,4,5,-9.955618661454443,-0.10672877346706229
119,7,4,0.5,-10.077209012110517,-0.22418445476903454
215,10,4,0.5,-10.7399427540268,-0.1151241213070297
