Module,KDeE,KDeEA,KDeUT,KIE,KIEA,KIUT,KOE,KOUT,M10E,M10EA,M10UT,M11E,M11EA,M11UT,M15E,M15EA,M15UT,M4E,M4EA,M4UT,M5E,M5EA,M5UT,M7E,M7EA,M7UT,WTE,WTEA,WTUT
P12_I3_M3,-0.060746448,-0.115844006,0.177206381,-0.100078482,-0.07328196,0.114297093,-0.097092763,0.125016133,-0.064651543,-0.071599567,0.536003358,-0.06721652,-0.078679054,0.037565829,-0.143423455,-0.040800177,0.018979099,-0.085714647,-0.134843903,0.057199872,-0.116604015,-0.126024075,-0.021516257,-0.119093752,-0.103260146,0.685270291,-0.085490644,-0.073432055,0.027855412
P2_I7_M2,-0.101021601,-0.148098681,0.347530193,-0.065113063,-0.085061681,0.129228643,-0.102335309,0.27581012,-0.078851976,-0.039757574,0.247419986,-0.110713176,-0.133088386,0.316200487,-0.113040342,-0.191109541,0.28288831,-0.102694628,-0.121934409,0.300056886,-0.146811958,-0.189541428,0.240350886,-0.104932015,-0.045745129,0.231806263,-0.248388153,-0.208998522,-0.0340542
P4_I7_M8,0.095602825,0.105251914,-0.102552664,0.03592029,0.120367839,-0.048862768,0.098112283,-0.103017007,0.124668524,0.072240353,-0.05114674,0.12139378,0.179279521,-0.092772425,0.145791205,0.143277209,-0.090017712,0.134455718,0.179142634,-0.096647601,0.122858031,0.113328183,-0.058025202,0.187822401,0.100489749,-0.040900059,-0.482364443,-0.540970546,-0.372725291
P13_I4_M1,0.157911319,0.279896653,-0.220961521,0.139262162,0.201725477,-0.183893961,0.354394182,-0.144166845,0.13138459,0.074053887,-0.265332452,0.074503538,0.027987683,-0.222367153,0.165423394,0.092857906,-0.251487365,0.133617528,0.083114818,-0.242144489,0.22712202,0.178180209,-0.224211285,0.057717019,-0.003198524,-0.25267988,0.002392856,-0.128977572,-0.242124194
P8_I4_M4,-0.059201979,0.01050494,-0.311617103,0.027670916,0.391093986,0.144222512,-0.040512598,-0.178415247,-0.064783175,-0.103223185,-0.161200415,0.039240846,0.124951711,-0.225080424,-0.022471403,0.362361386,-0.199533559,-0.093852773,0.142289015,-0.320887582,0.291819621,0.381440164,-0.113521999,0.05043743,0.027237228,-0.063696207,-0.005526842,0.102661042,-0.132406304
P8_I4_M1,-0.17778522,-0.178294681,0.213208234,-0.123106889,-0.084206033,0.197944458,-0.09524323,0.58456318,-0.155737596,-0.130328031,0.184207623,-0.151123797,-0.20585623,0.1520486,-0.176954352,-0.167120655,0.150697699,-0.06381478,-0.046484553,0.140152749,-0.111561244,-0.062101312,0.319492975,-0.131925755,-0.118206561,0.157787638,-0.088038508,0.009330584,0.158455687
P2_I7_M13,-0.004466489,-0.021856536,-0.028204417,-0.03076329,-0.015450143,-0.041061382,-0.034295898,-0.045055318,-0.049490392,-0.031318571,-0.038435168,-0.041369765,-0.061172076,-0.023899195,-0.017592026,-0.022831787,-0.032605777,-0.039915416,-0.050203138,-0.030338673,-0.065229568,-0.051063693,-0.070355003,0.978372913,-0.053755018,-0.041933299,0.008809058,-0.018576262,-0.025943672
P7_I5_M3,0.097617126,0.25583306,-0.288650118,0.092266749,0.068497563,-0.165138956,0.096689217,-0.213712631,0.0738888,0.004830726,-0.266901478,0.111717433,0.216705184,-0.280167848,0.13764661,0.28760446,-0.244002481,0.072646811,0.099565507,-0.281657442,0.130633589,0.30705048,-0.2219046,0.081606579,-0.007069296,-0.175612351,0.137042636,0.09592698,-0.222952306
P2_I7_M1,0.106986449,0.127853479,-0.265449775,0.118764401,0.109452184,-0.194152506,0.148207733,-0.228242977,0.076920664,0.040513265,-0.254301151,0.068874891,0.075051831,-0.27813964,0.105020731,0.082440782,-0.261945799,0.083246786,0.081488081,-0.24518292,0.094035914,0.095349643,-0.240197844,0.091559932,0.039573169,-0.241546765,0.413054184,0.34655323,-0.095787972
P1_I25_M2,0.183048223,0.179829925,-0.272214628,0.134315524,0.134347377,-0.225849337,0.197894245,-0.25001247,0.142538411,0.114301419,-0.261595231,0.148938162,0.140718848,-0.262651996,0.182370816,0.10940444,-0.267401614,0.152018581,0.133493801,-0.245161636,0.137241039,0.102822694,-0.246753927,0.155290998,0.096529009,-0.250149807,0.0689298,-0.009552835,-0.222689832
P1_I25_M1,-0.169117304,-0.173154853,0.286926822,-0.116837589,-0.101871229,0.255530531,-0.158973017,0.280381224,-0.143042941,-0.117563597,0.267215357,-0.149813568,-0.133994846,0.273023482,-0.171383238,-0.114389403,0.272425412,-0.149337651,-0.121882634,0.230956961,-0.144119072,-0.110406811,0.246920056,-0.145420051,-0.10215022,0.269083576,-0.135253874,-0.059249688,0.135498164
P4_I7_M13,0.079863615,-0.03572424,0.289057184,0.030322849,-0.009562637,-0.100720342,0.055092069,0.19797137,0.076369143,0.118210201,0.137753084,0.006529049,-0.129364393,0.288602533,-0.002678995,-0.313248084,0.148653905,0.054403406,-0.1059767,0.286118653,-0.111671187,-0.274075552,0.170269722,-0.002476604,0.042105734,0.109467634,-0.325448194,-0.468220588,-0.211622636
P4_I7_M11,-0.074334501,-0.190376793,0.183622395,0.101192726,-0.09575123,-0.071963174,-0.080581467,0.023366541,-0.06372197,-0.004655954,0.043615751,-0.148218594,-0.152588774,-0.024116487,-0.130233005,-0.306176018,0.054625304,0.012281671,-0.133168951,0.095285085,-0.164270994,-0.194159321,0.001689428,-0.086153456,0.047219667,0.00900039,0.449395159,0.54904416,0.350132411
P7_I5_M4,-0.105941622,-0.135487716,0.376503037,-0.078248768,-0.059473937,0.09008576,-0.090418011,0.238527553,-0.144584841,-0.081740949,0.178635151,-0.153342457,-0.150780627,0.318090719,-0.142391844,-0.202819068,0.17213314,-0.150998782,-0.236071064,0.385099992,-0.150538265,-0.193205415,0.232997494,-0.138286682,-0.026567311,0.196027601,-0.121406168,-0.009261689,0.183464769
P2_I7_M27,0.976373704,-0.018344334,-0.024492586,-0.015360205,-0.01637028,-0.025979581,-0.057897944,-0.015977084,-0.048717851,0.007434178,-0.037311056,-0.00784928,-0.051086871,-0.02365288,-0.049087355,-0.04994416,-0.047002791,-0.039168428,-0.079851198,-0.036848917,-0.073026095,-0.024484141,-0.036903031,-0.03677461,-0.036256782,-0.054867732,0.004029567,-0.014757147,-0.065825109
P7_I5_M1,-0.21367666,-0.114092176,0.210801473,-0.138321533,-0.160580476,0.478989772,-0.242518789,0.089667013,-0.205643832,-0.173079763,0.276812882,-0.166618258,0.001732085,0.087532463,-0.171202046,0.100470096,0.292324285,-0.173752901,-0.031563268,0.060668964,-0.186603396,0.025283514,0.1208856,-0.173086131,-0.114808613,0.274567307,-0.041512414,0.149047117,0.138277687
P19_I2_M2,0.173964797,0.079581993,-0.198599467,0.1961393,0.002565458,-0.237348117,0.4576962,-0.096043621,0.093877218,0.124809596,-0.228546495,-0.00115136,0.084786785,-0.190605444,0.074171086,-0.042645025,-0.248501183,0.339315207,0.26573141,-0.189011103,0.154605387,0.117511919,-0.137915004,0.065766388,0.042113162,-0.215264244,-0.115663131,-0.121428614,-0.249913097
P2_I7_M14,-0.029424233,-0.021301257,-0.011057268,-0.036577141,-0.037741066,-0.013865784,-0.031357274,-0.02942949,-0.04163346,-0.024365265,-0.02717731,-0.047172705,-0.04989412,-0.03648675,-0.014869338,0.018216595,-0.021530391,-0.068598886,-0.068634599,-0.049952383,-0.073935104,0.975708331,-0.048786377,-0.042009829,-0.074418357,-0.053439615,-0.003218956,0.003902029,-0.040949997
P4_I7_M2,0.223753424,0.000335016,-0.029988106,0.278909086,0.167868099,-0.333191322,0.2606211,-0.105623388,0.238660611,0.224496317,-0.220529908,0.146174582,-0.069470396,-0.051598517,0.200003446,-0.313742926,-0.142202899,0.217519927,-0.068006709,0.008249993,-0.008436652,-0.274133757,-0.137433149,0.164123404,0.162863093,-0.241251268,0.019331473,-0.136605687,-0.180694886
P8_I4_M3,-0.228922823,-0.179614017,-0.026729978,-0.190707344,0.068834013,0.386653385,-0.234654072,0.159355809,-0.218300501,-0.267859824,0.116113449,-0.141018958,-0.065646913,0.070213639,-0.207605731,0.252450646,0.062784276,-0.283378505,0.044654872,-0.013342673,0.164148688,0.238876655,0.187355645,-0.144814137,-0.135823156,0.273424723,-0.01717372,0.162316899,0.168409655
P10_I5_M1,0.12040792,0.16717396,-0.231479885,0.066678565,0.047530559,-0.14572149,0.290366516,-0.120164913,0.000143682,0.031577702,-0.173081154,0.015651299,0.149387042,-0.206241814,0.109896499,0.274129963,-0.236262316,0.169320732,0.28286443,-0.198010183,0.261621313,0.281256703,-0.100754299,0.077811486,0.002241738,-0.192817976,-0.204996566,-0.235187528,-0.303341984
P3_I10_M10,-0.111931636,-0.08478365,0.182280071,-0.100571733,-0.01948524,0.226268455,-0.057747148,0.229352294,-0.101845755,-0.082911177,0.209707351,-0.042310861,0.009012403,0.180804608,-0.071982133,0.016601316,0.210222082,-0.053834042,0.039374161,0.137528056,0.012598243,0.049327348,0.208558199,0.004758693,-0.03109072,0.260101136,-0.516395266,-0.479469471,-0.222135582
P18_I3_M1,-0.133195848,-0.121989693,0.240885009,-0.115399243,-0.110131551,0.564146743,-0.144557733,0.078758509,-0.150097407,-0.053173214,0.142094686,-0.119823746,-0.108376071,0.491953078,-0.145354432,-0.038956164,0.110736307,-0.163258319,-0.089287341,0.063918199,-0.121740054,-0.097875254,0.01545596,-0.133079419,-0.067407182,0.314334917,-0.054998236,-0.050213428,-0.003369074
P2_I7_M8,-0.06723192,-0.052446434,-0.076189894,-0.005764851,-0.012311507,-0.027731747,-0.040181012,-0.050349751,-0.06703006,-0.064533175,-0.08044641,-0.091004786,-0.065964133,-0.110512228,-0.064689651,-0.032691893,-0.093632504,-0.054985481,-0.050777993,-0.082898628,-0.054948907,-0.032770321,-0.080043624,-0.053128973,-0.053071582,-0.081154492,0.589239647,0.687499451,0.269752857
P3_I10_M17,-0.048935022,0.024775251,-0.066816971,-0.035895467,-0.060651682,0.041278927,-0.064918943,-0.041389002,-0.057338253,-0.056465345,-0.05899209,-0.050543213,-0.040151029,-0.052078135,-0.064271166,0.658635134,-0.0828123,-0.086545865,-0.062017449,-0.070070976,-0.094890335,0.68154567,-0.109596157,-0.096254973,-0.046632228,-0.042031522,-0.013614935,0.037970019,-0.041291941
P2_I7_M3,-0.204433525,-0.160551193,0.149821669,-0.166677533,-0.02449158,0.416347929,-0.193380598,0.255819738,-0.180622755,-0.195961532,0.254612881,-0.136736747,-0.062460049,0.182470179,-0.1951118,0.074388937,0.230540228,-0.19325221,-0.050226141,0.081482518,-0.039698242,0.072151965,0.253580659,-0.137724533,-0.126134692,0.334998075,-0.20612348,-0.084155011,0.05152684
P15_I4_M2,-0.05080571,-0.035050394,0.301748099,0.025860434,-0.028331117,0.18991952,0.025002941,0.342003487,-0.053173155,-0.076052519,0.130901116,-0.091166545,-0.154749901,0.303479393,-0.063956903,-0.167827202,0.246517366,-0.100405056,-0.130500887,0.192478985,-0.102791194,-0.171122466,0.260496704,-0.124167863,-0.100024092,0.251661761,-0.337586313,-0.330484455,-0.151874033
P2_I7_M18,0.002846351,0.979840195,-0.022731758,-0.03970606,-0.042565725,-0.038785848,-0.03740582,-0.034840235,-0.03290161,-0.028236886,-0.043148653,-0.024308201,-0.046656776,-0.034930654,-0.045137912,-0.012209673,-0.038648686,-0.033029956,-0.0635185,-0.040220185,-0.04739592,-0.051195777,-0.0350785,-0.046467009,-0.041037401,-0.047949152,-0.003915365,-0.015571515,-0.035092771
P2_I7_M31,0.195784101,-0.074167882,0.164919549,0.137274342,0.166919378,-0.261759672,0.153881872,0.145792668,0.170119025,0.193141948,-0.064607376,0.087691153,-0.176276448,0.283675805,0.069237753,-0.425289708,0.008581416,0.084142524,-0.108316881,0.216328014,-0.061657264,-0.389924212,0.097277875,0.042881183,0.049849926,-0.050008901,-0.149494503,-0.304536151,-0.201459535
P4_I7_M3,-0.213179014,0.008048497,0.022138472,-0.124287415,-0.20007883,0.453926381,-0.19800139,0.042867956,-0.205040515,-0.207335724,0.23445287,-0.153284478,0.129428201,-0.080818575,-0.15650627,0.385049936,0.1368536,-0.182467451,0.007926938,-0.079911507,-0.130192686,0.267397682,0.032822266,-0.130436117,-0.168663008,0.226419709,0.018702179,0.209300641,0.054867654
P17_I3_M1,0.168238228,0.156278268,-0.247586847,0.273113994,0.216897464,-0.203712011,0.055272265,-0.245887279,0.079122351,0.105801049,-0.245985113,0.093534001,0.048256259,-0.260502331,0.265126608,0.065629411,-0.265203238,0.048396541,0.067694319,-0.215407781,0.022739179,-0.005352265,-0.294124922,0.1536267,0.114469202,-0.243525265,0.209966203,0.233343709,-0.150218697
P1_I25_M5,-0.029535766,-0.035328385,0.028918817,-0.020810951,-0.036654845,-0.038806488,-0.04779003,-0.028654946,-0.028962103,0.975667927,-0.020952899,-0.034417873,-0.036348069,-0.006761532,-0.053683032,-0.039759998,-0.000606072,-0.036605967,-0.074064269,-0.041959133,-0.075933965,-0.069010285,-0.048136335,-0.048596298,-0.061600992,-0.02471469,-0.003042477,-0.018380338,-0.043469006
P2_I7_M21,-0.01537873,-0.039377925,-0.011839588,-0.010407945,-0.015476709,-0.050899022,-0.008621442,-0.023974164,-0.026865639,-0.053656349,-0.044050215,-0.016792364,-0.044885496,-0.022549792,-0.051812944,-0.023757408,-0.034622749,0.975823414,-0.070953092,-0.025086948,-0.089156084,-0.068007858,-0.06030702,-0.035790157,-0.054108667,-0.049609478,0.007002291,-0.006029448,-0.028808472
P19_I2_M1,0.167053503,0.232603333,-0.137722793,0.045099893,0.015404683,0.004332075,0.231562862,-0.063766309,0.106660354,0.018991455,-0.063173378,0.076991109,0.149796208,-0.125179829,0.171761461,0.371933253,-0.066013961,-0.0278298,0.073666411,-0.214680707,0.079279389,0.228506124,-0.156996728,0.058385357,0.074857842,-0.082982313,-0.373959694,-0.386690294,-0.407889505
P10_I5_M4,0.03435907,-0.046438036,0.250781113,0.01261413,-0.026010989,0.05798615,-0.038532528,0.131708392,0.057696685,0.040504513,0.154145905,0.007446822,-0.005659435,0.193370872,-0.006249356,-0.154793701,0.177211776,0.026022158,0.025692381,0.218485413,-0.084034676,-0.125832665,0.141726784,0.082749541,0.080185303,0.170546454,-0.507237189,-0.535021888,-0.333422999
P14_I4_M2,0.13426552,0.00456245,-0.052416388,0.25469586,0.09882243,-0.078608626,0.016446195,-0.149367555,0.17359697,0.132738765,-0.040214519,0.190190634,0.197962912,-0.050789953,0.050731909,-0.115614911,-0.106668248,0.250289709,0.179618647,-0.024249315,0.005903991,-0.069343106,-0.097274638,0.18759162,0.226594807,-0.074189631,-0.449244715,-0.416463119,-0.379567696
P7_I5_M8,-0.022891868,0.003148522,-0.05622704,-0.059603236,-0.060513907,-0.040940543,-0.078915577,0.015697654,-0.099061453,-0.074212352,-0.015836758,-0.03359167,0.746551801,-0.01921449,-0.089451673,0.584717722,-0.042449529,-0.088136996,-0.076392647,-0.040069836,-0.079621012,0.015529374,-0.081970727,-0.080791277,-0.11898332,-0.053464879,-0.00995034,0.007834822,-0.051188765
P16_I3_M2,0.027741142,0.022794787,-0.276364988,0.035404754,0.233016478,-0.202862431,0.182235345,-0.215968013,0.005668465,0.014977302,-0.247817042,0.163035932,0.180562112,-0.269657481,0.104169234,0.193053795,-0.241457868,0.096433928,0.350533627,-0.269778953,0.092389535,0.116704567,-0.223127099,0.115394618,0.08183399,-0.22852035,0.171778444,0.177045675,-0.189219505
P3_I10_M5,-0.145302878,-0.155883983,0.078227248,-0.050626264,-0.097828483,0.086101034,-0.118250902,0.118617126,-0.106512264,-0.113503558,0.068768724,-0.158687478,-0.123501008,0.036509546,-0.149956195,-0.134771789,0.061807926,-0.113679006,-0.117413495,0.071814806,-0.135807004,-0.116481781,0.054458382,-0.122479862,-0.093955569,0.052460178,0.383316656,0.551703385,0.490856507
P2_I7_M9,-0.031706384,-0.020704306,-0.03371612,0.977959037,-0.015305007,-0.036179573,-0.012370757,-0.035673798,-0.036810761,-0.021513529,-0.032278195,-0.039085273,-0.043053257,0.005949151,-0.061269773,-0.036407077,-0.030898652,-0.042487138,-0.067829231,-0.035266224,-0.050626497,-0.063013731,-0.05796149,-0.038430631,-0.04371658,-0.055726992,-0.003532942,0.002757371,-0.04110164
P10_I5_M3,0.202927397,0.074610157,-0.190980195,0.082408073,0.097578434,-0.247281161,0.553130843,-0.126842753,0.200824308,0.067974836,-0.227567074,0.050445498,-0.064430093,-0.196212925,0.202530607,-0.053888805,-0.244989156,0.169744555,0.122635864,-0.186538348,0.0574129,-0.055943931,-0.212764179,0.112502172,0.006106939,-0.242165157,0.176616221,0.059272453,-0.18711748
P2_I7_M17,-0.019550178,-0.043319607,-0.007830475,-0.023523483,-0.055169992,-0.015736349,-0.033274372,-0.033219501,-0.047770437,-0.037403654,-0.038188505,-0.024740468,-0.024309328,-0.027516407,-0.056169234,0.045790143,-0.017677697,-0.056845727,-0.079577409,-0.050867142,-0.079316857,-0.044116779,-0.065263764,-0.0224216,-0.051944418,-0.02946449,0.002952164,0.974074362,-0.0375988
P2_I7_M23,-0.000745069,-0.003208566,-0.010571879,-0.013712513,-0.037885493,-0.029985576,-0.035729744,-0.009500769,0.976972628,-0.025697536,-0.049217129,-0.022143661,-0.036603191,-0.002405371,-0.042374638,-0.033772574,-0.030410534,-0.052322189,-0.061111776,-0.035334912,-0.06306571,-0.072564378,-0.062952972,-0.039920004,-0.055736278,-0.066128279,-0.0171562,-0.023032549,-0.043683142
P6_I6_M3,-0.209759227,-0.192040099,0.216191026,-0.155628982,-0.078384305,0.312452605,-0.197341095,0.239260277,-0.177586475,-0.144333146,0.242280033,-0.157795383,-0.084144135,0.17233453,-0.210096157,-0.046995465,0.212457071,-0.142554383,-0.081949424,0.261412209,-0.199439351,-0.084733444,0.26692718,-0.122057148,-0.069929719,0.3024801,-0.109269151,0.022200565,0.216041495
P6_I6_M6,-0.041719971,0.024304933,-0.31644251,-0.058700167,0.103308358,-0.138587976,0.049063111,-0.16914461,0.003615828,-0.098357443,-0.2225036,0.02238406,-0.000560673,-0.309199843,0.066566418,0.166437267,-0.278394786,0.104530755,0.302124783,-0.211513183,0.431847568,0.381206369,-0.0871217,0.127921139,0.06919372,-0.162615245,0.16965561,0.074350101,-0.001648315
P7_I5_M2,0.268256535,0.113178601,-0.2427682,0.052219151,0.153181899,-0.234484238,0.172073839,-0.231897358,0.183250061,0.279082484,-0.23534127,0.254614802,0.064735477,-0.235926866,0.171149792,-0.018047652,-0.24756506,0.176652087,0.128372,-0.18303729,0.130036564,0.021655331,-0.240998341,0.104694656,0.182320302,-0.221286785,-0.025867152,-0.140850339,-0.19740303
P2_I7_M25,-0.015582462,-0.014716419,-0.025425639,-0.022451657,-0.039168455,-0.044875587,0.977606193,-0.032451188,-0.043280914,-0.041726321,-0.031767907,-0.010606313,-0.023858228,-0.024099713,-0.047472183,-0.049492049,-0.016050275,-0.054594449,-0.065806628,-0.032408958,-0.044353391,-0.068570449,-0.064084015,-0.033359026,-0.057244379,-0.041285547,0.02105904,-0.019930192,-0.034002888
P5_I7_M5,-0.144060619,-0.030004911,-0.192431706,-0.127488436,0.255186009,0.338187718,-0.082068312,0.04594033,-0.208712178,-0.253879133,0.006022789,-0.096442703,0.0980328,-0.15348506,-0.079944078,0.402582997,-0.076144786,-0.147848191,0.170192862,-0.229397194,0.336103219,0.37601058,0.06469597,0.008420681,-0.041883133,0.078211086,-0.180959755,-0.076948781,-0.057888064
P3_I10_M3,0.196401463,0.178814775,-0.251518661,0.16030267,0.096148748,-0.265583843,0.191266556,-0.252410186,0.165731808,0.159073298,-0.254551007,0.15306638,0.10163611,-0.25818587,0.190628265,0.032464327,-0.266616231,0.189254566,0.041399124,-0.213109855,0.066834009,-0.020154842,-0.262811937,0.186744897,0.132489663,-0.258659421,0.153994705,0.075592622,-0.168242134
P15_I4_M4,0.16095576,0.014180479,-0.301318501,-0.090294064,0.050096915,-0.273369455,0.019548999,-0.261351956,0.169123654,0.104264909,-0.226001642,0.054939799,0.153910509,-0.220263536,0.218368572,0.080045974,-0.269176414,0.162720118,0.237829933,-0.203689108,0.235630593,0.212272276,-0.200213641,0.286754666,0.090270722,-0.211466851,0.152044495,-0.036461341,-0.109351864
P4_I7_M9,-0.209288798,-0.192227693,-0.025365819,-0.238414382,0.120266905,0.346280861,-0.157650037,0.183202402,-0.189036945,-0.176884193,0.109640486,-0.150608258,-0.092887062,0.079894066,-0.202305376,0.206634729,0.081927063,-0.123520642,0.110443295,0.008993677,0.311318796,0.237720935,0.239553507,-0.01440932,-0.060371929,0.245238929,-0.308680044,-0.234868367,0.095403212
P3_I10_M14,-0.022418861,-0.030067099,0.969882278,-0.036031421,-0.062118031,0.006827976,-0.043303534,-0.000239435,-0.004811278,-0.038826971,0.022023725,-0.039020123,-0.047568647,-0.001509202,-0.056982894,-0.034035575,0.004526741,-0.071899847,-0.089711465,0.000989765,-0.088184161,-0.078023232,-0.061658004,-0.070923196,-0.053283144,-0.027708272,-0.010946462,-0.00406257,-0.030917059
P2_I7_M32,-0.038017521,-0.034206958,-0.016384412,-0.036171439,-0.051904589,0.019270117,-0.055532516,-0.052349307,-0.023912615,-0.052694299,-0.024961004,-0.038344522,0.970687516,-0.031320652,-0.071787278,0.074020177,-0.032328925,-0.041996631,-0.063709056,-0.038154666,-0.079859447,-0.05484331,-0.045063257,-0.057099002,-0.03526297,-0.039440543,-0.003812041,-0.002277469,-0.04254338
P3_I10_M12,-0.000137525,-0.037175325,-0.019370953,-0.014433175,-0.028940879,-0.02761895,-0.020636849,0.977948888,-0.028180405,-0.052416018,-0.041928096,-0.041567259,-0.042278674,0.001035519,-0.04950096,-0.039508058,-0.018655012,-0.025311377,-0.064093336,-0.039665724,-0.056632062,-0.059414675,-0.050637071,-0.0566158,-0.06866926,-0.042471617,-0.018528498,-0.008378413,-0.026218436
P4_I7_M5,-0.124580873,-0.146041283,0.29081787,-0.110157907,-0.070503001,0.284845166,-0.062058622,0.366539313,-0.101210385,-0.108206183,0.236332048,-0.170454783,-0.054243585,0.284431339,-0.122842223,-0.080769926,0.24631244,-0.198624446,-0.186899116,0.199764155,-0.139110441,-0.116361425,0.264655266,-0.1677652,-0.079955157,0.227366654,-0.228720865,-0.114181927,-0.018376903
P6_I6_M8,-0.046675842,-0.068344348,-0.027618922,-0.054548989,-0.055214076,0.04170483,-0.039041714,-0.03337425,-0.063652306,-0.058389451,-0.054300549,-0.061629576,-0.094509357,-0.020801087,-0.014216839,-0.06909881,-0.035689848,-0.085437586,-0.035209285,-0.059584162,-0.102662202,-0.084688911,-0.092746593,-0.044823498,-0.052023656,-0.0383432,0.014161989,0.751782432,0.584975805
P4_I7_M1,0.1300505,0.149424348,-0.285100156,0.013069094,0.112025045,-0.192956472,0.186745597,-0.239895471,0.065691223,0.015023224,-0.269401529,0.15449056,0.111753952,-0.268551735,0.176675157,0.181118718,-0.281087278,0.120309325,0.185973954,-0.2564349,0.248834331,0.20954813,-0.227032841,0.145176037,0.025947065,-0.243895494,0.138332409,0.070199867,-0.176032659
P12_I3_M4,-0.133959728,-0.090946284,0.097961301,-0.079988936,-0.138186401,0.1568826,-0.098921915,0.239796861,-0.086542757,-0.086494633,0.658701337,-0.131794723,-0.122380505,0.29282672,-0.110715107,-0.094991949,0.118262875,-0.127126899,-0.086882207,0.052187151,-0.139016965,-0.118622597,0.3497471,-0.177577305,-0.127792925,0.026968267,-0.056294198,-0.065170106,0.080071928
P11_I6_M1,0.208621701,0.233548071,-0.262338351,0.06297917,0.081063071,-0.162563323,0.296695823,-0.128411602,-0.014435255,-0.026026873,-0.251571936,-0.160187848,-0.01810189,-0.312482792,0.046936651,0.224987986,-0.216367316,0.063620513,0.124668639,-0.206746865,0.168957965,0.198714321,-0.202817589,-0.002541148,-0.04697754,-0.210101096,0.339555376,0.253516567,-0.08219443
P3_I10_M8,0.20015465,0.139686387,-0.157352746,0.169046517,0.138027692,-0.201477618,0.251432762,-0.162474921,0.17667885,0.184002574,-0.156850558,0.192640196,0.105529206,-0.142604927,0.199859901,-0.021632456,-0.166200956,0.226456321,0.062367485,-0.095829243,0.092289496,-0.016806123,-0.136818673,0.167696922,0.132647544,-0.160744304,-0.308400794,-0.356988215,-0.354334969
P7_I5_M6,-0.123321349,0.005547046,-0.091731538,-0.097624663,-0.126813482,0.211890214,-0.109315526,-0.062152671,-0.104165414,-0.137957257,0.027194471,-0.069660373,0.111034094,-0.091549902,-0.116592474,0.528172043,0.024737392,-0.132559607,-0.095878894,-0.133851425,-0.129883364,0.289551131,-0.090299216,-0.124278201,-0.119212758,0.025824465,0.15649452,0.576462497,-5.98E-05
P16_I3_M1,-0.174539834,-0.178540742,0.252377783,-0.124168382,-0.149090057,0.19789298,-0.210425061,0.299351292,-0.109251496,-0.037566619,0.199011385,-0.128789201,-0.156381276,0.29187741,-0.202520772,-0.111972506,0.300672198,-0.07972073,-0.016554298,0.334576596,-0.092717256,-0.12504249,0.22664114,-0.125190027,-0.087331289,0.211434833,-0.19543089,-0.145228146,0.136625456
P8_I4_M2,-0.076672852,-0.119781081,0.248261159,-0.077487731,-0.114245088,0.232457874,-0.119997551,0.07368639,-0.07836347,-0.12968186,0.074009128,-0.169375961,-0.118461996,0.138854404,-0.135459984,-0.058391785,0.204378412,-0.144456238,-0.167501123,0.203161509,-0.14131746,-0.085583744,0.203673591,-0.093617781,-0.12889072,0.683547444,-0.09044981,-0.081655393,0.069361716
