,Patient_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,C3N.01799,0.29474652551595965,0.3518438727207881,0.20798497483724915,0.6183323876995261,0.7088094215497607,0.5992674972415116,-0.21525743173128556,0.6434303400900534,0.41592272657507356,0.5878775596517495,-0.5323905179487262,0.05813815175823508,0.024398316191313944,0.4758050813155329,0.6749640186514242,0.3783428614806511,0.39447842124653126,0.2814988524125881,-0.04078739050878005,0.4462842062342671,0.06488602594841493,-0.24293930915737685,-0.1775132451566239,0.4571482251312896
1,C3N.01799.N,-1.614558072520484,-1.3250784708498502,-0.050806122424848825,-0.7758100914498357,-1.0105252107767773,-0.6665923536930779,-0.20501097620583414,-0.6361844603228407,-0.7488180580617494,-1.1345115105603643,0.48319976362088773,-2.2764234710868494,-0.5753798764172247,-0.7550585291397355,-1.3479663474412047,-0.4372784763202171,-0.696795422161645,-0.3141068206739158,0.16427385536377637,-0.6988031322800704,-0.9019787921876841,-1.788853032288994,0.1591418525861955,-1.1748329692978283
2,C3L.01890,-0.21962844106573315,-0.630868461007058,-0.44413540379639016,-0.3198951867897175,-0.3520220378559151,-0.8089502634314365,0.22277671807530028,-0.6612281331403371,-0.317549822390114,-0.5202787856153018,-1.1046946188661555,0.04798867603655817,-0.5071096828416197,-0.8315086538355393,-0.23868367051479444,-1.4247966652325854,-0.3431086373003103,-0.6027909785483909,-0.9783768283614713,-0.3771016352041556,-0.11735930395265526,-0.28276204013016293,-0.9047027119729376,-0.0507234908086658
3,C3L.01890.N,-1.020282788080302,-1.0354657550920319,0.4159673924071288,-0.31571559558372264,-0.7415031737428626,-0.6445472037839266,-0.19423880012179548,0.0679239687226486,-0.42393917554073535,-0.917950952426534,0.28549014334224465,-1.275674804049539,-0.30699570424326084,-0.6321841732224623,-0.9455715245949794,-0.7385977985978492,-0.28798021620798564,-0.14830064587961336,0.1672077855332165,-0.32226346178938875,-0.2935259618338871,-1.0490325901979127,-0.014552008201555462,-0.5552246080794571
4,C3N.00572,-0.05437579438207181,0.05556211093068483,0.008907956837275188,0.3675751575772124,0.04661759842513472,0.055221207042588115,-0.3070415683743439,0.21918798475216308,0.17499669015996697,0.11602485942197811,-0.3706457116028429,-0.34439634993406226,0.42996891593456243,0.061210732611532606,0.03493729232457091,-0.12410582537361399,-0.02468998415856187,0.04344285620615488,-0.12943725698033348,0.08067880715086025,0.38189101318082497,-0.48683172315600953,0.26433301271527715,0.022511005942248006
5,C3N.00572.N,-1.0458009709144582,-0.8450768006910231,0.35916301462635386,-0.7603264649221686,-0.4901797229892424,-0.23523959030597585,0.2199253291670993,0.04463012430296906,-0.1991135056075722,-0.5840617018272563,0.8283801170613697,-1.623361792517456,-0.04374606488786078,-0.3440069741319684,-0.7954827990314838,-0.16041582843782484,-0.2436942725372221,0.13453203378269293,0.5242689212986564,-0.21636724780482086,-0.31911098115985703,-1.3395625541403922,0.3251926646574542,-0.6217878818506697
6,C3N.02423,0.4856562493665586,0.35819633097788955,-0.10025673416608587,-0.02841585220199033,0.40532682245654067,0.3266159597191832,0.15377951184055283,0.46110203123948423,0.28226575248230845,0.3566159919027315,-1.0007326706448747,0.4278146180772081,0.4739526095655842,0.46051269506434045,0.5006118644678312,0.014803778277650262,0.30506400848223086,0.08709860370019731,-0.3816485037644248,0.3291955457543501,0.5325740916347843,-0.11692738961082877,-0.18696853906753494,0.4454317790123688
7,C3N.02423.N,-1.3407096661617277,-0.9800558280730951,-0.16134078608512079,-0.44735291898245294,-0.7481320621660761,-0.34615317704366627,-0.10895015204069712,-1.338168817609738,-0.39937565779065803,-0.7814855106519262,0.7028127669553286,-2.020780966813332,0.0023748446839961914,-0.5297769080589521,-1.0786636706386985,0.005670249161334306,-0.49041254154033836,-0.04140566435712386,0.32147151736100554,-0.43027247971941174,-0.5324395874703962,-1.2361028650408683,0.4700469173199002,-0.928702418788899
8,C3N.02729,0.7819100652307078,0.9614951700234858,0.3294555681737611,-0.35923774667931796,0.7920050555261464,1.006514738235469,-0.7498848196744704,1.456702263489017,0.7068059527779212,1.1306815657591152,-0.6177550996792764,0.26126065633303647,0.41619198315032735,1.3972221025339155,0.7228071276341879,1.1729110471923754,0.4971441244676064,0.5077389411545103,0.22733222775205744,0.5545148688007949,0.5645825938177382,-0.019332372616634973,-0.1262972566201115,0.4421859717249171
9,C3N.02729.N,-1.4989006755138623,-1.1431640872800652,-0.46739800882935817,-1.6443453441340576,-0.7431257729207764,-0.3966669864534339,-0.4601283136004133,-1.6572279523461655,-0.5309617585061923,-0.8415369047829969,0.22797954364350834,-2.1215058177088117,-0.5725977510391398,-0.7368309907048094,-1.0625360827902495,-0.0034183106237803103,-0.6367800619690657,-0.14556354787888123,0.25467061646153155,-0.538718615529383,-0.9737480530720067,-1.4782071769691894,0.03589057440675435,-1.0288345179199023
