 ,Area,Mean,Min,Max,Angle,Length
1,0.008,126.080,43.026,176.231,-169.479,0.735
2,0.005,118.408,31.685,175.099,-61.858,0.503
3,0.005,118.408,31.685,175.099,-61.858,0.503
4,0.006,126.065,52.365,169.236,50.631,0.523
5,0.007,126.829,29.610,237.173,164.827,0.633
6,0.006,133.699,44.639,236.655,35.942,0.517
7,0.006,133.699,44.639,236.655,35.942,0.517
8,0.006,131.175,91.270,172.770,-4.086,0.585
9,0.003,121.908,79.889,231.457,172.147,0.308
10,0.003,121.908,79.889,231.457,172.147,0.308
11,0.006,122.396,25.715,175.037,174.508,0.545
12,0.004,127.712,58.217,225.757,86.532,0.348
13,0.005,122.358,58.908,178.219,99.660,0.493
14,0.007,121.763,55.198,167.301,91.909,0.625
15,0.006,134.826,110.221,180.747,158.199,0.567
16,0.004,134.206,80.285,184.034,-21.801,0.387
17,0.005,118.398,45.720,182.120,-143.673,0.447
18,0.005,128.857,15.769,213.296,127.147,0.436
19,0.004,122.399,58.803,241.200,61.260,0.367
20,0.004,122.399,58.803,241.200,61.260,0.367
21,0.004,118.536,39.926,207.426,-42.510,0.334
22,0.005,120.028,74.627,174.449,-45.000,0.511
23,0.005,119.404,45.222,175.422,-40.156,0.434
24,0.005,119.404,45.222,175.422,-40.156,0.434
25,0.006,119.286,16.257,181.874,-30.174,0.517
26,0.006,125.029,31.824,178.029,12.995,0.556
27,0.005,121.276,56.259,150.741,109.573,0.501
28,0.005,121.276,56.259,150.741,109.573,0.501
29,0.005,120.441,25.926,201.889,70.427,0.501
30,0.007,133.148,52.829,237.724,161.259,0.615
31,0.005,127.069,55.497,171.153,113.025,0.454
32,0.005,128.070,68.371,215.988,-118.926,0.448
33,0.005,128.070,68.371,215.988,-118.926,0.448
34,0.005,122.295,7.057,238.227,64.592,0.460
35,0.005,122.295,7.057,238.227,64.592,0.460
36,0.005,123.796,42.318,205.348,127.569,0.506
37,0.005,123.796,42.318,205.348,127.569,0.506
38,0.006,121.922,50.100,185.635,26.095,0.571
39,0.005,119.900,12.333,185.167,-85.236,0.502
40,0.005,128.929,71.131,186.818,92.603,0.459
41,0.006,121.473,40.000,178.316,-169.796,0.523
42,0.005,131.329,84.926,176.333,28.811,0.479
43,0.005,117.345,52.556,187.583,131.634,0.502
44,0.004,124.846,48.339,191.589,78.996,0.381
45,0.004,124.846,48.339,191.589,78.996,0.381
46,0.005,130.804,96.716,155.444,19.573,0.501
47,0.005,130.804,96.716,155.444,19.573,0.501
48,0.004,130.490,68.115,175.556,-67.011,0.379
49,0.005,131.186,98.778,191.296,50.356,0.473
50,0.005,131.186,98.778,191.296,50.356,0.473
51,0.006,122.433,42.502,171.185,145.751,0.589
52,0.007,126.122,37.437,183.212,-152.152,0.627
53,0.006,129.237,89.802,177.877,151.390,0.522
54,0.006,129.237,89.802,177.877,151.390,0.522
55,0.004,129.975,77.063,221.012,102.529,0.384
56,0.004,129.975,77.063,221.012,102.529,0.384
57,0.005,128.316,22.576,240.000,-25.408,0.460
58,0.005,128.316,22.576,240.000,-25.408,0.460
59,0.004,95.399,3.582,224.984,-125.134,0.339
60,0.004,95.399,3.582,224.984,-125.134,0.339
61,0.004,120.570,44.672,206.075,-84.806,0.348
62,0.004,120.570,44.672,206.075,-84.806,0.348
63,0.005,128.013,38.167,196.222,-86.424,0.501
64,0.006,115.476,35.386,188.806,-52.224,0.525
65,0.004,129.089,41.429,221.156,140.599,0.375
66,0.004,129.089,41.429,221.156,140.599,0.375
67,0.005,123.405,45.796,164.185,48.366,0.502
68,0.005,119.391,40.524,181.934,-106.821,0.466
69,0.005,125.707,22.835,209.206,-49.145,0.512
70,0.004,121.088,42.697,167.158,-87.064,0.403
71,0.005,124.588,72.900,167.407,158.629,0.506
72,0.005,123.940,41.909,177.333,-86.100,0.459
73,0.005,129.034,99.820,183.048,-137.490,0.511
74,0.006,124.810,61.277,164.000,-135.807,0.521
75,0.005,120.957,49.778,152.381,-105.255,0.475
76,0.005,124.266,63.628,167.050,105.018,0.445
77,0.005,124.266,63.628,167.050,105.018,0.445
78,0.006,125.269,75.626,154.608,62.987,0.596
79,0.005,119.613,56.928,164.628,78.690,0.425
80,0.005,119.000,42.751,155.134,-78.690,0.425
81,0.005,121.247,63.966,199.410,-150.101,0.479
82,0.005,119.843,55.000,161.576,-84.806,0.460
83,0.006,124.768,51.492,160.590,141.843,0.553
84,0.005,128.574,82.938,191.098,80.538,0.507
85,0.005,125.795,64.370,157.911,-12.907,0.512
86,0.005,124.055,40.761,162.163,136.975,0.422
87,0.005,124.055,40.761,162.163,136.975,0.422
88,0.005,126.832,67.101,214.627,-80.754,0.450
89,0.005,126.832,67.101,214.627,-80.754,0.450
90,0.006,118.038,26.704,180.143,-71.565,0.558
91,0.005,130.367,85.057,231.344,-165.964,0.515
92,0.005,130.367,85.057,231.344,-165.964,0.515
