 ,Area,Mean,Min,Max,Angle,Length
1,0.005,119.620,13.167,240.623,146.976,0.501
2,0.009,126.742,47.150,210.435,-130.914,0.827
3,0.008,124.709,2.126,239.227,155.120,0.795
4,0.006,125.510,52.344,230.452,-129.523,0.542
5,0.006,125.510,52.344,230.452,-129.523,0.542
6,0.007,118.818,29.273,187.481,78.198,0.711
7,0.007,124.995,35.333,203.469,-150.690,0.684
8,0.007,124.995,35.333,203.469,-150.690,0.684
9,0.007,123.774,44.354,163.957,-103.799,0.616
10,0.006,128.983,99.450,164.349,-176.934,0.584
11,0.006,128.983,99.450,164.349,-176.934,0.584
12,0.006,124.052,36.338,159.033,-73.496,0.580
13,0.006,124.052,36.338,159.033,-73.496,0.580
14,0.007,118.952,54.649,239.908,-173.946,0.698
15,0.006,127.257,0.889,244.408,-126.027,0.567
16,0.007,113.070,35.185,180.606,-20.556,0.624
17,0.005,110.639,29.839,235.695,11.310,0.482
18,0.005,110.639,29.839,235.695,11.310,0.482
19,0.006,131.875,36.000,213.528,68.962,0.580
20,0.003,117.062,44.414,242.625,75.964,0.300
21,0.003,117.062,44.414,242.625,75.964,0.300
22,0.004,116.458,47.282,212.899,-139.236,0.404
23,0.005,120.998,56.077,235.417,-152.301,0.472
24,0.005,120.998,56.077,235.417,-152.301,0.472
25,0.007,121.575,17.333,192.209,133.636,0.619
26,0.005,124.356,30.032,239.325,-91.332,0.445
27,0.004,118.546,19.847,236.968,-63.435,0.354
28,0.004,118.546,19.847,236.968,-63.435,0.354
29,0.006,123.185,53.889,201.726,-156.930,0.604
30,0.007,125.004,46.843,183.314,-107.571,0.655
31,0.006,129.997,82.240,213.533,-113.459,0.604
32,0.005,125.842,65.896,221.689,-80.961,0.464
33,0.005,114.961,40.142,176.889,-114.102,0.441
34,0.008,129.009,80.603,167.735,-21.801,0.730
35,0.007,125.923,42.611,216.918,-19.904,0.637
36,0.007,125.923,42.611,216.918,-19.904,0.637
37,0.007,125.413,82.185,161.287,155.037,0.671
38,0.007,128.464,90.116,169.349,151.390,0.646
39,0.012,128.396,95.960,158.783,-107.063,1.103
40,0.006,130.517,66.898,226.771,166.931,0.600
41,0.007,127.603,44.660,231.016,-120.816,0.698
42,0.005,127.771,61.519,228.519,-19.179,0.501
43,0.007,120.845,61.717,184.020,-82.528,0.644
44,0.008,122.531,38.311,234.243,7.028,0.770
45,0.006,121.694,42.993,175.732,95.389,0.558
46,0.007,121.083,58.639,155.010,-41.923,0.689
47,0.007,121.083,58.639,155.010,-41.923,0.689
48,0.009,125.567,76.880,187.900,45.988,0.854
49,0.005,126.888,15.131,199.245,14.036,0.515
50,0.004,125.636,65.111,159.203,-99.211,0.395
51,0.006,124.503,22.089,194.556,-175.426,0.529
52,0.006,120.026,23.051,196.974,4.399,0.543
53,0.005,124.939,15.626,189.611,-118.706,0.503
54,0.005,125.861,16.102,232.482,-110.854,0.475
55,0.007,122.535,58.206,217.048,168.690,0.637
56,0.005,131.778,49.922,236.703,-71.175,0.483
57,0.005,131.778,49.922,236.703,-71.175,0.483
58,0.004,107.647,14.521,159.011,178.264,0.347
59,0.004,107.647,14.521,159.011,178.264,0.347
60,0.004,134.724,76.514,205.129,12.875,0.371
61,0.005,110.489,18.328,189.713,-178.668,0.445
62,0.006,133.210,91.263,197.901,-156.140,0.591
63,0.005,124.041,29.444,245.068,-100.620,0.509
