 ,Area,Mean,Min,Max,Angle,Length
1,0.013,127.826,22.171,236.899,-113.767,1.244
2,0.013,127.826,22.171,236.899,-113.767,1.244
3,0.014,129.727,71.194,222.935,-65.898,1.293
4,0.014,129.727,71.194,222.935,-65.898,1.293
5,0.011,125.288,6.423,223.246,-77.047,1.068
6,0.005,132.863,50.456,228.023,18.825,0.483
7,0.005,132.863,50.456,228.023,18.825,0.483
8,0.005,122.918,17.318,212.869,-168.232,0.509
9,0.007,126.707,3.462,219.463,-28.072,0.708
10,0.007,126.707,3.462,219.463,-28.072,0.708
11,0.012,131.216,25.903,228.359,-123.398,1.133
12,0.012,125.982,0.873,226.917,-65.726,1.162
13,0.009,127.530,69.963,175.383,-167.550,0.826
14,0.007,123.646,12.759,238.702,101.689,0.610
15,0.004,126.193,22.670,253.338,-32.347,0.362
16,0.004,126.193,22.670,253.338,-32.347,0.362
17,0.004,129.560,18.076,248.953,-148.736,0.343
18,0.003,106.498,6.974,251.823,-161.565,0.325
19,0.035,127.038,17.755,239.517,-103.116,3.308
20,0.008,123.918,24.371,207.367,-31.390,0.717
21,0.008,123.918,24.371,207.367,-31.390,0.717
22,0.004,119.935,9.150,255.000,-71.075,0.382
23,0.004,119.935,9.150,255.000,-71.075,0.382
24,0.007,124.049,24.102,236.519,23.875,0.697
25,0.004,130.230,75.910,180.120,-102.200,0.398
26,0.004,130.230,75.910,180.120,-102.200,0.398
27,0.007,122.807,34.910,235.504,-86.583,0.696
28,0.005,131.102,30.537,237.728,-3.576,0.501
29,0.005,131.102,30.537,237.728,-3.576,0.501
30,0.003,126.069,6.493,254.667,-80.538,0.311
31,0.003,126.069,6.493,254.667,-80.538,0.311
