 ,Area,Mean,Min,Max,Angle,Length
1,0.005,124.581,33.538,224.563,177.563,0.487
2,0.005,124.581,33.538,224.563,177.563,0.487
3,0.010,128.394,46.225,207.804,-79.160,0.989
4,0.009,129.054,39.425,224.197,36.733,0.872
5,0.008,126.854,48.776,192.501,-101.310,0.738
6,0.007,121.921,62.676,172.794,-161.565,0.628
7,0.007,121.921,62.676,172.794,-161.565,0.628
8,0.005,132.403,38.958,249.544,180.000,0.431
9,0.033,127.193,78.867,149.708,-179.058,3.167
10,0.007,135.070,63.968,238.061,136.302,0.648
11,0.003,108.455,47.027,202.735,10.954,0.324
12,0.003,108.455,47.027,202.735,10.954,0.324
13,0.003,107.928,27.789,215.340,-169.695,0.240
14,0.006,126.548,58.275,217.844,-160.201,0.549
15,0.007,124.424,80.074,153.452,-101.143,0.708
16,0.008,127.231,1.353,241.018,-11.768,0.765
17,0.008,125.061,43.990,226.670,101.768,0.765
18,0.008,125.061,43.990,226.670,101.768,0.765
19,0.005,106.767,2.667,194.935,66.801,0.480
20,0.005,106.767,2.667,194.935,66.801,0.480
21,0.007,123.005,18.370,231.282,-49.214,0.699
22,0.006,126.433,70.729,173.679,45.000,0.550
23,0.003,133.849,17.124,238.876,-141.009,0.286
24,0.003,133.849,17.124,238.876,-141.009,0.286
25,0.004,116.639,63.207,231.453,-50.194,0.404
26,0.005,124.545,49.431,228.934,-141.546,0.445
27,0.005,117.059,30.148,218.289,136.736,0.491
28,0.007,125.645,49.799,180.222,82.763,0.658
29,0.007,125.645,49.799,180.222,82.763,0.658
30,0.008,126.836,56.536,221.778,-92.420,0.737
31,0.006,127.965,40.595,215.837,-76.239,0.529
32,0.006,127.965,40.595,215.837,-76.239,0.529
33,0.004,120.145,11.185,241.691,-82.093,0.379
34,0.004,110.448,37.278,225.889,-81.119,0.338
35,0.004,139.707,15.781,220.912,-90.000,0.347
36,0.007,126.280,8.244,239.060,-137.726,0.619
37,0.007,126.280,8.244,239.060,-137.726,0.619
38,0.007,121.807,51.272,160.874,-33.453,0.701
39,0.005,132.672,67.503,196.776,132.089,0.433
40,0.005,132.672,67.503,196.776,132.089,0.433
41,0.004,127.989,3.554,238.382,147.265,0.351
42,0.004,127.989,3.554,238.382,147.265,0.351
43,0.005,121.319,10.926,250.300,-120.964,0.424
44,0.004,130.617,47.366,208.632,-136.123,0.373
45,0.004,130.617,47.366,208.632,-136.123,0.373
