 ,Area,Mean,Min,Max,Angle,Length
1,0.009,123.339,37.066,162.652,-79.875,0.888
2,0.008,124.964,78.744,172.322,173.387,0.727
3,0.008,124.964,78.744,172.322,173.387,0.727
4,0.007,123.328,51.000,228.535,82.763,0.658
5,0.007,123.328,51.000,228.535,82.763,0.658
6,0.009,122.630,25.760,232.362,-159.842,0.875
7,0.006,118.208,15.752,229.892,-47.291,0.550
8,0.006,118.208,15.752,229.892,-47.291,0.550
9,0.006,127.006,27.778,222.614,123.690,0.520
10,0.007,124.640,45.798,242.481,161.847,0.672
11,0.005,130.318,56.509,246.056,-91.193,0.500
12,0.005,130.318,56.509,246.056,-91.193,0.500
13,0.005,130.188,44.182,239.596,90.000,0.486
14,0.004,121.305,43.108,224.212,-1.469,0.403
15,0.004,121.305,43.108,224.212,-1.469,0.403
16,0.008,122.250,38.711,167.444,-75.600,0.788
17,0.005,131.129,66.667,247.222,-85.236,0.502
18,0.005,131.129,66.667,247.222,-85.236,0.502
19,0.005,132.671,33.186,226.950,-52.883,0.486
20,0.005,132.671,33.186,226.950,-52.883,0.486
21,0.005,125.369,14.419,217.616,-141.766,0.436
22,0.005,125.369,14.419,217.616,-141.766,0.436
23,0.006,117.420,35.385,199.426,115.602,0.553
24,0.008,133.421,13.436,239.716,115.201,0.783
25,0.004,125.872,35.333,222.935,-159.864,0.338
26,0.004,125.872,35.333,222.935,-159.864,0.338
27,0.005,117.638,40.423,202.299,-149.036,0.486
28,0.005,117.638,40.423,202.299,-149.036,0.486
29,0.008,124.120,19.030,227.888,-88.340,0.722
30,0.009,126.115,44.713,215.463,-48.814,0.886
31,0.005,121.208,41.333,199.881,-126.870,0.467
32,0.005,121.208,41.333,199.881,-126.870,0.467
33,0.006,125.261,27.850,190.808,-50.194,0.573
34,0.005,123.240,48.439,237.135,-121.701,0.424
35,0.005,123.240,48.439,237.135,-121.701,0.424
36,0.005,132.480,86.209,189.401,158.429,0.480
37,0.003,123.030,25.583,248.503,13.496,0.273
38,0.003,123.030,25.583,248.503,13.496,0.273
39,0.003,114.673,12.501,244.915,-156.038,0.305
40,0.003,114.673,12.501,244.915,-156.038,0.305
41,0.007,122.534,41.926,225.973,-69.444,0.624
42,0.007,132.125,93.744,167.119,26.565,0.702
