 ,Area,Mean,Min,Max,Angle,Length
1,0.009,120.961,49.247,219.097,-160.301,0.901
2,0.009,120.961,49.247,219.097,-160.301,0.901
3,0.010,123.045,1.908,252.061,83.367,0.908
4,0.003,118.773,6.039,247.444,-122.005,0.293
5,0.003,118.773,6.039,247.444,-122.005,0.293
6,0.003,116.354,28.903,201.199,135.000,0.275
7,0.004,113.417,48.988,250.513,-105.945,0.378
8,0.004,113.417,48.988,250.513,-105.945,0.378
9,0.007,122.033,4.736,210.595,169.380,0.678
10,0.007,122.033,4.736,210.595,169.380,0.678
11,0.004,125.374,40.660,233.669,-76.329,0.401
12,0.004,125.374,40.660,233.669,-76.329,0.401
13,0.005,121.515,51.446,244.043,9.462,0.507
14,0.005,121.515,51.446,244.043,9.462,0.507
15,0.007,116.379,1.556,203.389,10.981,0.708
16,0.007,116.379,1.556,203.389,10.981,0.708
17,0.006,125.527,39.246,220.995,-135.000,0.609
18,0.007,121.108,36.757,223.461,-169.380,0.678
19,0.007,134.625,11.630,223.881,-84.289,0.627
20,0.004,131.664,49.226,248.308,7.496,0.407
21,0.004,131.664,49.226,248.308,7.496,0.407
22,0.032,127.553,14.488,231.190,-90.774,3.084
23,0.009,134.497,1.271,231.251,-41.576,0.866
24,0.009,134.497,1.271,231.251,-41.576,0.866
25,0.007,123.904,2.818,228.823,-57.600,0.643
26,0.005,122.300,62.338,225.683,-43.995,0.422
27,0.005,122.300,62.338,225.683,-43.995,0.422
28,0.007,122.980,22.847,248.667,121.430,0.667
29,0.005,122.640,19.934,228.970,5.315,0.446
30,0.008,124.930,7.838,228.322,133.332,0.766
31,0.008,124.930,7.838,228.322,133.332,0.766
32,0.010,131.764,35.742,194.591,-32.074,0.917
33,0.010,131.764,35.742,194.591,-32.074,0.917
34,0.004,113.599,60.717,250.948,-107.526,0.408
35,0.004,113.599,60.717,250.948,-107.526,0.408
