 ,Area,Mean,Min,Max,Angle,Length
1,0.008,131.253,8.754,240.207,-119.539,0.722
2,0.008,131.253,8.754,240.207,-119.539,0.722
3,0.013,122.189,29.116,185.470,-75.280,1.263
4,0.007,118.773,7.395,219.855,-168.690,0.637
5,0.007,118.773,7.395,219.855,-168.690,0.637
6,0.016,128.051,12.762,218.613,-138.594,1.535
7,0.005,131.299,2.667,230.642,-109.573,0.501
8,0.005,131.299,2.667,230.642,-109.573,0.501
9,0.010,125.874,2.632,211.294,46.397,0.904
10,0.006,128.123,36.480,228.990,4.485,0.529
11,0.006,128.123,36.480,228.990,4.485,0.529
12,0.004,157.353,60.036,242.391,-22.068,0.418
13,0.004,157.353,60.036,242.391,-22.068,0.418
14,0.005,128.967,52.303,234.824,6.633,0.448
15,0.005,128.967,52.303,234.824,6.633,0.448
16,0.004,137.100,4.875,239.024,-154.983,0.354
17,0.007,125.692,38.192,222.712,36.027,0.706
18,0.007,125.692,38.192,222.712,36.027,0.706
19,0.006,120.787,21.027,232.186,-6.710,0.531
20,0.006,120.787,21.027,232.186,-6.710,0.531
21,0.008,128.077,55.116,166.109,-32.645,0.794
22,0.008,128.077,55.116,166.109,-32.645,0.794
23,0.003,123.117,0.148,237.889,-97.125,0.252
24,0.003,123.117,0.148,237.889,-97.125,0.252
25,0.006,121.303,40.000,194.218,31.139,0.586
26,0.006,121.303,40.000,194.218,31.139,0.586
27,0.005,126.214,3.054,226.690,-75.964,0.515
28,0.008,123.063,29.919,168.811,-167.735,0.738
29,0.004,135.657,22.502,236.787,-69.444,0.356
30,0.004,135.657,22.502,236.787,-69.444,0.356
31,0.008,119.361,27.981,208.493,-77.229,0.798
32,0.030,127.022,54.148,222.432,-128.756,2.915
