 ,Area,Mean,Min,Max,Angle,Length
1,0.008,122.729,34.037,193.180,-157.782,0.797
2,0.005,122.711,48.444,224.556,95.947,0.503
3,0.005,122.711,48.444,224.556,95.947,0.503
4,0.006,114.122,3.809,224.580,-25.602,0.553
5,0.005,119.155,6.230,219.240,64.592,0.460
6,0.005,119.155,6.230,219.240,64.592,0.460
7,0.008,123.541,36.115,203.272,23.587,0.802
8,0.007,129.034,103.149,160.416,-51.483,0.653
9,0.005,125.591,58.742,165.531,18.800,0.514
10,0.005,125.591,58.742,165.531,18.800,0.514
11,0.007,127.920,55.418,175.735,126.158,0.675
12,0.006,130.938,64.444,183.438,-174.289,0.517
13,0.010,124.625,49.006,170.731,-12.458,0.910
14,0.007,126.192,78.221,206.726,10.784,0.665
15,0.002,120.265,19.820,174.933,67.620,0.193
16,0.002,120.265,19.820,174.933,67.620,0.193
17,0.003,124.168,42.156,228.373,-131.009,0.315
18,0.006,119.053,15.041,173.091,158.405,0.536
19,0.006,119.053,15.041,173.091,158.405,0.536
20,0.005,123.780,44.472,185.676,14.621,0.502
21,0.005,123.780,44.472,185.676,14.621,0.502
22,0.006,130.487,61.096,218.927,-107.745,0.553
23,0.007,117.472,0.000,223.637,174.036,0.698
24,0.007,128.494,63.999,167.624,-95.194,0.698
25,0.007,128.494,63.999,167.624,-95.194,0.698
26,0.004,122.628,0.934,243.604,-144.462,0.358
27,0.004,122.628,0.934,243.604,-144.462,0.358
28,0.004,123.509,36.347,242.711,-113.962,0.410
29,0.004,123.509,36.347,242.711,-113.962,0.410
30,0.008,128.284,35.615,207.121,106.390,0.738
31,0.005,114.574,11.848,212.000,88.698,0.459
32,0.005,114.574,11.848,212.000,88.698,0.459
33,0.006,121.500,67.242,231.089,172.147,0.603
34,0.004,119.042,18.633,247.476,129.174,0.365
35,0.005,120.663,63.111,174.417,48.366,0.502
36,0.004,120.833,49.963,250.297,-54.462,0.358
37,0.003,116.045,11.663,205.852,-63.435,0.280
38,0.003,116.045,11.663,205.852,-63.435,0.280
39,0.005,130.115,42.551,244.534,-22.249,0.498
40,0.005,127.455,24.182,238.356,-34.077,0.431
41,0.004,117.870,37.110,179.994,-172.504,0.393
42,0.004,117.870,37.110,179.994,-172.504,0.393
43,0.006,128.593,51.807,188.022,-160.498,0.532
44,0.006,128.593,51.807,188.022,-160.498,0.532
45,0.005,124.063,48.580,193.333,-63.970,0.497
46,0.004,132.516,95.291,197.170,115.201,0.398
47,0.005,129.775,80.488,171.687,-24.677,0.429
48,0.005,129.775,80.488,171.687,-24.677,0.429
49,0.007,127.415,72.082,207.333,-104.265,0.630
50,0.006,126.639,94.670,183.539,80.362,0.564
51,0.007,123.711,67.300,153.273,-23.429,0.684
52,0.007,119.241,73.155,145.863,62.650,0.671
53,0.008,128.637,72.000,173.232,52.334,0.753
54,0.007,125.193,74.858,200.352,73.034,0.637
55,0.007,125.193,74.858,200.352,73.034,0.637
56,0.008,124.297,39.321,224.284,3.972,0.752
57,0.007,120.061,74.943,220.018,-74.899,0.677
58,0.006,128.864,67.648,224.915,85.515,0.529
59,0.006,128.864,67.648,224.915,85.515,0.529
60,0.007,124.511,63.902,213.597,172.349,0.701
