 ,Area,Mean,Min,Max,Angle,Length
1,0.004,99.729,5.694,240.626,-59.859,0.374
2,0.004,99.729,5.694,240.626,-59.859,0.374
3,0.004,103.109,7.198,231.111,-152.650,0.342
4,0.007,120.791,3.361,235.785,93.879,0.613
5,0.009,118.930,7.333,207.958,-42.955,0.835
6,0.009,118.930,7.333,207.958,-42.955,0.835
7,0.004,112.035,3.820,211.568,-38.157,0.367
8,0.004,112.035,3.820,211.568,-38.157,0.367
9,0.005,112.540,25.603,248.778,133.152,0.462
10,0.004,117.771,1.000,247.333,-96.340,0.377
11,0.004,117.771,1.000,247.333,-96.340,0.377
12,0.005,116.357,2.462,241.444,-11.560,0.469
13,0.005,112.742,46.301,213.633,-148.392,0.474
14,0.005,112.742,46.301,213.633,-148.392,0.474
15,0.011,125.901,46.721,181.487,157.467,1.065
16,0.006,115.075,21.577,242.417,-174.401,0.531
17,0.006,115.075,21.577,242.417,-174.401,0.531
18,0.009,120.891,36.900,241.662,-32.152,0.855
19,0.004,98.412,0.667,243.750,-104.036,0.344
20,0.003,81.799,0.000,240.426,-70.201,0.281
21,0.003,81.799,0.000,240.426,-70.201,0.281
22,0.037,127.808,33.304,203.203,87.817,3.558
23,0.013,125.154,13.780,231.023,72.181,1.225
24,0.007,117.134,3.444,246.911,72.121,0.672
25,0.007,117.134,3.444,246.911,72.121,0.672
26,0.010,124.350,16.254,247.969,-91.828,0.973
27,0.021,126.275,7.480,241.572,97.958,1.964
28,0.009,116.821,0.772,229.540,175.236,0.878
29,0.009,116.821,0.772,229.540,175.236,0.878
30,0.004,124.972,8.969,252.287,162.474,0.422
31,0.004,124.972,8.969,252.287,162.474,0.422
32,0.009,129.614,42.639,254.667,-48.013,0.836
33,0.004,133.501,36.000,243.385,158.199,0.330
34,0.004,133.501,36.000,243.385,158.199,0.330
