 ,Area,Mean,Min,Max,Angle,Length
1,0.003,119.651,37.443,217.246,3.691,0.320
2,0.003,119.651,37.443,217.246,3.691,0.320
3,0.004,100.751,33.465,230.214,-48.652,0.345
4,0.004,100.751,33.465,230.214,-48.652,0.345
5,0.008,128.489,18.780,248.117,-43.877,0.756
6,0.008,128.489,18.780,248.117,-43.877,0.756
7,0.005,116.753,38.586,178.159,-21.038,0.431
8,0.005,116.753,38.586,178.159,-21.038,0.431
9,0.004,116.694,50.037,211.819,4.764,0.376
10,0.004,116.694,50.037,211.819,4.764,0.376
11,0.015,128.094,20.067,241.994,-97.339,1.387
12,0.004,134.411,2.387,232.700,-7.496,0.393
13,0.004,134.411,2.387,232.700,-7.496,0.393
14,0.035,127.700,10.965,248.584,117.979,3.399
15,0.003,107.220,1.586,253.635,-169.875,0.297
16,0.003,107.220,1.586,253.635,-169.875,0.297
17,0.006,133.460,58.564,246.703,4.485,0.529
18,0.006,118.400,3.269,210.736,119.055,0.541
19,0.005,121.612,5.266,244.931,-169.380,0.509
