 ,Area,Mean,Min,Max,Angle,Length
1,0.027,124.793,19.889,240.870,63.435,2.627
2,0.004,129.473,21.079,243.172,169.563,0.395
3,0.004,129.473,21.079,243.172,169.563,0.395
4,0.021,128.315,4.244,247.632,-75.303,1.967
5,0.004,123.528,19.362,246.767,-100.305,0.354
6,0.004,123.528,19.362,246.767,-100.305,0.354
7,0.004,124.107,3.783,254.994,-94.399,0.404
8,0.004,124.107,3.783,254.994,-94.399,0.404
9,0.010,121.242,29.267,247.874,9.260,0.970
10,0.009,125.998,14.613,239.000,-82.266,0.854
11,0.009,125.998,14.613,239.000,-82.266,0.854
12,0.004,131.486,13.929,251.116,-34.695,0.339
13,0.004,131.486,13.929,251.116,-34.695,0.339
14,0.004,126.589,2.272,225.785,-73.610,0.378
15,0.004,126.589,2.272,225.785,-73.610,0.378
16,0.032,127.427,4.021,231.851,67.319,3.026
17,0.029,126.840,3.429,248.253,134.076,2.740
18,0.004,104.824,5.200,248.953,135.000,0.412
19,0.004,104.824,5.200,248.953,135.000,0.412
20,0.007,126.365,30.816,252.651,-142.374,0.633
21,0.006,113.398,3.696,244.798,-131.082,0.532
22,0.005,111.299,8.630,248.838,142.001,0.425
23,0.005,111.299,8.630,248.838,142.001,0.425
24,0.008,117.078,2.247,254.179,-163.836,0.752
