 ,Area,Mean,Min,Max,Angle,Length
1,0.007,119.327,47.773,219.812,40.400,0.653
2,0.007,119.327,47.773,219.812,40.400,0.653
3,0.006,127.443,10.350,224.464,-169.077,0.606
4,0.012,128.036,18.388,240.723,54.707,1.140
5,0.004,111.470,5.231,250.835,-9.162,0.329
6,0.004,111.470,5.231,250.835,-9.162,0.329
7,0.006,125.042,24.366,238.778,116.053,0.520
8,0.006,125.042,24.366,238.778,116.053,0.520
9,0.012,129.282,31.317,234.164,177.859,1.121
10,0.012,125.274,41.543,175.752,145.305,1.152
11,0.009,127.861,65.897,187.951,-137.490,0.852
12,0.009,122.388,69.323,164.793,-175.764,0.852
13,0.008,120.357,36.284,171.058,77.800,0.784
14,0.008,120.357,36.284,171.058,77.800,0.784
15,0.007,119.173,14.796,227.659,24.228,0.685
16,0.006,118.354,40.009,232.323,9.293,0.576
17,0.007,125.469,22.272,234.925,-159.944,0.695
18,0.007,116.891,7.751,243.505,-165.964,0.643
19,0.010,127.127,54.664,233.961,164.859,0.925
20,0.013,127.659,77.390,154.561,78.136,1.273
21,0.007,126.430,4.306,245.563,180.000,0.624
22,0.007,126.430,4.306,245.563,180.000,0.624
23,0.007,122.969,43.715,200.917,91.736,0.695
24,0.004,123.939,27.572,213.103,-107.969,0.403
25,0.004,123.939,27.572,213.103,-107.969,0.403
26,0.004,114.366,11.800,251.319,-77.471,0.392
27,0.005,124.866,25.592,247.787,-168.232,0.506
28,0.009,117.288,25.497,196.082,-140.194,0.815
29,0.006,129.370,24.226,201.851,158.009,0.584
30,0.007,150.275,22.287,247.364,-61.699,0.615
31,0.004,108.873,44.234,218.545,91.637,0.369
32,0.004,108.873,44.234,218.545,91.637,0.369
33,0.004,108.543,1.073,233.016,-175.101,0.370
34,0.010,104.164,2.568,245.354,-106.876,0.964
35,0.010,104.164,2.568,245.354,-106.876,0.964
36,0.004,112.807,18.553,253.154,-140.194,0.403
37,0.004,112.807,18.553,253.154,-140.194,0.403
38,0.004,112.807,18.553,253.154,-140.194,0.403
39,0.005,124.606,53.205,226.182,27.759,0.450
40,0.005,124.606,53.205,226.182,27.759,0.450
41,0.005,116.693,17.704,212.103,113.025,0.445
42,0.009,117.972,46.861,209.976,-166.675,0.815
43,0.007,122.661,5.519,225.001,166.809,0.684
44,0.007,123.516,26.042,236.566,59.349,0.649
45,0.007,123.516,26.042,236.566,59.349,0.649
46,0.008,124.288,58.589,230.387,177.580,0.738
47,0.007,122.551,51.113,234.353,65.695,0.711
48,0.003,105.709,20.555,225.343,45.000,0.301
49,0.003,105.709,20.555,225.343,45.000,0.301
50,0.004,122.058,53.794,224.551,35.707,0.417
51,0.004,122.058,53.794,224.551,35.707,0.417
52,0.003,111.143,0.000,252.730,-17.103,0.282
53,0.003,111.143,0.000,252.730,-17.103,0.282
54,0.007,115.917,45.225,242.829,177.316,0.667
55,0.007,115.917,45.225,242.829,177.316,0.667
56,0.023,125.203,35.279,222.548,161.128,2.156
57,0.013,127.473,24.442,241.580,-136.005,1.263
58,0.013,127.473,24.442,241.580,-136.005,1.263
59,0.007,110.811,0.192,240.175,59.621,0.693
60,0.012,125.386,19.042,234.793,-3.743,1.122
61,0.006,109.189,2.745,243.260,62.526,0.590
62,0.006,125.844,56.653,212.928,54.118,0.598
63,0.004,121.837,27.366,250.140,14.470,0.337
64,0.004,121.837,27.366,250.140,14.470,0.337
65,0.005,123.430,52.930,201.385,145.923,0.429
66,0.004,114.731,3.858,243.041,-73.443,0.399
67,0.004,115.043,12.852,214.113,-148.782,0.401
68,0.004,115.043,12.852,214.113,-148.782,0.401
69,0.008,126.538,12.879,236.516,-130.601,0.764
70,0.006,131.174,65.452,213.339,26.075,0.539
71,0.006,131.174,65.452,213.339,26.075,0.539
72,0.008,123.322,16.025,242.370,-12.529,0.770
73,0.007,124.089,25.294,245.050,-123.440,0.664
74,0.012,128.523,45.601,200.833,-2.726,1.092
75,0.006,119.632,11.483,243.276,-44.236,0.551
76,0.006,119.632,11.483,243.276,-44.236,0.551
77,0.005,120.241,28.937,237.809,-120.069,0.457
78,0.004,138.737,68.101,242.518,-143.427,0.405
79,0.004,138.737,68.101,242.518,-143.427,0.405
80,0.003,113.326,23.355,205.678,-127.304,0.272
81,0.003,113.326,23.355,205.678,-127.304,0.272
82,0.011,125.316,26.858,242.795,164.539,1.014
83,0.006,125.727,46.322,228.207,152.526,0.590
84,0.006,125.727,46.322,228.207,152.526,0.590
85,0.008,128.636,29.288,232.239,-155.624,0.730
86,0.005,128.750,59.034,231.796,-126.870,0.465
87,0.005,128.750,59.034,231.796,-126.870,0.465
