 ,Area,Mean,Min,Max,Angle,Length
1,0.007,127.660,54.962,215.080,130.179,0.621
2,0.010,126.018,51.926,225.530,-141.442,0.920
3,0.018,125.367,30.694,248.432,117.198,1.690
4,0.017,124.716,32.812,244.951,-63.268,1.603
5,0.007,112.777,30.487,236.322,95.807,0.615
6,0.007,112.777,30.487,236.322,95.807,0.615
7,0.004,113.274,13.222,255.000,-91.790,0.334
8,0.004,113.274,13.222,255.000,-91.790,0.334
9,0.004,121.049,13.387,247.693,-154.722,0.416
10,0.005,111.084,11.913,247.338,30.069,0.448
11,0.005,111.084,11.913,247.338,30.069,0.448
12,0.012,127.614,23.418,241.557,-136.450,1.169
13,0.004,116.225,29.380,241.556,-73.009,0.391
14,0.004,116.225,29.380,241.556,-73.009,0.391
15,0.007,120.292,21.604,219.067,60.376,0.610
16,0.005,127.645,21.452,238.052,31.430,0.443
17,0.004,107.604,12.565,236.667,161.565,0.338
18,0.004,107.604,12.565,236.667,161.565,0.338
19,0.006,122.598,58.533,225.843,74.846,0.519
20,0.007,127.306,51.741,233.185,176.634,0.710
21,0.004,113.829,18.556,240.750,-86.424,0.334
22,0.004,113.829,18.556,240.750,-86.424,0.334
23,0.008,127.048,4.486,247.702,32.005,0.786
24,0.008,127.048,4.486,247.702,32.005,0.786
25,0.005,139.788,13.593,246.852,-125.838,0.467
26,0.005,139.788,13.593,246.852,-125.838,0.467
27,0.005,120.408,2.222,254.200,77.196,0.469
28,0.003,119.555,0.993,231.050,164.055,0.303
29,0.003,119.555,0.993,231.050,164.055,0.303
30,0.009,128.487,65.829,202.936,-55.491,0.809
31,0.009,128.487,65.829,202.936,-55.491,0.809
32,0.009,133.751,1.079,234.288,120.466,0.822
33,0.008,127.384,1.273,220.150,-155.171,0.764
34,0.008,127.384,1.273,220.150,-155.171,0.764
35,0.007,123.065,0.000,249.547,-82.278,0.617
36,0.026,128.078,51.502,245.549,132.129,2.497
37,0.007,122.170,14.269,212.267,92.564,0.695
38,0.007,122.170,14.269,212.267,92.564,0.695
39,0.007,117.885,11.699,250.038,6.911,0.686
40,0.007,117.885,11.699,250.038,6.911,0.686
41,0.007,123.746,28.700,204.922,-142.374,0.633
42,0.007,124.321,35.768,235.596,161.565,0.690
43,0.008,122.995,21.179,250.111,-145.685,0.790
44,0.009,120.370,4.748,244.701,-65.898,0.870
45,0.009,123.485,1.782,240.055,114.677,0.845
46,0.011,126.531,17.059,233.947,107.496,1.006
