 ,Area,Mean,Min,Max,Angle,Length
1,0.005,127.200,36.430,222.829,105.593,0.462
2,0.005,127.200,36.430,222.829,105.593,0.462
3,0.005,120.213,11.550,233.465,141.340,0.464
4,0.005,120.213,11.550,233.465,141.340,0.464
5,0.003,118.559,7.666,254.019,-39.806,0.325
6,0.003,118.559,7.666,254.019,-39.806,0.325
7,0.007,115.520,26.790,225.735,-96.340,0.656
8,0.004,122.201,62.813,230.862,-176.730,0.361
9,0.004,122.201,62.813,230.862,-176.730,0.361
10,0.004,101.247,11.003,250.324,-95.194,0.348
11,0.004,101.247,11.003,250.324,-95.194,0.348
12,0.005,128.438,27.756,242.790,-126.870,0.467
13,0.005,128.438,27.756,242.790,-126.870,0.467
14,0.007,123.804,8.299,249.288,151.314,0.634
15,0.014,126.163,2.211,242.889,-111.463,1.315
16,0.005,134.797,14.445,250.368,157.166,0.423
17,0.005,134.797,14.445,250.368,157.166,0.423
18,0.007,124.405,32.864,240.726,12.995,0.697
19,0.005,126.052,37.333,234.692,108.800,0.514
20,0.005,126.052,37.333,234.692,108.800,0.514
21,0.005,121.114,0.736,204.810,-41.987,0.423
22,0.005,121.114,0.736,204.810,-41.987,0.423
23,0.004,118.716,30.789,229.127,49.764,0.345
24,0.004,118.716,30.789,229.127,49.764,0.345
25,0.004,123.350,44.375,226.512,-178.452,0.389
26,0.004,123.350,44.375,226.512,-178.452,0.389
27,0.014,125.070,3.371,227.478,-125.327,1.314
28,0.005,121.931,40.821,244.190,21.318,0.462
29,0.005,121.931,40.821,244.190,21.318,0.462
30,0.005,120.188,30.630,246.005,56.659,0.470
31,0.005,120.188,30.630,246.005,56.659,0.470
32,0.006,125.554,19.222,243.433,117.474,0.596
33,0.007,126.419,20.459,221.589,-155.344,0.702
34,0.021,128.078,25.961,221.729,46.874,2.034
35,0.020,126.686,33.740,244.565,52.237,1.872
36,0.005,123.975,44.267,199.187,-108.435,0.466
37,0.007,142.342,46.129,254.122,82.405,0.631
38,0.007,142.342,46.129,254.122,82.405,0.631
39,0.008,126.986,2.026,227.763,98.569,0.772
40,0.008,126.986,2.026,227.763,98.569,0.772
41,0.005,138.458,8.536,244.257,-138.814,0.443
42,0.005,138.458,8.536,244.257,-138.814,0.443
43,0.003,129.312,23.140,250.556,154.290,0.311
44,0.003,129.312,23.140,250.556,154.290,0.311
45,0.004,113.206,17.862,244.656,-159.444,0.356
46,0.003,112.308,28.232,248.120,49.899,0.256
47,0.003,112.308,28.232,248.120,49.899,0.256
48,0.004,125.683,10.800,233.044,-20.726,0.413
49,0.010,126.673,31.729,226.101,48.871,0.975
50,0.004,115.296,11.911,215.415,146.310,0.412
51,0.004,115.296,11.911,215.415,146.310,0.412
52,0.006,123.423,25.758,248.387,-35.272,0.528
53,0.006,123.423,25.758,248.387,-35.272,0.528
54,0.010,122.722,1.737,223.840,-52.651,0.992
55,0.010,122.722,1.737,223.840,-52.651,0.992
56,0.007,123.464,14.203,225.963,-52.765,0.664
57,0.003,109.526,1.556,188.111,115.463,0.248
58,0.003,109.526,1.556,188.111,115.463,0.248
59,0.004,114.351,7.610,187.350,-175.101,0.362
60,0.004,114.351,7.610,187.350,-175.101,0.362
