 ,Area,Mean,Min,Max,Angle,Length
1,0.003,99.600,5.454,243.188,-95.906,0.307
2,0.003,115.466,22.346,193.664,-157.380,0.268
3,0.003,115.466,22.346,193.664,-157.380,0.268
4,0.018,124.141,6.428,249.854,-33.111,1.726
5,0.004,127.134,18.877,255.000,158.749,0.400
6,0.004,127.134,18.877,255.000,158.749,0.400
7,0.002,116.867,1.227,224.773,-125.218,0.220
8,0.002,116.867,1.227,224.773,-125.218,0.220
9,0.003,137.329,23.868,247.648,-75.964,0.300
10,0.003,137.329,23.868,247.648,-75.964,0.300
11,0.003,102.890,29.477,220.417,-60.018,0.305
12,0.003,102.890,29.477,220.417,-60.018,0.305
13,0.015,131.474,58.507,242.642,-5.194,1.381
14,0.009,123.581,33.674,245.596,80.754,0.900
15,0.010,116.450,12.039,240.750,-97.046,0.937
16,0.008,122.824,35.440,230.184,-141.216,0.751
17,0.008,122.824,35.440,230.184,-141.216,0.751
18,0.011,122.199,30.453,247.283,45.807,1.041
19,0.011,130.083,3.312,251.753,-132.546,1.032
20,0.012,129.872,15.877,252.407,-86.820,1.127
21,0.005,122.266,0.436,243.751,21.541,0.431
22,0.005,122.266,0.436,243.751,21.541,0.431
23,0.007,124.601,8.326,248.387,83.946,0.698
24,0.007,123.141,0.164,253.112,-98.881,0.676
25,0.007,110.187,10.819,231.333,-49.764,0.710
26,0.008,119.832,4.048,243.706,-144.941,0.728
27,0.013,127.933,27.860,239.242,180.000,1.222
