 ,Area,Mean,Min,Max,Angle,Length
1,0.010,122.165,12.255,231.967,18.635,0.953
2,0.005,131.220,0.701,245.717,-75.069,0.488
3,0.006,113.977,30.733,236.349,177.917,0.570
4,0.004,114.741,17.740,238.811,73.443,0.404
5,0.004,114.741,17.740,238.811,73.443,0.404
6,0.017,126.490,7.991,225.748,69.574,1.613
7,0.007,126.706,13.113,233.088,-37.626,0.633
8,0.007,126.706,13.113,233.088,-37.626,0.633
9,0.016,126.211,43.921,233.466,95.268,1.479
10,0.004,114.997,35.333,250.028,-42.510,0.334
11,0.004,114.997,35.333,250.028,-42.510,0.334
12,0.005,116.308,9.333,242.311,2.726,0.431
13,0.005,116.308,9.333,242.311,2.726,0.431
14,0.008,125.188,18.434,229.520,-143.616,0.744
15,0.003,100.783,1.952,229.397,71.565,0.294
16,0.003,110.181,21.511,217.935,114.905,0.323
17,0.003,110.181,21.511,217.935,114.905,0.323
18,0.005,109.110,7.547,244.700,-177.455,0.472
19,0.007,122.791,19.830,237.768,125.311,0.617
20,0.004,122.622,22.074,243.749,-102.875,0.371
21,0.004,122.622,22.074,243.749,-102.875,0.371
22,0.004,126.350,15.451,233.040,28.072,0.348
23,0.004,126.350,15.451,233.040,28.072,0.348
24,0.006,124.713,56.531,247.738,-143.973,0.567
25,0.007,137.160,45.673,238.000,11.143,0.695
26,0.004,120.441,24.333,220.778,153.435,0.404
27,0.007,137.283,1.418,236.407,34.461,0.639
28,0.007,137.283,1.418,236.407,34.461,0.639
29,0.007,129.853,26.793,221.822,-122.619,0.624
30,0.010,124.018,18.136,232.667,146.129,0.921
31,0.014,123.265,7.517,205.082,-20.973,1.336
32,0.006,127.348,21.692,237.000,-141.340,0.534
33,0.006,112.989,45.993,213.680,-127.972,0.545
34,0.004,125.242,0.572,225.961,-139.236,0.404
35,0.005,109.993,2.572,227.791,49.086,0.423
36,0.005,127.124,2.795,250.803,21.801,0.449
37,0.004,111.956,1.917,237.352,-47.490,0.334
38,0.004,111.956,1.917,237.352,-47.490,0.334
39,0.006,115.069,0.786,243.331,127.504,0.564
40,0.005,109.772,11.405,253.096,-111.318,0.462
41,0.005,109.772,11.405,253.096,-111.318,0.462
42,0.004,118.995,19.512,222.111,110.556,0.356
43,0.004,118.995,19.512,222.111,110.556,0.356
44,0.006,129.088,40.483,252.222,-58.861,0.586
45,0.005,113.785,3.469,230.388,-163.301,0.435
46,0.003,112.365,1.885,233.311,126.027,0.283
47,0.003,112.365,1.885,233.311,126.027,0.283
48,0.003,124.445,25.510,253.550,-131.634,0.256
49,0.003,99.824,14.905,248.481,-92.045,0.292
50,0.005,119.443,26.308,235.758,127.405,0.445
51,0.003,110.550,22.557,240.576,-93.945,0.306
