 ,Area,Mean,Min,Max,Angle,Length
1,0.005,109.721,36.478,231.891,-21.318,0.462
2,0.004,110.254,18.780,223.872,-65.695,0.354
3,0.004,110.254,18.780,223.872,-65.695,0.354
4,0.004,111.311,29.874,237.762,-136.081,0.383
5,0.004,119.893,21.889,237.259,162.646,0.347
6,0.005,114.802,25.889,234.732,163.301,0.435
7,0.007,120.898,55.750,196.760,-54.567,0.667
8,0.007,120.898,55.750,196.760,-54.567,0.667
9,0.013,125.740,30.393,241.943,78.598,1.261
10,0.004,118.959,27.753,195.052,-112.479,0.330
11,0.004,115.774,32.444,201.944,137.490,0.334
12,0.004,115.774,32.444,201.944,137.490,0.334
13,0.004,119.560,9.644,230.407,109.359,0.413
14,0.011,126.260,29.687,232.001,159.717,1.019
15,0.003,112.968,11.126,244.731,114.905,0.323
16,0.003,99.599,25.852,238.170,-65.225,0.305
17,0.003,99.599,25.852,238.170,-65.225,0.305
18,0.008,119.509,21.899,215.678,-57.653,0.736
19,0.006,120.769,35.036,220.000,146.592,0.582
20,0.006,120.769,35.036,220.000,146.592,0.582
21,0.008,122.454,22.100,222.662,17.904,0.716
22,0.007,125.960,16.612,221.727,-67.521,0.647
23,0.006,115.918,7.507,251.092,-158.806,0.549
24,0.006,115.918,7.507,251.092,-158.806,0.549
25,0.013,124.968,14.523,209.040,-154.323,1.205
26,0.007,121.506,53.597,193.657,13.191,0.684
27,0.006,127.289,28.550,223.682,-57.529,0.543
28,0.006,117.860,55.059,166.220,-119.358,0.572
29,0.006,117.860,55.059,166.220,-119.358,0.572
30,0.007,120.348,40.407,216.003,-165.124,0.691
31,0.021,125.015,0.707,252.704,161.012,2.042
32,0.007,121.384,1.444,236.778,-90.000,0.625
33,0.006,118.372,0.969,245.521,13.299,0.586
34,0.010,116.503,8.814,219.720,22.620,0.947
35,0.006,114.073,15.453,247.889,-175.601,0.543
36,0.006,114.073,15.453,247.889,-175.601,0.543
37,0.006,124.436,3.297,250.555,114.274,0.578
38,0.006,124.436,3.297,250.555,114.274,0.578
39,0.008,124.516,34.445,244.347,-164.962,0.721
40,0.008,111.105,17.175,183.402,-162.072,0.742
