 ,Area,Mean,Min,Max,Angle,Length
1,0.005,124.670,30.574,226.575,15.593,0.472
2,0.003,118.954,24.190,232.747,-154.290,0.317
3,0.003,118.954,24.190,232.747,-154.290,0.317
4,0.004,117.286,3.660,251.040,110.136,0.332
5,0.003,116.228,20.719,243.652,-43.603,0.301
6,0.003,116.228,20.719,243.652,-43.603,0.301
7,0.004,115.754,19.003,220.991,-133.919,0.391
8,0.004,115.754,19.003,220.991,-133.919,0.391
9,0.011,127.611,10.313,234.145,84.588,0.997
10,0.004,125.116,70.588,182.975,-147.095,0.421
11,0.004,125.116,70.588,182.975,-147.095,0.421
12,0.007,121.300,38.333,242.055,93.576,0.668
13,0.007,121.300,38.333,242.055,93.576,0.668
14,0.005,125.500,27.920,237.250,63.435,0.507
15,0.004,111.270,25.563,203.683,-104.036,0.337
16,0.004,111.270,25.563,203.683,-104.036,0.337
17,0.004,108.012,7.603,233.428,153.435,0.349
18,0.004,108.012,7.603,233.428,153.435,0.349
19,0.004,106.948,2.935,183.880,95.042,0.356
20,0.004,106.948,2.935,183.880,95.042,0.356
21,0.010,126.059,13.592,225.812,135.444,0.953
22,0.002,101.597,2.545,208.230,-138.814,0.222
23,0.002,101.597,2.545,208.230,-138.814,0.222
24,0.005,121.755,27.641,244.722,-165.324,0.454
25,0.012,129.333,52.702,214.790,20.026,1.180
26,0.008,127.803,40.137,218.313,14.621,0.747
27,0.006,125.974,5.931,246.320,116.114,0.596
28,0.006,125.974,5.931,246.320,116.114,0.596
29,0.012,124.773,22.955,241.767,-130.941,1.145
30,0.010,126.113,21.634,244.589,-21.084,0.930
31,0.008,122.020,32.716,229.339,-90.000,0.752
32,0.006,118.972,7.899,226.418,150.642,0.572
33,0.004,122.919,39.398,242.326,-151.390,0.387
34,0.004,122.919,39.398,242.326,-151.390,0.387
35,0.005,119.769,32.014,232.064,-21.038,0.440
36,0.005,119.769,32.014,232.064,-21.038,0.440
37,0.006,125.641,13.881,238.503,166.759,0.540
38,0.006,125.641,13.881,238.503,166.759,0.540
39,0.007,119.286,35.990,232.307,-172.278,0.616
40,0.012,120.963,0.496,230.666,89.474,1.135
41,0.012,124.937,19.337,222.941,154.581,1.161
42,0.012,124.937,19.337,222.941,154.581,1.161
43,0.005,121.439,42.577,248.966,-60.422,0.438
44,0.005,121.439,42.577,248.966,-60.422,0.438
45,0.009,125.151,54.129,222.747,162.204,0.893
46,0.009,120.240,32.365,218.019,177.207,0.852
47,0.005,129.456,5.225,244.159,51.710,0.505
48,0.003,92.769,9.799,196.342,-150.524,0.273
49,0.003,92.769,9.799,196.342,-150.524,0.273
50,0.010,129.962,0.000,232.481,-5.528,0.968
51,0.010,129.962,0.000,232.481,-5.528,0.968
52,0.013,124.748,11.518,179.507,36.964,1.265
53,0.003,108.482,5.716,234.485,-124.287,0.275
54,0.003,108.482,5.716,234.485,-124.287,0.275
55,0.003,116.576,3.846,251.920,-91.790,0.327
56,0.003,116.576,3.846,251.920,-91.790,0.327
57,0.004,101.351,13.884,251.902,-173.290,0.357
58,0.003,111.738,1.043,252.057,-33.179,0.327
59,0.003,111.738,1.043,252.057,-33.179,0.327
60,0.004,118.564,74.304,217.697,-145.840,0.346
61,0.007,125.633,31.068,245.572,20.973,0.669
62,0.003,125.683,23.502,238.565,-112.166,0.306
63,0.003,125.683,23.502,238.565,-112.166,0.306
64,0.004,112.617,52.461,231.995,-156.615,0.419
65,0.004,119.365,19.258,245.868,83.991,0.399
66,0.003,118.361,3.233,251.946,111.801,0.274
67,0.003,118.361,3.233,251.946,111.801,0.274
68,0.004,110.191,13.571,209.315,-68.839,0.350
69,0.004,110.191,13.571,209.315,-68.839,0.350
70,0.005,120.283,7.978,215.064,-152.879,0.476
71,0.004,114.910,12.991,254.508,-55.008,0.386
72,0.004,96.774,6.462,254.597,-104.470,0.337
73,0.004,96.774,6.462,254.597,-104.470,0.337
74,0.005,129.712,1.258,255.000,52.125,0.465
75,0.010,131.200,32.199,243.607,-57.002,0.952
76,0.012,127.951,43.222,235.153,24.664,1.123
77,0.008,126.187,27.373,238.902,-67.126,0.725
78,0.008,126.187,27.373,238.902,-67.126,0.725
79,0.012,125.029,37.241,240.500,41.424,1.176
80,0.006,119.435,52.815,234.635,24.702,0.578
81,0.006,119.435,52.815,234.635,24.702,0.578
82,0.008,125.369,73.718,168.488,-63.789,0.761
83,0.003,117.744,11.535,250.296,-157.068,0.292
84,0.004,111.878,6.393,201.294,-43.781,0.351
85,0.004,111.878,6.393,201.294,-43.781,0.351
