 ,Area,Mean,Min,Max,Angle,Length
90,0.004,115.553,39.222,201.778,-82.875,0.420
91,0.004,130.863,24.033,218.222,-77.125,0.371
92,0.004,130.863,24.033,218.222,-77.125,0.371
93,0.010,130.355,69.364,212.858,-28.258,0.944
94,0.007,123.339,60.424,179.498,-113.682,0.653
95,0.007,123.339,60.424,179.498,-113.682,0.653
96,0.006,118.730,0.000,239.494,-141.667,0.564
97,0.011,119.289,60.667,192.068,120.669,1.034
98,0.007,116.447,30.834,247.751,-65.556,0.628
99,0.005,124.942,48.024,230.287,-46.848,0.452
100,0.005,124.942,48.024,230.287,-46.848,0.452
101,0.006,122.824,15.665,204.465,139.185,0.601
102,0.006,122.824,15.665,204.465,139.185,0.601
103,0.007,116.159,37.695,197.433,110.659,0.681
104,0.007,116.159,37.695,197.433,110.659,0.681
105,0.004,129.208,23.908,203.896,-81.027,0.409
106,0.009,130.029,17.343,247.850,13.392,0.899
107,0.009,130.029,17.343,247.850,13.392,0.899
