 ,Area,Mean,Min,Max,Angle,Length
1,0.004,105.985,26.317,219.474,-121.504,0.382
2,0.004,105.985,26.317,219.474,-121.504,0.382
3,0.006,114.569,7.515,204.447,-68.405,0.535
4,0.006,114.569,7.515,204.447,-68.405,0.535
5,0.016,126.805,1.623,229.574,-96.597,1.541
6,0.016,126.805,1.623,229.574,-96.597,1.541
7,0.004,116.080,18.131,230.121,-132.397,0.331
8,0.004,116.080,18.131,230.121,-132.397,0.331
9,0.037,126.241,47.773,219.547,-151.779,3.541
10,0.032,128.725,43.954,226.914,55.603,3.041
11,0.032,128.725,43.954,226.914,55.603,3.041
12,0.012,124.412,63.281,218.223,48.323,1.145
13,0.004,118.169,2.195,225.156,63.435,0.349
14,0.004,118.169,2.195,225.156,63.435,0.349
15,0.006,131.039,71.754,219.443,-41.082,0.543
16,0.006,121.445,1.350,212.586,-132.825,0.582
17,0.046,129.465,16.751,212.889,123.161,4.375
