 ,Area,Mean,Min,Max,Angle,Length
1,0.007,120.011,8.202,249.525,-53.842,0.675
2,0.005,117.668,0.228,250.437,-139.686,0.453
3,0.004,114.675,27.550,220.659,-90.000,0.389
4,0.004,114.675,27.550,220.659,-90.000,0.389
5,0.004,117.005,52.663,205.152,-21.801,0.387
6,0.004,117.005,52.663,205.152,-21.801,0.387
7,0.003,102.862,22.344,223.015,-96.340,0.279
8,0.003,102.862,22.344,223.015,-96.340,0.279
9,0.005,119.685,21.482,248.776,-50.906,0.425
10,0.005,119.685,21.482,248.776,-50.906,0.425
11,0.003,100.566,25.096,246.812,-30.256,0.286
12,0.003,100.566,25.096,246.812,-30.256,0.286
13,0.005,111.820,15.910,251.440,-146.310,0.451
14,0.013,124.582,19.610,244.931,-70.801,1.234
15,0.009,120.132,53.698,239.441,-171.870,0.813
16,0.015,130.115,40.325,243.908,-24.050,1.386
17,0.006,119.705,10.480,224.758,-95.711,0.531
18,0.006,119.705,10.480,224.758,-95.711,0.531
19,0.005,133.897,11.460,241.846,-127.147,0.436
20,0.005,133.897,11.460,241.846,-127.147,0.436
21,0.020,126.914,7.926,252.531,35.248,1.912
22,0.023,125.483,14.023,230.360,18.435,2.240
23,0.004,118.059,33.354,251.747,-121.264,0.343
24,0.011,129.006,36.424,178.871,65.799,1.020
25,0.014,125.747,20.986,231.144,50.774,1.323
26,0.014,125.747,20.986,231.144,50.774,1.323
27,0.021,123.128,9.519,249.716,27.913,1.982
28,0.005,119.092,18.859,235.721,123.690,0.451
29,0.003,110.023,2.877,247.009,-49.185,0.306
30,0.003,137.189,24.011,246.704,-78.690,0.327
31,0.005,124.350,4.632,218.253,-148.570,0.443
32,0.006,118.853,15.994,234.933,-107.176,0.597
