Elapsed,PC9-UT,PC9-A/E,PC9-E,AXL KO-UT,AXL KO-A/E,AXL KO-E,Kin-UT,Kin-A/E,Kin-E,Kdead-UT,Kdead-A/E,Kdead-E,M4-UT,M4-A/E,M4-E,M5-UT,M5-A/E,M5-E,M7-UT,M7-A/E,M7-E,M10-UT,M10-A/E,M10-E,M11-UT,M11-A/E,M11-E,M15-UT,M15-A/E,M15-E
57,1.9,0.6,0.6,4.2,1.3,1.2,40.5,14.4,17.3,34.4,8.7,10.2,31.8,15.6,12.7,33.1,16.1,14.4,59.1,28.6,23,63.7,24.6,25.4,69.3,38.1,27.2,33.6,9.7,10.9
60,2.4,0.4,0.8,3.9,1.3,0.9,45.8,15.5,17.6,37.1,8.9,10.4,32.9,15.1,13.3,37.9,16.1,14.5,64.9,29.2,24.4,70.3,25.8,26.3,76.4,42.3,28.7,34.8,9.7,10.6
63,2.4,0.7,0.7,4.1,1.1,1.1,48.5,16.5,19.9,37.8,9,10.7,35.7,15.1,13.7,39.1,17.9,16,72.4,30.8,25.6,76.9,28.6,27.4,85.9,43.7,31.9,38.9,11.6,11.8
66,3.3,1.2,0.8,4.2,1.3,1,50.7,18.1,21.1,42.3,7.8,10.2,37.9,16.1,13.3,43.1,19.1,18.6,82.6,34.2,28.5,86.2,28.9,29.3,97.5,46.8,30.9,41,10.8,12.5
69,2.2,1.3,0.6,3.6,1.1,1.1,52.6,16.8,20.8,42.9,8,10.6,39.6,18,15.2,43.6,20.5,17.4,85.9,36.2,26.2,91.2,30.4,28.3,103.7,46.8,31.4,43.8,11.3,12.7
72,2.6,1.8,0.6,3.4,1.2,1.1,53.9,18.9,23.2,47,8.3,10.8,43.6,18.7,14.8,47.8,22.4,18.6,91.9,39.7,27.2,100.2,31.9,29.6,114.3,49.3,32.3,47.9,11.3,13.3
75,2.6,1.2,0.8,2.9,1.3,1.1,58.6,21.5,22.5,50.1,8.7,10.1,46.6,18.2,14.6,51.6,22,19.3,99.6,40.8,27.7,111.5,31.2,28.3,123.8,53.8,32.4,54.6,12,12.4
78,3.3,0.9,1,3.1,1.6,1.3,62.1,22.3,23.1,50,9.9,10.8,49.7,20,15.7,52.2,22.1,18.9,104,40.8,29.3,117.9,34.4,27.9,134.8,55.1,34.8,59.9,12.3,11.7
81,3,1.3,1.1,3.1,1.3,1.4,69.6,23.3,24.6,56.9,10.1,9.9,54.3,20.4,15.9,55.1,23.4,18.4,113.2,43.4,33.2,130.8,36,29.6,147.9,57.2,35.3,64.4,12.4,13.1
84,3.7,1.8,1.3,3.6,1.6,1.3,73.1,25.1,26.7,59.5,9,9.9,57.1,20.1,16.1,60.3,22.8,17.8,121.7,43.2,32.8,138.9,36.3,30.1,165.4,59.8,35.9,69.3,11.8,12.8
87,4.6,2.3,1,3.6,1.7,1.6,78.5,26.7,29.2,66.1,9,10.4,61.1,20.7,16.2,63.9,25.4,18.5,134.3,48.6,33.4,150.1,38.8,30.8,181,62.3,36.4,75.7,12.8,12.7
90,4.7,2.3,1.3,4.2,1.4,1.7,79.7,28.6,28.9,64.5,8.7,10.6,65.2,23.6,16.9,72.1,26.7,20.1,144.1,48.2,34.2,164.8,40.4,32.7,191.8,66.2,37.6,82,12.7,11.7
93,6.4,2.8,1.4,4.6,1.5,1.5,89.3,30.6,29.2,71.2,9.1,10.2,74.5,24.6,19.6,80,27.2,20.9,159.3,50.5,36,178.8,40.1,34.6,214.1,69.2,38.1,91.7,14.5,13.6
96,6.9,2.5,1.6,4,1.6,2,95.9,30.9,30,75.9,9.1,10.4,77.5,23.2,18.2,84.6,28.4,20.1,173.9,51,36.9,196.2,41.9,34.6,230.4,69.9,37.6,96,16,13.5
99,7.6,2.8,1.8,3.6,1.7,2.1,112.1,32.4,32.3,87.9,8.9,9.9,91.7,25.1,19.9,92.7,27.9,20.3,198.6,53.8,38.1,217.9,44.8,34.5,248.9,74.1,40.9,107.1,16.8,13.3
102,7.8,2.6,2.7,4.1,1.9,2.1,129.2,35.5,34.2,98.1,9.3,10.7,97.4,25.4,20.9,102.2,29.2,22.5,218.4,54.6,39.7,231.3,44.6,33.4,271.6,72,43,116.3,15.9,13.2
105,5.9,3.4,1.9,5.2,1.7,2.3,149.8,35.2,36.3,106.5,8.7,10.7,112.2,26.1,20.2,111.1,31.3,21.4,234.2,57.8,42.6,254.8,46.1,35.6,288.7,76.6,45.6,127.7,16.8,13.3
108,5.4,3.2,3.1,4.8,2,2.9,168.9,37.1,39.2,121.7,8.6,11.5,121.5,27.8,21.9,124.6,33.1,23.4,258.9,62.2,44.8,270.2,47.2,36.9,312.2,80.4,44.2,147.8,16.4,13.6
111,6.1,4.2,3.1,5.4,2.2,2.7,187.6,39.2,39.8,133.9,9.1,11.6,133.2,29.2,21.3,138.6,32.9,23.3,275.6,63.5,47.8,292.9,48.9,37.3,327.1,82.2,45.9,165.1,16.8,14
114,4.3,4,3.1,5.7,2.3,3,200.3,42.2,40.9,147.4,9.3,12.1,147.4,30.1,20.3,151.4,34.8,23.8,281.8,67.4,47.7,303.2,49.1,38.7,333.2,85.8,47.7,180.6,15.6,13.7
117,4.2,4.2,3.1,6.4,2.4,2.4,209.8,43.5,45.1,158.2,9.4,12.6,154.9,31.5,21.3,162.4,35.8,24.8,284.6,70.1,49.4,322.2,52.5,38.7,340.4,89.4,49.6,193.7,17.3,14.8
120,4.1,3.3,3.4,5.4,2.7,2.7,213.3,45.9,44.8,174.7,10,12.1,161.9,33.1,23.3,169.3,37.1,24.9,289.7,73.2,52.2,325.7,53.5,39.8,343.3,89.1,48.4,202.7,17.8,14.1
123,3.2,4.7,3.5,6.1,2.5,2.9,211.1,47.2,46.3,179.8,10.3,12.1,169.6,33.9,23.7,176.2,38.4,27.3,288.9,74,54.4,337.2,55.4,42.6,345.9,90.2,51.1,212.9,17.7,14.3
126,3.8,3.7,3.3,6.4,3.3,2.6,210.6,50.4,47.7,190.1,11.1,12.6,174,36.6,24.7,181.3,40.8,28.9,286.7,77.8,55.2,347.1,58.3,44.3,350.9,92.3,53.3,220.7,18.3,14.2
129,3.5,4.2,4.5,6.5,2.8,2.8,207.7,52,50.8,191.3,12.9,12.7,172.8,40.2,25.1,181.7,42.8,30.9,284.1,81.8,55.5,350.6,59.8,45.2,344.6,93.9,53.9,222.1,17.9,14.7
132,3.7,4.4,4.3,7.7,3.2,2.8,198.9,56.2,51.9,193.1,11.6,12.9,177,40.6,26,184.3,43.6,31.3,280.6,84.4,59.5,355.4,61.2,44.8,347.1,98.8,55.6,226.2,17,16.2
135,3.6,4.7,4.8,6.8,3.3,2.8,195.6,58.1,51.9,192.1,12,14.7,171.6,41,27.3,182,43.1,30.9,275.8,88.9,59.5,347.8,63.3,45.8,341.4,98.8,58.1,219.4,17.4,16.4
138,4.3,4.8,4.8,7,3.5,4,193.9,60.5,52.4,200.3,13.8,15.1,173.9,44,29.4,184,50.1,33.7,276.1,92,61.3,347.8,67.4,47.8,347,102.7,60.4,221.8,20.3,17.3
141,5.6,5.8,4.8,9.3,4.4,4.7,193.4,60.7,55,207.3,13.9,16,175.5,48.4,30.8,188,50.3,33.7,280.9,96.8,65.4,360.5,68.4,51.7,355.6,106.6,62.9,226.4,20.8,17.6
144,5.3,6.5,6.3,9.6,4.4,5.1,185.6,64.4,57.1,196.4,14.6,17.1,169.6,51.1,32.7,186.4,53.2,37.1,270.8,101.9,67.8,350.4,71.9,54.2,344.9,108.8,63.6,221.6,20.7,18.4
147,5.3,7.4,6,8.1,4.7,4.9,182.9,67.9,61.2,190.3,15.4,18.6,168,50.6,33,182.6,52.8,36.8,267.3,101.4,67.6,342.1,72.3,53.7,336.9,110.7,65.9,217.9,20.3,18.6
150,6.3,7.4,6.8,8.7,5,5.2,179.4,72.6,61.8,190.4,15.7,19.7,166.8,51.8,34.7,180.3,53.9,40.4,264.1,107.7,69.9,337.3,74.6,55.8,340.4,112.4,65.9,221,20.5,19.7
153,6.5,7.6,6.6,7.8,5.2,5.2,179.4,73.7,62.5,191.2,16.6,20,163,53.1,36.4,177.9,53.7,37.4,264.9,105.3,71.3,333.7,75.2,57.1,333.6,117.1,68.2,220,19.4,19.6
156,6.9,7.8,7.1,9.9,5.8,5.6,176.1,74.8,63.2,190.6,17.3,19.7,162.8,56,37.1,175.9,55,39.4,262.1,106.1,73.9,334,77.6,58.2,330.9,118.1,68.9,219.1,21.9,19.8
159,6.7,8.3,7.1,8.5,5.9,5.9,171.8,73.4,65.2,185.1,17.2,21.1,159.9,54.5,37.7,171.7,55.4,40.2,253.3,107,71.9,331.6,77.6,58.1,318.5,121.5,70.9,210.7,21.4,20.1
