Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
30,0.031782665,0.038850795,0.03376994,0.068427665,0.03333288,0.055233832,1.8183045,1.5356685,1.566666,1.3129575,0.79673155,0.9568947,1.412478,0.88101645,1.07743535,1.663373,1.4470405,1.676355,2.263385,1.83703,1.8141325,3.2668475,3.123047,3.022741,2.009506,1.937411,1.930903,1.9326035,1.552338,1.8792135
33,0.03398164,0.044225305,0.038174715,0.07245001,0.020555615,0.058395718,2.000922,1.609471,1.676983,1.413837,0.82974365,0.9977532,1.58815,0.9304525,1.1246788,1.841872,1.547838,1.7933035,2.465274,1.9133795,1.952941,3.653682,3.38342,3.268862,2.153327,2.0291945,2.133864,2.1900815,1.6879505,1.91928
36,0.028777865,0.0341592,0.046895485,0.06822962,0.02076049,0.06218584,2.0275555,1.631706,1.662451,1.465417,0.86058385,1.0537795,1.5593515,0.99334175,1.1630175,1.8899835,1.587119,1.834578,2.593586,1.9381555,2.007293,4.0195375,3.4869905,3.359109,2.244441,2.1462725,2.1683785,2.228461,1.717575,1.906127
39,0.02941297,0.044696515,0.05771962,0.07901961,0.02846372,0.0635039,2.14014,1.6375655,1.804073,1.586661,0.90203645,1.067574,1.699526,1.1220155,1.243533,2.077961,1.775056,1.8923325,2.785156,2.166275,2.1448385,4.303704,3.6842085,3.616286,2.5696225,2.261186,2.4737965,2.5455705,1.9042285,2.096311
42,0.02845689,0.04325557,0.067498905,0.102375145,0.036207935,0.06618089,2.292272,1.7878265,1.8788655,1.827626,0.9994129,1.089516,1.854342,1.082598,1.262941,2.27285,1.8979185,1.9777505,3.060308,2.2930575,2.310875,4.7250735,3.8460375,3.8784215,2.8994485,2.414882,2.498054,2.762825,2.127998,2.1988435
45,0.022256065,0.052044635,0.066105765,0.10766774,0.03835227,0.07274368,2.4908625,1.923726,2.000444,1.924941,0.99302765,1.1199805,1.958718,1.1639465,1.24074,2.4308205,1.963942,1.9784195,3.2228405,2.2540635,2.4616,5.1655515,4.0521675,3.950974,3.015461,2.6050115,2.6726535,3.177304,2.168447,2.1987475
48,0.03491723,0.049476885,0.068338885,0.10230005,0.02894176,0.06968424,2.682255,1.938572,2.054469,2.01654,0.98393765,1.134547,1.9906235,1.1164975,1.239961,2.3954735,2.0298635,1.963485,3.38663,2.3535495,2.5039745,5.1901425,4.094542,4.060724,3.269545,2.564016,2.656407,3.3621065,2.312302,2.205918
51,0.031973885,0.056155755,0.065299935,0.100196685,0.038802995,0.070449095,2.7874985,2.08703,2.237421,2.1909965,1.0317145,1.1409595,2.209606,1.255764,1.345232,2.6093065,2.1642335,2.083807,3.5901985,2.427632,2.693489,5.734948,4.359737,4.363841,3.5152765,2.8194245,2.8160715,3.6216675,2.50254,2.2788935
54,0.041234155,0.05132075,0.06971154,0.081560045,0.035265515,0.0769504,2.93526,2.2188045,2.3068385,2.273704,1.0255338,1.0945215,2.250519,1.2999345,1.3431215,2.778225,2.2484905,2.102812,3.8368115,2.5875695,2.734498,6.1661865,4.3775405,4.364558,3.8683555,2.938572,2.893015,3.671281,2.5707495,2.2578945
57,0.01693619,0.05369045,0.075488965,0.10292148,0.047168655,0.075591385,3.081594,2.3627145,2.4812405,2.468258,1.0615918,1.106855,2.539875,1.4923375,1.4497855,2.962221,2.419799,2.2340475,4.3244645,2.7877375,2.9110235,6.490541,4.5898435,4.606329,4.2475135,3.218251,3.120841,4.0762815,2.688292,2.313504
60,0.03807911,0.05397044,0.06908326,0.099978155,0.035743555,0.071418835,3.1522755,2.393049,2.5150785,2.5387415,1.0430645,1.083192,2.557904,1.4883565,1.448447,3.0754135,2.596379,2.2653995,4.4900905,2.9071245,2.954457,7.104772,4.872555,4.669471,4.6278955,3.27494,3.1882305,4.428847,2.740186,2.345785
63,0.036317195,0.05638112,0.07757184,0.1029898,0.033742625,0.075352365,3.304066,2.5771345,2.753189,2.8620865,1.10658865,1.1073125,2.836852,1.6257375,1.6078725,3.3421795,2.7377215,2.4656155,5.0394995,3.132519,3.148048,7.616491,5.155758,4.9577205,5.1388425,3.4515265,3.3912055,4.935861,2.9113855,2.4268805
66,0.032096805,0.05328753,0.06737598,0.088436955,0.03480113,0.079087925,3.383789,2.6712055,2.784002,3.059461,1.08171695,1.1030785,2.9835485,1.643514,1.614039,3.498013,2.7866725,2.4776555,5.3466935,3.24733,3.2325445,8.065491,5.3382255,5.15205,5.6020265,3.680746,3.495554,5.2749335,2.9258975,2.41564
69,0.04426628,0.06542968,0.07411631,0.08893549,0.037034255,0.08354731,3.5950265,2.859211,2.9673295,3.4747325,1.14882675,1.123402,3.227047,1.7678175,1.707243,3.608897,3.0211835,2.591435,5.801737,3.4505915,3.5173935,8.9152235,5.820442,5.438039,6.3684305,3.937896,3.6937005,5.523376,3.070237,2.5133645
72,0.0407288,0.06725989,0.086169685,0.08881255,0.058559605,0.084892655,3.666391,3.0139385,2.951848,3.5439045,1.1316311,1.04826125,3.3132715,1.88816,1.690703,3.9273725,3.1518385,2.587112,6.0692125,3.553977,3.5175715,9.071529,6.027439,5.4324805,6.973947,4.273431,3.76247,5.863629,3.133953,2.578487
75,0.05558894,0.0741368,0.092691485,0.083636085,0.04678622,0.083718025,3.9639765,3.2942455,3.065409,3.8984305,1.20561075,1.05020085,3.714625,1.971734,1.7833465,4.263166,3.2874645,2.7051465,6.7234275,3.881146,3.716797,9.7597055,6.481718,5.6197965,7.792709,4.434707,4.0547555,6.260653,3.265502,2.6300605
78,0.04833643,0.075803105,0.09314223,0.076718195,0.056715745,0.0868526,4.1213735,3.4395005,3.1705435,3.95839,1.16310655,1.00166645,3.871804,2.008427,1.7910705,4.4784955,3.524885,2.63032,6.7787915,3.9217385,3.875389,10.1298025,6.6714175,5.745021,8.1937485,4.6245355,4.1571855,6.5196405,3.332366,2.60355
81,0.04604185,0.09060861,0.096454335,0.079941545,0.061543925,0.08399803,4.396655,3.7907695,3.2819875,4.4353625,1.2268015,1.0469845,4.084039,2.166186,1.861198,4.7115385,3.573392,2.7727135,7.2794125,4.376912,4.1595825,11.0137,7.1253615,5.9101215,9.341386,4.930063,4.418522,7.0090275,3.410539,2.587023
84,0.067649145,0.091141285,0.10142593,0.09425537,0.054933345,0.084482885,4.7008035,3.906011,3.501113,4.5802895,1.1955993,0.9740287,4.2844665,2.2318205,1.799538,4.9521895,3.631904,2.8800875,7.5943235,4.618,4.310547,11.657845,7.328425,6.053499,10.117602,5.211791,4.494127,7.379712,3.589359,2.649189
87,0.05016663,0.099725445,0.1187172,0.090806635,0.047824245,0.088921805,5.0366585,4.273683,3.716524,5.0254655,1.2591577,0.987523,4.578801,2.492447,1.9780375,5.515939,3.727662,3.013269,8.451226,4.9392005,4.562432,12.830015,7.804762,6.2356315,11.458185,5.7850675,4.782882,8.100374,3.7391895,2.7259475
90,0.05627185,0.10404145,0.108289155,0.0957919,0.043112165,0.093531465,5.033633,4.319671,3.7517825,5.2750285,1.2297241,0.98755715,4.8177585,2.4176955,2.014532,5.6750575,3.954764,2.9563415,8.6694095,5.078036,4.821412,13.023365,8.0118625,6.299381,12.312075,5.923275,4.8692015,8.283544,3.8431075,2.745636
93,0.06562773,0.1096482,0.11298078,0.109354495,0.0743485,0.096037755,5.470266,4.708219,3.938763,5.510421,1.3225595,1.03105195,5.185123,2.612045,2.1740395,6.0041515,4.260626,3.147509,9.1662135,5.511418,4.9427375,14.20666,8.7506005,6.5827005,13.492585,6.5090355,5.027917,9.028593,4.1329145,2.9303225
96,0.061700995,0.100749845,0.1209162,0.10656822,0.05800644,0.094951945,5.543788,4.918686,3.9955475,5.7688825,1.26792,0.9772318,5.200639,2.656209,2.139614,6.2410945,4.1860725,3.124057,9.555405,5.67617,5.0731875,14.41044,8.950043,6.6403245,14.675085,6.8781345,5.2061705,9.4586635,4.130101,2.929373
99,0.069663735,0.1162041,0.1459107,0.1233883,0.04824082,0.103747835,5.8342165,5.2481565,4.3031305,6.419799,1.3973855,1.0420335,5.4140215,2.812097,2.240808,6.390659,4.493929,3.2331525,10.342005,5.9727105,5.3165495,15.369515,9.567401,7.0557735,16.43381,7.198672,5.3751225,10.1532945,4.3641625,3.1819
102,0.071282235,0.1223708,0.1356466,0.10796136,0.05135489,0.09666603,5.876953,5.4641265,4.5407085,6.799927,1.3674535,1.062848,5.650397,2.942342,2.246073,6.7645525,4.488206,3.215226,10.49296,6.1324435,5.317745,15.800705,9.924218,7.2868495,17.543955,7.609313,5.579457,10.2625905,4.443175,3.182665
105,0.059358605,0.1376885,0.14306295,0.1289677,0.059406415,0.110303765,6.313347,5.827326,4.9819645,7.313429,1.3597365,1.0868045,6.0261895,3.1373945,2.332762,7.060581,4.797585,3.4491505,11.496335,6.5671705,5.743881,16.74499,10.7849715,7.7300995,19.182185,8.2053645,5.752376,11.13088,4.58774,3.386883
108,0.062028785,0.14227085,0.13254615,0.119031365,0.043624345,0.098653315,6.4822715,6.0455845,5.0421425,7.641226,1.3725005,1.0047601,6.07639,3.223783,2.4004795,7.4545455,4.971099,3.439296,11.9178,6.841203,5.914172,16.882715,11.181115,7.7501705,20.223065,8.410545,5.968299,11.18144,4.6529995,3.463956
111,0.06743744,0.1429947,0.15534855,0.1303267,0.056128445,0.1086989,7.009021,6.480018,5.3169115,8.13762,1.383994,1.0382568,6.5856575,3.3807565,2.5233145,8.125321,5.1905115,3.4939425,12.569375,7.428178,6.200755,17.905835,12.13679,8.199259,21.6622,8.9447865,6.1666435,12.127935,4.8731085,3.719665
114,0.06283462,0.1420659,0.13575585,0.1190177,0.050207605,0.10275078,7.406209,6.748867,5.5559235,8.2087385,1.3766455,1.02829305,7.0261075,3.518534,2.429681,8.401319,5.371592,3.52201,12.94555,7.7798225,6.42419,18.455375,12.46364,8.279877,22.861415,9.401879,6.3232285,12.774195,4.9609235,3.7208395
117,0.057002565,0.14197035,0.16893845,0.12956185,0.06447361,0.11292614,8.155922,7.179339,5.851829,8.6113625,1.3858035,1.0571665,7.6672315,3.712638,2.6305385,9.0736995,5.7281945,3.568209,14.39916,8.1952575,6.6561545,19.952525,13.23236,8.576049,24.522755,9.8243475,6.712105,13.600505,5.23122,3.805596
120,0.063592655,0.1575953,0.16123525,0.1154461,0.057248415,0.110290075,8.7174315,7.197771,6.029556,9.072183,1.4270925,1.0344735,8.244414,3.772372,2.540257,9.913053,5.763624,3.666535,15.15326,8.3800605,6.830078,20.46375,13.56929,8.875567,25.38353,10.1458505,6.922312,14.41602,5.287724,3.8498895
123,0.07889669,0.1694848,0.1672517,0.127950175,0.07196514,0.11767238,9.8076935,7.7727885,6.528805,9.7728225,1.43345,1.1202335,9.35273,4.0423885,2.6272805,11.235835,6.29445,3.8126365,16.67788,8.837255,7.0541615,22.170345,14.380785,9.379368,26.97168,10.7135175,7.2894445,15.68017,5.50814,4.0774145
126,0.087385255,0.1575407,0.1711443,0.15187255,0.06924033,0.117317235,10.493537,7.82105,6.714461,10.2255855,1.3965255,1.144183,10.052815,4.079798,2.713546,12.22731,6.3711955,3.7852655,17.96485,9.1499675,7.3001185,23.254515,14.586875,9.6339585,27.64324,10.96358,7.5382085,16.188585,5.5262235,4.1513465
129,0.096836755,0.17026335,0.18666,0.1787792,0.089556925,0.120014765,11.53086,8.3137765,6.8613005,11.17142,1.461641,1.161051,11.4092,4.3820955,2.870083,13.60196,6.772768,3.9323575,19.691455,9.743274,7.5978955,25.011355,15.596305,10.279872,29.33675,11.570135,7.8429095,17.30286,5.666111,4.4532955
132,0.10272347,0.1828562,0.2065669,0.16548295,0.070449075,0.11397781,11.99346,8.3827645,7.109887,11.703705,1.4032245,1.1433975,12.027265,4.471898,2.875293,14.463745,6.861253,3.901934,20.58068,10.05504,7.7227305,25.923205,16.19498,10.344746,30.21864,12.056825,7.9127715,17.71506,5.732852,4.4091045
135,0.11879915,0.1762798,0.21676275,0.1878073,0.093743165,0.122985405,12.733905,8.68836,7.5020345,12.887305,1.4400815,1.1426395,13.14002,4.702776,3.010346,15.50258,7.346543,4.0757075,21.729205,10.466325,8.0445195,27.40469,16.90096,10.597703,32.10923,12.39051,8.2269175,18.35761,6.0218185,4.560335
