Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,0.07483337,0.112830535,0.08575313,0.080153235,0.10006694,0.09685726,0.7828617,0.72338015,0.82762645,0.6304769,0.4886637,0.5847629,0.61447635,0.45509865,0.666439,0.67199105,0.7318072,0.79254535,0.98621195,0.89403955,0.9474295,1.351945,1.4027125,1.346748,0.85482675,0.8738732,0.882471,0.6447293,0.75283405,0.76643075
3,0.0496203,0.075243115,0.06905594,0.07473776,0.06812719,0.085814575,0.8567116,0.79354925,0.91363225,0.6611806,0.48007945,0.57867815,0.64606095,0.4795195,0.71409935,0.71757535,0.75370815,0.90892705,1.1093205,0.998074,1.0210611,1.5232875,1.659562,1.47142,0.91949165,0.9738583,0.95510535,0.7540087,0.80235875,0.83461265
6,0.03238363,0.029283215,0.05315778,0.07222465,0.051546105,0.05751475,0.9136801,0.82817275,0.91386445,0.6512579,0.50840665,0.568892,0.68048645,0.4956362,0.6855469,0.7340813,0.7476234,0.93849705,1.2329955,1.09601025,1.068865,1.7007415,1.7880175,1.5790745,0.97297055,1.04807,1.0058387,0.8125819,0.9208574,0.944575
9,0.027931055,0.0408927,0.0219351,0.065962355,0.05103392,0.05117734,1.016991,0.94887725,1.0419988,0.72686975,0.470348,0.6163134,0.762388,0.56698675,0.76085825,0.8531605,0.8904338,1.0506924,1.291644,1.1844475,1.1816405,1.891069,1.957673,1.797148,1.1010365,1.160778,1.1420185,0.92929815,0.99981555,1.035566
12,0.02174388,0.021689245,0.018773215,0.05476262,0.04074929,0.037935697,1.060963,0.957755,1.0992746,0.7784022,0.48869095,0.5960924,0.83358145,0.5474418,0.7769408,0.8946064,0.96588855,1.120363,1.4115495,1.2470225,1.1684875,2.0206305,2.121285,1.9947005,1.2331116,1.219283,1.249515,1.0147576,1.05673635,1.1246585
15,0.02920127,0.028846155,0.018472735,0.078794255,0.04289363,0.038529827,1.2636855,1.0784735,1.247726,0.9088653,0.6005928,0.7587412,0.93086205,0.66008795,0.84678895,1.0594,1.07316705,1.2123305,1.5472845,1.429066,1.336019,2.206724,2.356479,2.2738815,1.30494,1.3521155,1.4240605,1.119817,1.2260025,1.2931465
18,0.02584817,0.02664718,0.02064439,0.073624615,0.035661605,0.043480932,1.3192335,1.1232855,1.223981,0.9000969,0.5616395,0.73959925,0.9671932,0.67591105,0.88378205,1.1405905,1.04672465,1.288257,1.6956885,1.442376,1.4374115,2.404133,2.439938,2.3153275,1.4687635,1.475463,1.434215,1.2635765,1.307296,1.4444725
21,0.033257755,0.03022563,0.031734865,0.07587822,0.02380627,0.051791953,1.434973,1.2332,1.352061,1.00089465,0.68009725,0.78539525,1.07213565,0.76510595,0.9077388,1.259349,1.18752,1.418194,1.8537065,1.6183755,1.514532,2.682508,2.687616,2.572921,1.5701345,1.613131,1.6192295,1.4227695,1.3894845,1.545004
24,0.03376994,0.03676792,0.02493307,0.08378633,0.018117623,0.04931982,1.487127,1.2838315,1.3670165,1.0339339,0.67170425,0.87428295,1.150063,0.7777398,0.9425535,1.3720565,1.2268765,1.4582675,1.944124,1.6622325,1.613759,2.8055275,2.748839,2.6739305,1.679435,1.6922395,1.681777,1.6051,1.4755995,1.5989195
27,0.03639915,0.03829764,0.039267375,0.080808835,0.03309386,0.058928395,1.773096,1.4539785,1.5332305,1.185062,0.76699765,0.9662232,1.3523205,0.86411435,1.0369795,1.605653,1.461702,1.684058,2.128954,1.789916,1.774906,3.2143795,3.0559305,2.9896265,1.876352,1.904174,1.9224965,1.867679,1.562978,1.837167
