Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
0,1,1,1,1,1,1,14.22222,16.444445,13.666665,12.777775,11.6111115,11.1666675,16.277775,14.944445,13.277775,12.444445,11.72222,9.8888895,14.833335,16.22222,16.277775,15.722225,14.833335,12.722225,13.38889,13.38889,14.38889,12.277775,9.2222225,9.777776
3,1,1,1,1,1,1,17.5,16.16667,16.333335,14.16667,12.944445,12.277775,18.555555,15.61111,15.61111,13.555555,12.222225,12.88889,17.777775,16.61111,17.555555,17.38889,15.833335,14.444445,15.38889,15,15.722225,14.66667,10.055555,11.944445
6,1,1,1,1,1,1,17.5,16.83333,15.5,15.77778,11.88889,11.5,19.555555,16.22222,15.277775,14.444445,12.88889,12.16667,18.66667,16.88889,17.833335,17.055555,16.055555,15.055555,15.666665,14.333335,15.166665,14.166665,9.388889,10.4999995
9,1,1,1,1,1,1,16.833335,12.6666685,11.388885,15.66667,11.055554,9.9999975,18.555555,14.38889,14.33333,13.722225,12.333335,9.8333325,20.444445,16.16667,14.61111,18.833335,15.944445,14.555555,15.444445,13.333335,14.055555,15.222225,8.944444,9.5000025
12,1,1,1,1,1,1,14.666665,10.3888865,9.277778,15.27778,9.222221,9.5,18.66667,12.33333,12.11111,13.5,11.666665,8.4444445,19.88889,14.944445,13.38889,18.5,15.5,13.11111,15.666665,13,12.72222,14.77778,7.6111115,8.6111115
15,1,1,1,1,1,1,15.11111,8.388889,8.555556,15.11111,8.1666665,8.5,18,11.11111,10.88889,12.777775,11.5,7.4444445,20.33333,13.944445,12.388885,19.22222,14.61111,13.333335,15.166665,12.38889,12.61111,14.555555,5.888889,7.111111
18,1,1,1,1,1,1,13.722225,7.9444445,7.888889,15.444445,7.722222,7.777778,19.72222,11.222225,11.111115,13.61111,10.55556,7.833333,19,13.833335,11.88889,19.333335,13.77778,13.16667,14.72222,11.83333,12.944445,14.55556,7.8888885,7
21,1,1,1,1,1,1,14.555555,8,8.4444465,15.72222,7.7777775,7.833333,20.277775,10.2777755,11.27778,14.77778,10.3888885,7.0555555,20.33333,14.166665,13.055555,22.33333,15.277775,14.166665,16.222225,12.777775,12.61111,15.33333,7.3333335,6.8333335
24,1,1,1,1,1,1,15.44444,8.7777785,7.222222,16.222225,7.9444445,6.8333335,20.11111,11.277775,11.11111,14.944445,10.166665,7.5555555,22.444445,13.833335,12.38889,24.166665,16.777775,14.277775,19.055555,13.277775,13.16667,17,7.5,6.7777775
27,1,1,1,1,1,1,14.722225,8.3333325,8.111111,17,7.888889,6.5,21,11.72222,10.1666675,15.22222,10.0555575,6.888889,24.77778,14.11111,12.333335,25.055555,16.833335,15.66667,22.27778,14.44444,13.666665,17.611115,7.1666665,7.1111115
30,1,1,1,1,1,1,15.666665,7.944445,8.888891,17.88889,7.888889,6.666667,21.777775,12,10.3333325,16.555555,10.0555575,6.777778,26.444445,13.555555,14.611115,27.444445,16,15.444445,23.333335,15.055555,14.055555,19.61111,7.5,7.666667
33,1,1,1,1,1,1,16.61111,8.333333,9.22222,19,6.8333335,6.777778,23.277775,10.7222245,10.88889,17.38889,9.611111,7.1666665,28.33333,13.88889,14.38889,30.222225,18.66667,15.38889,25,15.555555,15.944445,19.555555,8.2222225,7.6666665
36,1,1,1,1,1,1,17.166665,9.7777775,8.9444455,20.666665,7.5,6.722222,22.055555,11.0000005,10.11111,17.33333,9.8888885,6.611111,30.5,14.77778,15.16667,33,18,17.055555,26.833335,17.666665,17.777775,21.055555,7.833333,8.4444445
39,1,1,1,1,1,1,20.22222,8.9444435,10.166666,22.555555,7.6666665,7.4444445,25.27778,10.944444,10.27778,18.66667,10.5000025,6.888889,34.166665,14.833335,15.944445,36.222225,18.72222,17.055555,30.722225,18.38889,19.111115,23.61111,8.1666665,8.6666665
42,1,1,1,1,1,1,21.833335,8.5555555,10.2777775,23.83333,7.944444,8.2222225,27.055555,11.6111135,9.388891,21.5,10.4444445,6.722222,38.27778,15.944445,16.833335,38.555555,18.72222,18.38889,33.222225,19.944445,19.77778,26.722225,8.6666665,8.9444445
45,1,1,1,1,1,1,23.666665,9.3888875,11.2222225,27,7.7222225,8.277778,29.166665,10.72222,10.055555,22.83333,10.0555535,7.444445,41.88889,16.72222,16.72222,44.555555,20.888885,19.33333,37.944445,20.27778,19.61111,28.444445,9.111111,9
48,1,1,1,1,1,1,23.833335,10.8333325,11.666669,27.77778,9.1666655,8.9444455,28.88889,12.3888875,11.055555,24.55556,11.22222,8.166666,45,19.111115,19.833335,47.166665,22.88889,19.72222,42.88889,21.833335,21.61111,33.055555,9.833335,9.6111095
51,1,1,1,1,1,1,26.16667,12.61111,12.388885,30.11111,8.277778,9.1111105,30.22222,12.44444,10.944445,28.11111,11.055555,7.944444,47.72222,18.277775,19.61111,52.77778,23.27778,20.055555,47,24.38889,22.5,34.666665,10.6111095,11
54,1,1,1,1,1,1,29.27778,12.6666645,13.388885,34.222225,8.388889,9.3888865,32.83333,12.27778,11.888885,28.72222,12.38889,8.444445,53.944445,20,21.27778,58.22222,25.055555,20.33333,51.277775,25.055555,24.11111,40.277775,12.166665,10.2222235
57,1,1,1,1,1,1,30.33333,14.555555,14.27778,36.38889,9,9.3333345,34.16667,13.444445,12.055555,30.666665,12.22222,9.4999985,54.611115,21.333335,21.944445,62.72222,25.66667,21.27778,56.5,26.77778,26.88889,43.055555,12.222225,10.88889
60,1,1,1,1,1,1,33.27778,14.44444,15.61111,41.944445,10.2777775,7.944444,36.94444,14,12.333335,33.055555,13.16667,9.5,60.11111,23.055555,22.555555,67.555555,26.38889,23.277775,63.333335,28.777775,28.055555,47.222225,11.555555,11.833335
63,1,1,1,1,1,1,32.61111,15.833335,15.77778,44.444445,10.4999985,9.7777765,39.277775,14.38889,12.777775,36.055555,13.222225,9.9999995,67.66667,25.444445,23.44444,77.94445,29.444445,23.666665,69.944445,28.38889,28.944445,50.722225,12.833335,12.166665
66,1,1,1,1,1,1,35.944445,17.11111,15.944445,49.055555,10.6111095,10.27778,41.555555,15,12.88889,38.72222,14.5,11.38889,73.22222,27.11111,24.66667,84.66667,30.444445,25.22222,78.11111,31.16667,29.944445,55.5,15.333335,13.444445
69,1,1,1,1,1,1,38.38889,16.944445,16.94444,50.38889,9.9444435,9.2222225,44,14.83333,14.5,40.5,15.777775,11.1111125,79.666665,30.055555,24.72222,91.111115,32,26.444445,88.94445,31.444445,30.38889,60.555555,15.833335,13.555555
72,1,1,1,1,1,1,39.66667,17.777775,17.5,52.777775,10.27778,10.0555545,43.055555,15.5,14.22222,40.944445,15.83333,12.0555545,89.38889,32.72222,26.38889,98.666655,35.61111,27.94444,97,35.055555,31.222225,66.111115,16.72222,14.11111
75,1,1,1,1,1,1,41.055555,18,17.5,57.444445,10.22222,10.2777765,48.44444,14.888885,14.77778,45.333335,16.11111,12.5,92.61111,32.833335,27.722225,107.77775,34.444445,27.88889,106.55555,35.72222,33,71,17.833335,15.22222
78,1,1,1,1,1,1,46.222225,19.944445,18.88889,62.444445,11.22222,10.7222225,52.72222,15.11111,15.555555,45.722225,17.277775,12.27778,98.111095,34.944445,27.111115,117.8889,36.27778,27.5,118.1111,38.944445,32.44444,76.61111,18.5,15.61111
81,1,1,1,1,1,1,48.11111,21.666665,18.944445,65.777775,11.27778,9.9999985,56.11111,16.38889,15.666665,47.777775,17.77778,11.833335,109.66665,35.555555,28.61111,128.2222,37.33333,27.5,134.33335,40.66667,35.722225,85.11111,18.44444,14.22222
