Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
84,1,1,1,1,1,1,47.833335,21.38889,19.77778,69.38889,10.77778,9.8888875,57.61111,17.166665,16.277775,51.666665,17.77778,12.166665,114.3889,38.88889,27.944445,142.16665,39.27778,28.277775,144.72225,44.222225,37.222225,94.44443,19.277775,15.888885
87,1,1,1,1,1,1,51.666665,22.833335,22.38889,75.055555,10.666665,10.1111115,59.66667,17.777775,16.555555,54.33333,18.666665,11.5,121.22225,42.944445,29.833335,151.2222,42.611115,30.16667,157.38885,46.444445,37.88889,100.44443,20.38889,16.055555
90,1,1,1,1,1,1,55.777775,24.166665,22.11111,80.11111,10.2777785,10.722221,65.66667,16.833335,16.722225,58.722225,20.66667,12.277775,129.5,42.777775,30.66667,169.05555,45.16667,30.444445,171.2222,48.05556,39.722225,107.499995,21,15.944445
93,1,1,1,1,1,1,61.11111,24.944445,22.444445,86.77778,10.277775,10.11111,70.38889,17.666665,17.61111,62.944445,21.11111,12.72222,143.83335,45.11111,31.666665,177.5,45.11111,30.83333,185.55555,52.333335,41.166665,122.44445,22.61111,16.88889
96,1,1,1,1,1,1,67.166665,26.555555,23.444445,93.33335,10.22222,10.7777755,77.05555,17.22222,18.333335,66.16667,22.055555,11.88889,155.05555,50.5,33.333335,194.3889,45.944445,32.722225,209.16665,53.27778,42.444445,130.3333,23.166665,17
99,1,1,1,1,1,1,78,29.944445,24.5,98.000005,10.777775,10.4999985,86.5,18.5,18.555555,72.38889,20.666665,12.333335,175,53.666665,33.444445,211.4444,47.61111,33.277775,226.5,56.88889,45.66667,145.3889,24.61111,18.277775
102,1,1,1,1,1,1,93.44447,30.77778,25.61111,106.72224,10.833335,10.888889,96.83334,20.222225,19.333335,82.72222,21.833335,13.166665,198.3889,54.722225,35.5,232.11115,50.055555,35.222225,253.6667,60,47,163.5,24,17.611115
105,1,1,1,1,1,1,113.94445,32.666665,27.22222,118.3889,11.61111,10.9999995,109.94445,21.11111,19.333335,94.33333,21,12.66667,224.5,55.388885,36.222225,257.6667,52,36.055555,274.55555,60.444445,47.22222,185.77775,25.5,19.333335
108,1,1,1,1,1,1,136.05555,35.555555,29.333335,133.44445,12.22222,10.5000015,126.5,20.61111,19.83333,109.3889,21.777775,11.888885,252.33335,61.111115,37.444445,284.5,51.277775,38.833335,298.2222,64.833335,48.944445,205.55555,26.166665,19.38889
111,1,1,1,1,1,1,155.94445,37.16667,29.444445,151.44445,12.11111,10.277776,145.83335,24.77778,19.27778,123.1111,23.5,12.5,274.9444,63.055555,37.722225,311.66665,52.27778,41.72222,319.9444,66.444445,49.611115,228,26.5,19.55556
114,1,1,1,1,1,1,177.05555,37.833335,30,166.7778,11.777775,10.1666645,160.33335,25.166665,20.222225,138.5,25.11111,12.33333,297.33335,67.88889,39.88889,329.2222,53.5,41.555555,334.5,68.999995,52.555555,259.83335,28.72222,19.444445
117,1,1,1,1,1,1,201.7222,40.777775,30.944445,191.5,11.222225,10.7222225,176.5,24.88889,21.222225,159.16665,25.944445,13.055555,318.3889,72.833335,42.666665,352.6667,59.61111,42.222225,357.6111,72,50.83333,279.94445,29.666665,20.22222
120,1,1,1,1,1,1,209.55555,40.722225,33.27778,202.3333,11.277775,10.444444,186,26.555555,21.611115,171.55555,26.77778,12,325.5,73.05555,41.88889,358.11115,58.5,40.888885,365.66665,72.444445,51.83333,291.2778,30.61111,21.277775
123,1,1,1,1,1,1,220.66665,43.833335,33.11111,217.5556,11.61111,10.7222205,191.7778,28.055555,22.111115,183.7222,27.833335,13.61111,333.8889,76.77778,45.444445,371.72225,62.38889,41.22222,370.66665,74.61111,54.16667,300.66665,30.83333,22.166665
126,1,1,1,1,1,1,231.66665,46.11111,34.833335,226.27775,11.444445,10.7777775,197.6667,30,23.277775,198.66665,28.333335,13.88889,334.6111,78.777775,47.555555,374.27775,66.444445,43,377.1111,77.944445,53.166665,304.5556,31.38889,22.38889
129,1,1,1,1,1,1,226.05555,47.61111,34.38889,233.1111,11.555555,10.9999985,199.7222,31,24.111115,208.3889,30.666665,14.44444,337,80.11111,51.833335,376.27775,69.166665,44.666665,377.22225,79,55.44444,306.55555,32.5,21.72222
132,1,1,1,1,1,1,225.22225,48.11111,36.72222,239.61115,11.777775,10.5555545,202.7222,31.555555,24.88889,215.7778,29.555555,14.16667,331.44445,85.33335,52.16667,370.22225,69.72222,45.722225,373.2222,81.38889,57.72222,304.16665,32.66667,24.38889
135,1,1,1,1,1,1,219.83335,51.22222,37.5,244.2222,12.944445,10.722224,197.88885,33.444445,25.11111,218.22225,31.055555,15.61111,332,85.722205,56.333335,371.5,70.444445,45.722225,365.16665,81.66666,59.44444,305.3889,32.555555,25.38889
