Elapsed,PC9,PC9-A/E,PC9-E,AXL KO,AXL KO-A/E,AXL KO-E,Kin,Kin-A/E,Kin-E,Kdead,Kdead-A/E,Kdead-E,M4,M4-A/E,M4-E,M5,M5-A/E,M5-E,M7,M7-A/E,M7-E,M10,M10-A/E,M10-E,M11,M11-A/E,M11-E,M15,M15-A/E,M15-E
60,29.420315,26.935155,20.92111,15.150945,14.147545,14.75211,26.66755,23.633495,20.414815,19.60928,16.29734,12.90262,27.56463,22.189325,19.962695,17.44844,14.163235,12.81428,23.710865,24.725985,20.391415,21.751965,17.846975,15.090515,18.191525,15.62386,14.50446,17.19321,9.863011,10.4071255
63,33.462405,28.630105,21.48526,17.09493,14.40729,14.93231,30.800015,24.25609,21.40145,22.604235,17.13928,12.92735,31.56813,22.584745,20.891905,19.51969,14.970675,13.236625,26.868985,26.34424,21.348925,24.810695,19.025905,15.81878,20.880455,16.383015,14.88647,19.23454,10.368566,10.916785
66,37.421495,30.178895,22.056125,18.672585,14.418475,14.60682,35.784505,24.936325,22.210525,25.318405,18.08327,13.42622,35.0393,23.96699,22.00466,21.935635,15.41577,13.413945,30.73213,27.957305,22.719965,27.69841,19.977615,16.688195,23.590335,17.06661,15.97756,22.028285,10.691012,11.04886
69,41.76284,31.964125,22.61941,20.708675,14.728665,14.72578,39.93198,26.41057,22.761445,28.27848,18.53076,13.860045,38.472675,24.668555,22.398715,24.973115,16.174625,13.979475,34.905095,29.882725,23.347065,32.61889,21.10312,17.027845,27.421475,18.22866,16.424695,24.99139,11.32346,11.403135
72,48.00115,34.349195,23.27971,23.120565,14.95259,15.13489,43.958275,27.039355,23.7982,31.12127,19.505685,14.074295,42.046,25.6519,23.20008,27.857785,17.084395,14.345665,39.39554,31.231785,24.428365,36.33603,21.824805,17.76286,30.96297,19.386555,17.082275,28.200785,11.61216,11.978975
75,52.980535,36.21471,24.07848,25.75518,14.676105,15.82796,48.207925,28.506005,24.67146,34.35972,19.34105,14.151205,47.41314,26.65793,23.87049,31.32914,17.55246,14.81116,43.62689,33.19815,25.40247,39.9214,22.747715,18.615635,35.35975,20.06235,17.8501,31.84155,11.86368,12.45704
78,59.08764,37.00308,24.815875,28.739865,15.095135,16.14188,52.76293,29.31753,25.445175,38.24051,20.10438,14.44746,51.384475,27.021065,24.905635,34.28052,18.169415,15.199425,47.76458,34.804425,26.408625,44.58578,23.87526,19.4213,39.419935,20.84553,18.37279,35.526455,12.2278,13.207315
81,65.8356,38.56309,25.14725,31.612385,15.431495,16.453135,59.374395,31.17837,26.3346,41.995695,19.904685,14.9766,56.88477,27.64725,25.81477,38.05232,18.5021,15.68479,52.72498,36.79804,27.195575,49.30371,24.985945,20.36387,44.35157,21.99252,19.335405,39.717995,13.00372,13.451175
84,72.72081,40.112105,25.014375,34.77854,15.547895,16.537085,64.5222,32.506005,27.910535,46.241045,20.630135,15.354215,60.587585,28.88071,26.959225,41.05728,19.333315,16.19146,57.36949,37.18345,28.26498,54.055825,25.8913,21.001045,48.027125,23.288595,20.23927,44.499815,13.66908,13.985745
87,78.19011,41.5513,25.388655,38.0658,15.61238,17.027635,69.65349,33.669695,28.853935,50.34022,20.7765,15.931235,64.067265,29.96581,28.58292,45.07076,20.03059,16.671135,62.456155,39.219545,29.72766,58.348805,27.29516,22.15375,52.50782,24.207875,21.36385,48.19794,14.08308,14.562645
90,80.95022,42.369795,25.909195,41.44058,15.89907,17.465645,73.00179,35.39667,29.71119,55.189275,21.434715,16.423375,67.4054,31.18293,29.08825,49.376775,21.23847,16.938625,64.71853,41.659105,30.381765,61.542395,27.90468,22.954375,56.30595,24.955895,22.02165,51.66677,14.571555,15.36482
93,82.58167,42.79691,26.67913,44.0215,16.10905,17.84021,75.24282,36.63974,31.0366,58.83524,22.55342,16.62711,68.690295,31.593825,30.14825,52.80329,21.98226,17.390285,67.20673,43.280135,31.475605,64.00001,29.319885,23.946875,58.684055,25.99568,22.93891,55.4308,15.25646,15.610035
96,82.875285,43.95697,26.45938,46.41848,16.29245,18.225445,76.17522,37.441905,32.468955,61.020915,22.77568,16.894185,70.51963,32.80889,30.96648,56.16588,22.56346,17.630875,69.567735,44.898385,32.38439,66.302125,30.2571,24.579455,60.09572,26.990145,23.960025,57.52717,15.646575,16.234735
99,82.89056,44.466845,27.72075,48.643155,16.38394,18.07904,77.80122,38.97131,33.336395,63.579965,23.178685,17.26143,71.33143,33.060885,31.559945,58.458655,23.81025,17.90044,70.434585,45.98117,32.960385,66.65774,30.966115,24.81507,61.226485,28.02279,24.23131,58.74772,16.136925,16.55738
102,83.54462,46.212485,28.132775,50.16985,16.622135,18.54993,78.95414,40.459795,33.51492,66.066765,23.802235,17.376135,71.214265,33.501785,32.685305,59.392615,24.10007,18.58521,70.592945,47.31003,33.86955,67.37049,31.639265,25.71778,61.31289,29.024115,25.280575,59.71257,16.669855,17.259255
105,84.05116,47.16292,28.528565,51.97372,16.611635,18.814905,79.74456,41.544175,34.43695,67.987305,24.51012,17.479095,72.452115,34.273655,33.54083,60.428575,24.605995,18.79371,70.876335,48.33223,35.267575,67.928895,32.22744,26.290245,61.00985,29.61332,25.78657,61.09338,16.94408,17.982895
108,84.54089,48.224365,29.019375,53.16439,16.703125,18.945745,80.15434,42.31814,35.533045,68.536595,24.36562,18.173145,73.327875,34.837015,34.3334,61.09873,25.27954,19.061145,71.2349,49.39374,35.244275,68.59162,33.121975,27.19889,61.06493,30.622425,26.55802,60.532085,17.389355,18.675915
111,84.778675,49.275545,29.79691,54.49307,16.913335,19.42116,80.81783,43.837175,36.683385,69.264,25.489915,18.120075,73.904025,35.26889,34.39331,61.408685,25.950145,19.21539,70.61456,50.70569,36.72851,67.992625,34.419715,28.02521,60.841825,31.142095,27.196055,60.945125,18.00712,19.353475
114,85.87961,49.76107,30.49385,55.553695,16.76874,19.73692,81.49143,45.049345,38.09462,69.212505,25.878245,18.951915,74.37755,35.56678,34.239205,62.30371,26.249675,19.623835,71.30614,52.10635,37.720325,68.645475,34.664535,28.39392,60.90189,32.423845,28.575595,61.364265,18.46075,19.35214
117,87.19764,51.289355,32.480815,56.102705,17.118355,20.019165,81.651325,46.11717,39.180995,70.23709,25.72744,19.439255,74.56433,36.92668,36.66099,62.26103,27.29545,20.106165,71.70902,54.374425,38.71832,69.72061,36.40808,29.19958,61.66144,33.225625,29.321925,61.51582,19.785235,19.7612
120,87.74568,51.401335,32.35911,57.26897,16.956775,20.47157,82.77223,46.086585,39.394575,71.121625,25.69493,19.656,76.057485,37.089075,36.58578,63.654645,27.286455,20.383825,72.290905,54.26597,38.47813,69.08,36.41784,29.227525,62.04748,33.171995,29.086345,61.680405,19.7784,20.11613
123,88.56396,51.976725,32.609405,58.57495,17.394485,20.67372,83.31898,46.97314,40.23673,71.942715,25.913975,19.755055,77.49095,37.502725,36.800585,64.17119,28.227115,20.265185,73.44232,55.010295,39.88777,70.194145,37.203695,29.477315,62.8021,33.81796,29.653095,62.72158,20.54926,20.74882
126,89.771015,52.53683,33.02637,59.533035,17.522055,20.71992,84.159785,47.061485,40.29423,72.196645,26.2947,20.113365,78.268035,37.708335,36.52618,64.85133,27.92168,20.448505,74.202385,55.98587,40.049715,71.41413,37.814435,30.117995,64.451,34.21241,30.441395,63.66778,20.573185,21.10049
129,91.203395,53.061125,33.788665,60.63121,17.423285,20.95418,85.790045,47.779365,40.905215,73.93262,26.419,20.578455,78.90411,38.6508,36.77393,66.33523,28.61719,21.38991,75.09594,55.86877,40.892385,72.391115,38.009785,30.45804,65.921545,35.538465,31.272705,64.90408,20.655925,21.76774
132,92.05135,53.67923,34.774745,61.362075,17.64704,21.362995,86.457205,48.17487,41.510705,74.907835,26.909885,20.67593,79.879165,38.196925,37.344135,67.33477,28.52125,21.338225,77.300935,56.36071,41.52055,73.607975,38.44454,30.532525,67.573685,36.244455,31.073165,66.06772,20.84979,21.81205
135,92.920705,54.22264,35.10413,62.73847,17.656685,21.664055,87.228855,48.53779,42.07353,75.964625,26.18558,20.35415,81.248965,38.630265,37.986465,68.89777,29.133725,21.10434,78.390405,56.785895,42.033795,75.22974,38.329285,31.580835,68.769865,36.598685,32.06377,67.525965,21.08491,22.38807
