 ,Area,Mean,Min,Max,X,Y
1,0.000,151,151,151,2.083,5.740
2,0.000,103,103,103,2.165,6.151
3,0.000,99,99,99,1.754,6.747
4,0.000,100,100,100,2.264,6.747
5,0.000,140,140,140,2.023,7.200
6,0.000,98,98,98,2.647,7.016
7,0.000,152,152,152,2.505,6.321
8,0.000,88,88,88,3.229,5.527
9,0.000,49,49,49,3.413,6.661
10,0.000,122,122,122,3.385,7.697
11,0.000,79,79,79,2.959,7.413
12,0.000,35,35,35,3.158,7.044
13,0.000,88,88,88,2.832,6.562
14,0.000,135,135,135,5.711,3.924
15,0.000,67,67,67,5.938,3.399
16,0.000,76,76,76,5.385,1.314
17,0.000,160,160,160,6.647,1.442
18,0.000,165,165,165,6.661,0.378
19,0.000,66,66,66,8.293,0.605
20,0.000,160,160,160,7.087,2.732
21,0.000,162,162,162,9.158,3.243
22,0.000,145,145,145,8.420,3.427
23,0.000,2,2,2,8.037,3.725
24,0.000,104,104,104,7.442,4.250
25,0.000,140,140,140,8.122,4.364
26,0.000,119,119,119,7.867,5.541
27,0.000,171,171,171,5.711,8.661
28,0.000,120,120,120,6.179,8.562
29,0.000,169,169,169,5.427,9.115
30,0.000,101,101,101,5.583,9.427
31,0.000,126,126,126,9.101,7.144
32,0.000,149,149,149,9.924,6.264
33,0.000,3,3,3,10.903,6.420
34,0.000,52,52,52,10.264,9.257
35,0.000,87,87,87,11.839,10.307
36,0.000,116,116,116,14.548,9.087
37,0.000,0,0,0,14.420,10.364
38,0.000,162,162,162,13.002,7.229
39,0.000,110,110,110,14.108,6.278
40,0.000,143,143,143,14.633,7.016
41,0.000,26,26,26,14.193,3.754
42,0.000,17,17,17,13.669,3.385
43,0.000,2,2,2,13.059,2.817
44,0.000,236,236,236,12.732,1.583
