 ,Area,Mean,Min,Max,X,Y
1,0.000,185,185,185,4.240,0.771
2,0.000,159,159,159,4.888,2.165
3,0.000,134,134,134,5.442,1.541
4,0.000,195,195,195,4.080,2.222
5,0.000,105,105,105,4.364,3.016
6,0.000,149,149,149,3.754,3.073
7,0.000,171,171,171,3.030,2.591
8,0.000,128,128,128,3.342,1.711
9,0.000,103,103,103,2.633,1.768
10,0.000,134,134,134,6.080,1.427
11,0.000,137,137,137,5.825,1.881
12,0.000,182,182,182,6.704,1.725
13,0.000,164,164,164,6.505,0.945
14,0.000,107,107,107,7.044,1.144
15,0.000,47,47,47,8.052,1.130
16,0.000,121,121,121,7.399,2.803
17,0.000,120,120,120,6.803,3.286
18,0.000,168,168,168,6.378,2.732
19,0.000,124,124,124,6.562,6.208
20,0.000,0,0,0,9.598,5.286
21,0.000,157,157,157,3.555,5.356
22,0.000,118,118,118,2.264,6.392
23,0.000,120,120,120,1.186,6.066
24,0.000,92,92,92,0.520,6.250
25,0.000,148,148,148,1.243,6.931
26,0.000,114,114,114,1.654,8.491
27,0.000,166,166,166,0.846,9.215
28,0.000,113,113,113,1.087,10.222
29,0.000,104,104,104,1.612,9.867
30,0.000,87,87,87,2.307,8.903
31,0.000,89,89,89,2.619,9.356
32,0.000,106,106,106,2.392,9.810
33,0.000,138,138,138,3.257,9.271
34,0.000,146,146,146,3.328,8.406
35,0.000,98,98,98,4.278,9.087
36,0.000,120,120,120,4.747,8.321
37,0.000,66,66,66,5.002,7.810
38,0.000,8,8,8,5.669,7.598
39,0.000,1,1,1,5.513,8.548
40,0.000,184,184,184,4.264,10.165
41,0.000,153,153,153,4.094,10.576
42,0.000,108,108,108,6.860,10.747
43,0.000,112,112,112,8.222,10.037
44,0.000,57,57,57,8.293,10.562
45,0.000,122,122,122,9.172,10.052
46,0.000,113,113,113,11.130,10.392
47,0.000,76,76,76,11.215,8.874
48,0.000,222,222,222,11.782,8.647
49,0.000,123,123,123,11.144,8.420
50,0.000,126,126,126,10.165,7.456
51,0.000,145,145,145,13.356,3.541
52,0.000,162,162,162,12.009,0.122
