 ,Area,Mean,Min,Max,X,Y
1,0.000,124,124,124,0.948,5.469
2,0.000,135,135,135,0.605,5.456
3,0.000,112,112,112,0.349,5.271
4,0.000,122,122,122,3.002,5.569
5,0.000,89,89,89,2.264,2.179
6,0.000,38,38,38,4.463,1.087
7,0.000,12,12,12,4.931,1.385
8,0.000,128,128,128,5.640,1.130
9,0.000,122,122,122,5.697,1.867
10,0.000,167,167,167,4.945,1.867
11,0.000,130,130,130,5.172,2.505
12,0.000,132,132,132,5.527,2.335
13,0.000,134,134,134,6.009,2.534
14,0.000,93,93,93,5.456,3.442
15,0.000,1,1,1,5.229,4.903
16,0.000,216,216,216,4.108,4.832
17,0.000,136,136,136,4.066,5.158
18,0.000,143,143,143,4.208,5.555
19,0.000,139,139,139,2.988,6.860
20,0.000,116,116,116,3.243,7.711
21,0.000,105,105,105,3.626,7.087
22,0.000,21,21,21,3.782,8.151
23,0.000,138,138,138,5.910,7.073
24,0.000,231,231,231,6.080,6.151
25,0.000,57,57,57,5.498,8.392
26,0.000,1,1,1,5.981,8.718
27,0.000,59,59,59,6.435,9.243
28,0.000,71,71,71,7.044,8.562
29,0.000,70,70,70,6.009,10.491
30,0.000,144,144,144,8.293,9.144
31,0.000,41,41,41,8.548,9.654
32,0.000,92,92,92,9.896,7.782
33,0.000,100,100,100,9.569,10.548
34,0.000,83,83,83,11.059,10.208
35,0.000,77,77,77,11.697,10.534
36,0.000,143,143,143,11.271,10.775
37,0.000,2,2,2,10.193,4.534
38,0.000,74,74,74,9.612,4.817
39,0.000,203,203,203,9.555,4.974
40,0.000,179,179,179,9.030,2.732
41,0.000,79,79,79,9.286,1.910
42,0.000,149,149,149,8.874,0.307
43,0.000,106,106,106,7.144,0.023
44,0.000,114,114,114,7.257,0.505
45,0.000,137,137,137,6.803,1.371
46,0.000,249,249,249,7.541,2.009
47,0.000,155,155,155,11.002,2.066
48,0.000,134,134,134,14.321,3.101
49,0.000,126,126,126,14.278,3.626
50,0.000,130,130,130,14.392,4.250
51,0.000,133,133,133,14.647,3.158
52,0.000,106,106,106,14.633,3.725
