 ,Area,Mean,Min,Max,X,Y
1,0.000,118,118,118,1.760,2.354
2,0.000,191,191,191,1.384,0.634
3,0.000,51,51,51,1.884,4.384
4,0.000,137,137,137,2.620,5.175
5,0.000,62,62,62,3.273,6.231
6,0.000,136,136,136,3.023,6.828
7,0.000,108,108,108,3.273,7.773
8,0.000,166,166,166,4.495,7.189
9,0.000,157,157,157,3.731,6.689
10,0.000,110,110,110,2.523,3.411
11,0.000,60,60,60,3.203,3.481
12,0.000,136,136,136,2.800,2.203
13,0.000,98,98,98,5.148,1.884
14,0.000,143,143,143,5.286,3.939
15,0.000,116,116,116,6.036,4.342
16,0.000,112,112,112,6.620,4.203
17,0.000,114,114,114,1.120,0.148
18,0.000,99,99,99,8.661,0.995
19,0.000,132,132,132,9.481,0.300
20,0.000,118,118,118,8.578,0.078
21,0.000,96,96,96,8.689,2.245
22,0.000,132,132,132,7.661,5.592
23,0.000,47,47,47,8.620,6.259
24,0.000,1,1,1,8.648,5.856
25,0.000,141,141,141,10.856,10.300
26,0.000,27,27,27,11.161,9.925
27,0.000,6,6,6,11.217,10.300
28,0.000,159,159,159,11.273,10.689
29,0.000,159,159,159,13.536,9.259
30,0.000,71,71,71,11.634,6.967
31,0.000,134,134,134,11.661,7.300
32,0.000,162,162,162,10.689,7.495
33,0.000,163,163,163,10.509,6.939
34,0.000,104,104,104,10.495,6.578
35,0.000,180,180,180,11.064,5.786
36,0.000,126,126,126,11.286,5.314
37,0.000,118,118,118,9.467,4.814
38,0.000,120,120,120,10.759,5.050
39,0.000,134,134,134,10.286,4.370
40,0.000,92,92,92,9.800,5.259
41,0.000,124,124,124,9.634,6.175
42,0.000,124,124,124,10.286,5.953
43,0.000,57,57,57,13.078,0.953
44,0.000,76,76,76,13.439,0.773
45,0.000,127,127,127,14.217,1.314
46,0.000,92,92,92,13.606,1.898
47,0.000,251,251,251,14.495,1.717
48,0.000,100,100,100,13.453,0.342
49,0.000,55,55,55,12.481,0.578
50,0.000,243,243,243,12.828,0.675
