 ,Area,Mean,Min,Max,X,Y
1,0.000,152,152,152,4.052,0.646
2,0.000,157,157,157,4.392,0.108
3,0.000,51,51,51,2.137,3.612
4,0.000,118,118,118,0.193,2.420
5,0.000,80,80,80,0.817,4.591
6,0.000,135,135,135,0.009,1.853
7,0.000,139,139,139,1.881,5.739
8,0.000,135,135,135,1.172,5.995
9,0.000,76,76,76,2.236,6.931
10,0.000,153,153,153,1.853,7.640
11,0.000,122,122,122,1.356,7.130
12,0.000,103,103,103,0.832,7.130
13,0.000,51,51,51,0.959,9.200
14,0.000,107,107,107,0.477,9.541
15,0.000,35,35,35,0.364,10.789
16,0.000,86,86,86,0.009,9.697
17,0.000,114,114,114,0.037,10.335
18,0.000,100,100,100,3.229,8.789
19,0.000,127,127,127,4.222,7.527
20,0.000,4,4,4,3.215,6.179
21,0.000,141,141,141,4.378,5.995
22,0.000,161,161,161,5.399,6.548
23,0.000,100,100,100,5.995,4.151
24,0.000,103,103,103,7.158,3.654
25,0.000,140,140,140,7.796,3.101
26,0.000,148,148,148,8.775,4.747
27,0.000,32,32,32,11.456,4.278
28,0.000,105,105,105,11.044,5.186
29,0.000,140,140,140,12.505,6.775
30,0.000,244,244,244,13.286,8.264
31,0.000,0,0,0,12.945,9.271
32,0.000,0,0,0,12.917,9.966
33,0.000,85,85,85,11.896,8.718
34,0.000,100,100,100,11.966,9.158
35,0.000,99,99,99,11.612,8.108
36,0.000,120,120,120,11.002,8.250
37,0.000,104,104,104,10.392,7.910
38,0.000,121,121,121,10.420,8.619
39,0.000,84,84,84,10.179,8.874
40,0.000,112,112,112,9.839,9.825
41,0.000,80,80,80,9.200,9.654
42,0.000,138,138,138,8.704,10.392
43,0.000,90,90,90,8.151,9.229
44,0.000,112,112,112,6.193,8.392
45,0.000,115,115,115,10.591,9.612
46,0.000,151,151,151,11.754,9.711
47,0.000,122,122,122,11.328,10.293
48,0.000,0,0,0,13.044,10.633
49,0.000,0,0,0,13.626,10.548
50,0.000,114,114,114,14.208,10.378
51,0.000,157,157,157,14.548,9.711
52,0.000,170,170,170,14.335,4.435
53,0.000,113,113,113,14.392,3.754
54,0.000,131,131,131,14.137,2.945
55,0.000,61,61,61,14.080,2.647
56,0.000,163,163,163,14.420,2.335
57,0.000,132,132,132,14.236,1.640
58,0.000,112,112,112,14.491,1.215
59,0.000,0,0,0,13.853,10.548
60,0.000,92,92,92,12.732,10.775
