 ,Area,Mean,Min,Max,X,Y
1,0.000,176,176,176,2.708,0.688
2,0.000,154,154,154,3.371,0.236
3,0.000,103,103,103,3.044,0.817
4,0.000,134,134,134,3.371,1.172
5,0.000,101,101,101,3.669,0.661
6,0.000,177,177,177,4.066,0.747
7,0.000,1,1,1,2.732,0.151
8,0.000,156,156,156,3.640,5.725
9,0.000,126,126,126,3.796,6.307
10,0.000,208,208,208,3.172,5.896
11,0.000,126,126,126,3.186,6.477
12,0.000,123,123,123,3.498,8.576
13,0.000,120,120,120,3.101,8.165
14,0.000,56,56,56,3.016,8.548
15,0.000,85,85,85,3.513,9.243
16,0.000,114,114,114,3.981,9.044
17,0.000,75,75,75,3.938,8.491
18,0.000,115,115,115,3.938,9.654
19,0.000,19,19,19,3.896,10.080
20,0.000,157,157,157,3.626,10.335
21,0.000,157,157,157,3.484,9.995
22,0.000,94,94,94,2.959,10.307
23,0.000,84,84,84,3.130,10.009
24,0.000,170,170,170,2.704,9.952
25,0.000,166,166,166,3.059,9.215
26,0.000,136,136,136,2.562,9.342
27,0.000,133,133,133,2.633,8.945
28,0.000,150,150,150,2.420,8.491
29,0.000,147,147,147,2.094,8.732
30,0.000,75,75,75,2.137,9.186
31,0.000,98,98,98,2.278,9.739
32,0.000,134,134,134,2.903,9.711
33,0.000,138,138,138,5.754,7.243
34,0.000,50,50,50,5.825,7.725
35,0.000,68,68,68,5.158,7.130
36,0.000,165,165,165,4.974,6.704
37,0.000,49,49,49,5.002,6.307
38,0.000,122,122,122,5.669,6.009
39,0.000,116,116,116,5.541,4.903
40,0.000,128,128,128,6.349,5.938
41,0.000,164,164,164,6.534,5.172
42,0.000,93,93,93,7.073,4.874
43,0.000,154,154,154,7.683,5.527
44,0.000,120,120,120,6.945,5.881
45,0.000,138,138,138,6.945,6.690
46,0.000,148,148,148,7.598,6.406
47,0.000,118,118,118,7.952,6.023
48,0.000,99,99,99,7.881,6.761
49,0.000,159,159,159,6.903,7.144
50,0.000,144,144,144,6.264,7.059
51,0.000,151,151,151,8.349,0.321
52,0.000,138,138,138,9.172,0.137
53,0.000,98,98,98,11.399,1.200
54,0.000,166,166,166,13.257,4.817
55,0.000,87,87,87,14.193,4.236
56,0.000,125,125,125,13.796,5.371
57,0.000,140,140,140,13.073,5.413
58,0.000,176,176,176,12.335,5.938
59,0.000,127,127,127,11.739,6.193
60,0.000,91,91,91,12.449,7.002
61,0.000,160,160,160,13.044,6.378
62,0.000,161,161,161,13.654,6.037
63,0.000,253,253,253,13.669,6.619
64,0.000,155,155,155,14.080,6.534
65,0.000,147,147,147,14.605,5.981
66,0.000,128,128,128,12.250,8.690
