 ,Area,Mean,Min,Max,X,Y
1,0.000,144,144,144,3.385,0.229
2,0.000,75,75,75,2.564,0.384
3,0.000,88,88,88,2.300,1.231
4,0.000,122,122,122,2.384,1.370
5,0.000,93,93,93,2.467,2.078
6,0.000,112,112,112,0.634,2.842
7,0.000,67,67,67,0.564,4.050
8,0.000,134,134,134,0.342,5.259
9,0.000,39,39,39,1.342,4.314
10,0.000,36,36,36,1.689,4.717
11,0.000,81,81,81,2.120,3.620
12,0.000,150,150,150,1.634,3.217
13,0.000,77,77,77,3.092,2.856
14,0.000,158,158,158,3.786,2.675
15,0.000,180,180,180,4.759,2.564
16,0.000,104,104,104,2.661,5.523
17,0.000,149,149,149,2.328,5.925
18,0.000,128,128,128,3.800,5.189
19,0.000,113,113,113,3.578,5.856
20,0.000,95,95,95,2.870,6.786
21,0.000,92,92,92,2.036,7.036
22,0.000,107,107,107,0.870,7.703
23,0.000,121,121,121,1.009,7.925
24,0.000,98,98,98,0.273,8.856
25,0.000,126,126,126,1.578,10.036
26,0.000,54,54,54,1.953,10.398
27,0.000,91,91,91,3.092,10.314
28,0.000,72,72,72,3.717,8.620
29,0.000,201,201,201,4.634,7.564
30,0.000,151,151,151,4.578,6.800
31,0.000,127,127,127,6.134,1.550
32,0.000,63,63,63,5.717,2.884
33,0.000,173,173,173,6.286,5.606
34,0.000,84,84,84,6.995,5.717
35,0.000,105,105,105,7.314,5.731
36,0.000,166,166,166,7.189,6.064
37,0.000,172,172,172,7.953,7.189
38,0.000,238,238,238,8.759,7.620
39,0.000,146,146,146,7.456,9.612
40,0.000,137,137,137,6.690,10.704
41,0.000,158,158,158,13.158,6.988
42,0.000,141,141,141,13.229,7.896
43,0.000,129,129,129,13.541,7.739
44,0.000,19,19,19,13.839,7.413
45,0.000,104,104,104,11.725,4.988
46,0.000,190,190,190,11.527,4.278
47,0.000,68,68,68,7.016,3.583
48,0.000,96,96,96,7.300,3.413
49,0.000,77,77,77,7.371,2.477
50,0.000,141,141,141,7.229,0.803
51,0.000,98,98,98,7.711,0.605
52,0.000,30,30,30,8.037,1.328
53,0.000,68,68,68,8.151,1.796
54,0.000,2,2,2,8.108,2.108
55,0.000,62,62,62,8.477,1.867
56,0.000,102,102,102,8.761,0.959
57,0.000,0,0,0,9.725,1.356
58,0.000,92,92,92,10.066,0.364
59,0.000,99,99,99,10.321,0.619
60,0.000,144,144,144,12.151,1.470
61,0.000,159,159,159,13.385,1.952
62,0.000,122,122,122,14.264,0.676
63,0.000,111,111,111,14.449,1.513
64,0.000,98,98,98,14.633,2.193
65,0.000,179,179,179,12.775,3.271
66,0.000,111,111,111,12.321,3.768
67,0.000,87,87,87,12.562,4.278
68,0.000,24,24,24,12.860,4.534
69,0.000,122,122,122,14.137,4.193
70,0.000,68,68,68,14.449,4.193
71,0.000,126,126,126,14.605,4.009
72,0.000,134,134,134,14.364,4.676
73,0.000,128,128,128,14.619,4.562
