 ,Area,Mean,Min,Max,X,Y
1,0.000,131,131,131,2.760,10.625
2,0.000,194,194,194,1.328,8.925
3,0.000,121,121,121,1.023,8.620
4,0.000,98,98,98,0.898,8.050
5,0.000,85,85,85,1.550,8.120
6,0.000,122,122,122,1.564,8.648
7,0.000,165,165,165,2.134,7.398
8,0.000,87,87,87,2.342,7.717
9,0.000,80,80,80,2.661,7.550
10,0.000,204,204,204,0.578,6.273
11,0.000,124,124,124,0.634,5.953
12,0.000,157,157,157,1.175,5.703
13,0.000,114,114,114,1.217,5.411
14,0.000,83,83,83,0.745,5.467
15,0.000,110,110,110,0.981,4.911
16,0.000,91,91,91,0.439,4.842
17,0.000,160,160,160,0.148,4.509
18,0.000,148,148,148,2.814,4.550
19,0.000,179,179,179,2.786,3.939
20,0.000,56,56,56,2.245,3.620
21,0.000,175,175,175,2.592,3.273
22,0.000,71,71,71,1.509,2.675
23,0.000,118,118,118,1.634,1.856
24,0.000,94,94,94,2.120,2.314
25,0.000,105,105,105,2.981,2.328
26,0.000,126,126,126,3.856,2.342
27,0.000,126,126,126,3.939,1.911
28,0.000,54,54,54,3.384,1.495
29,0.000,226,226,226,2.884,0.967
30,0.000,157,157,157,4.731,0.689
31,0.000,150,150,150,4.800,2.745
32,0.000,104,104,104,4.342,2.745
33,0.000,90,90,90,4.398,3.384
34,0.000,149,149,149,4.981,3.759
35,0.000,61,61,61,5.189,3.273
36,0.000,140,140,140,5.731,3.203
37,0.000,89,89,89,5.703,2.495
38,0.000,94,94,94,8.078,0.981
39,0.000,169,169,169,8.564,0.967
40,0.000,166,166,166,9.036,1.078
41,0.000,91,91,91,8.786,0.398
42,0.000,53,53,53,8.828,6.523
43,0.000,82,82,82,9.314,6.689
44,0.000,148,148,148,11.675,9.523
45,0.000,129,129,129,11.384,9.120
46,0.000,116,116,116,11.189,8.439
47,0.000,118,118,118,11.717,8.064
48,0.000,136,136,136,12.217,8.273
49,0.000,134,134,134,11.842,8.800
50,0.000,63,63,63,12.384,9.148
51,0.000,77,77,77,12.064,7.578
52,0.000,99,99,99,11.856,7.231
53,0.000,126,126,126,11.550,6.884
54,0.000,104,104,104,11.217,7.106
55,0.000,162,162,162,11.217,6.717
56,0.000,112,112,112,11.884,6.661
57,0.000,139,139,139,12.439,6.717
58,0.000,75,75,75,12.745,7.273
59,0.000,107,107,107,13.120,7.217
60,0.000,121,121,121,12.967,6.786
61,0.000,176,176,176,12.870,6.189
62,0.000,100,100,100,12.564,5.786
63,0.000,148,148,148,12.092,5.023
64,0.000,113,113,113,12.036,4.300
65,0.000,124,124,124,12.398,4.911
66,0.000,134,134,134,13.161,4.523
67,0.000,114,114,114,12.953,5.064
68,0.000,62,62,62,13.509,5.203
69,0.000,125,125,125,13.064,3.842
70,0.000,122,122,122,13.523,3.634
71,0.000,115,115,115,13.411,3.134
72,0.000,60,60,60,12.453,3.398
73,0.000,158,158,158,12.634,3.078
74,0.000,165,165,165,12.786,2.564
75,0.000,118,118,118,12.731,2.092
76,0.000,112,112,112,12.231,2.286
