 ,Area,Mean,Min,Max,X,Y
1,0.000,163,163,163,5.500,1.771
2,0.000,86,86,86,5.711,1.555
3,0.000,1,1,1,5.371,0.917
4,0.000,160,160,160,4.349,2.449
5,0.000,143,143,143,4.023,3.059
6,0.000,145,145,145,4.080,3.825
7,0.000,126,126,126,3.896,4.250
8,0.000,126,126,126,4.264,4.307
9,0.000,106,106,106,4.066,4.874
10,0.000,14,14,14,4.988,4.435
11,0.000,123,123,123,5.243,4.378
12,0.000,203,203,203,3.044,3.881
13,0.000,131,131,131,2.264,3.725
14,0.000,133,133,133,2.208,3.342
15,0.000,125,125,125,0.406,3.044
16,0.000,3,3,3,0.406,4.307
17,0.000,95,95,95,1.215,4.562
18,0.000,183,183,183,0.349,1.130
19,0.000,103,103,103,1.782,5.044
20,0.000,54,54,54,2.661,5.640
21,0.000,82,82,82,2.420,6.548
22,0.000,110,110,110,1.697,7.527
23,0.000,34,34,34,0.888,7.782
24,0.000,123,123,123,0.052,7.825
25,0.000,191,191,191,1.115,10.732
26,0.000,33,33,33,4.817,8.293
27,0.000,83,83,83,4.548,5.782
28,0.000,186,186,186,5.669,5.059
29,0.000,196,196,196,5.853,6.023
30,0.000,127,127,127,6.775,6.335
31,0.000,116,116,116,7.356,7.087
32,0.000,127,127,127,8.052,6.349
33,0.000,117,117,117,8.080,5.867
34,0.000,134,134,134,7.583,5.328
35,0.000,97,97,97,7.413,2.449
36,0.000,158,158,158,7.498,1.853
37,0.000,114,114,114,6.505,0.137
38,0.000,144,144,144,6.576,0.364
39,0.000,203,203,203,7.981,0.094
40,0.000,156,156,156,7.810,0.321
41,0.000,150,150,150,8.903,2.137
42,0.000,187,187,187,8.732,3.002
43,0.000,175,175,175,9.044,4.066
44,0.000,168,168,168,8.974,4.676
45,0.000,166,166,166,8.449,4.860
46,0.000,123,123,123,7.981,8.761
47,0.000,61,61,61,8.250,10.435
48,0.000,142,142,142,9.342,9.839
49,0.000,203,203,203,9.229,9.101
50,0.000,112,112,112,9.583,10.534
51,0.000,177,177,177,10.392,7.456
52,0.000,77,77,77,10.931,5.711
53,0.000,178,178,178,11.030,5.229
54,0.000,139,139,139,11.229,5.073
55,0.000,156,156,156,11.881,4.931
56,0.000,243,243,243,10.619,4.335
57,0.000,165,165,165,10.406,2.534
58,0.000,153,153,153,10.718,1.612
59,0.000,169,169,169,10.903,1.229
60,0.000,115,115,115,10.208,1.073
61,0.000,169,169,169,11.030,1.612
62,0.000,99,99,99,12.335,2.208
63,0.000,129,129,129,12.676,2.435
64,0.000,118,118,118,13.002,2.945
65,0.000,181,181,181,13.896,1.229
66,0.000,65,65,65,13.158,3.683
67,0.000,179,179,179,13.271,4.193
68,0.000,96,96,96,14.179,3.995
69,0.000,163,163,163,13.796,5.399
70,0.000,82,82,82,13.583,5.371
71,0.000,67,67,67,13.371,5.598
72,0.000,124,124,124,13.243,5.356
73,0.000,97,97,97,12.335,5.427
74,0.000,116,116,116,12.250,6.023
75,0.000,137,137,137,14.349,6.619
76,0.000,99,99,99,13.881,6.732
77,0.000,120,120,120,13.186,7.513
78,0.000,129,129,129,12.817,7.569
79,0.000,57,57,57,13.314,7.725
80,0.000,100,100,100,12.406,8.619
81,0.000,156,156,156,12.094,10.108
82,0.000,140,140,140,13.342,10.052
83,0.000,125,125,125,13.144,10.463
84,0.000,154,154,154,14.009,9.243
85,0.000,149,149,149,14.293,9.555
