Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
22,99.997905,96.4202,100.6539,98.439055,100.27195,85.293015,100.15528,78.518725,100.06062,92.116295,100.35155,96.969115,100.2286,83.2693,100.51275,81.642645,100.3291,91.80258,100.33745,96.15452,100.3805,96.150435,100.16145,95.992875,100.199,95.901775,100.1273,97.06057,100.34255,95.935655,100.3847,98.288035,100.14265,93.512245,100.9823,93.67269,99.806185,92.828415,100.18575,91.991215
24,100.09058,96.542815,100.4055,99.4191,99.969875,86.437115,99.980475,80.51081,100.026185,92.516925,100.21035,97.85974,100.1288,85.73359,100.38885,83.83564,100.275275,93.37528,100.18815,96.75473,100.20655,97.03633,100.28545,96.848625,100.18615,96.061245,100.40435,98.415495,100.2123,96.80937,100.2778,98.506985,100.011705,95.03493,100.69125,95.48753,100.19435,94.400315,100.17465,93.43023
26,100.15245,97.84269,100.54345,100.0424,100.089675,88.433475,100.24503,82.131695,99.993935,93.337865,100.21185,98.343895,100.13475,86.53766,100.291,85.924515,100.2538,94.21553,100.2673,96.297085,100.2974,98.070115,100.35295,96.769215,99.965255,96.90718,100.134,98.47572,100.00736,97.28923,100.2459,99.791145,100.17925,96.489525,100.4374,96.456345,100.3989,95.7155,100.20755,94.63371
28,100.26665,98.44178,100.5193,99.79484,100.05147,89.185545,99.79393,82.93374,99.999675,92.49149,100.06696,98.18481,99.840335,87.42738,100.253875,86.522985,100.21025,93.6003,100.27555,96.756645,100.2488,98.535585,100.258,97.22941,99.87196,97.215025,100.19438,98.175205,100.09375,97.6871,100.11485,99.794995,100.06015,96.598815,100.41405,96.88716,100.11084,96.464515,100.19095,95.40573
30,100.3236,98.27963,100.290505,100.2744,100.1895,89.412965,100.1986,84.379475,100.22915,93.395295,100.1945,98.3507,99.8708,88.06332,100.5197,87.503605,100.18595,94.14156,100.19475,96.752645,100.07015,98.92659,100.21,97.878235,99.86848,97.670195,100.14505,98.32307,100.0682,97.887745,100.1618,99.997035,100.0361,97.153315,100.324285,97.754045,100.1693,97.5346,100.11805,96.738265
32,100.2366,98.65263,100.2942,100.51185,100.154775,91.16179,100.11565,85.385895,100.018155,93.40802,100.09975,98.81846,100.095485,89.40192,100.3044,89.33105,100.1015,94.700955,100.09251,96.90855,100.012025,99.11552,100.13245,98.1087,99.927075,98.082805,100.0399,97.89051,99.91902,98.496765,100.078105,100.12171,99.976285,97.536495,100.45669,98.01626,100.3132,98.35583,100.09585,98.03346
34,100.1171,99.17139,100.1836,100.5656,100.15067,92.083585,100.036805,85.86866,100.11645,92.280035,99.94714,98.11513,100.127245,89.68652,100.2576,89.632665,100.09535,93.71796,100.051005,96.496955,99.99363,99.06133,100.1059,97.65389,99.891965,97.874765,100.0983,98.004275,100.04495,98.960665,100.1262,99.889365,100.124,97.89475,100.52985,98.066625,100.26075,98.28501,99.960585,98.044275
36,100.09065,99.400245,100.088725,100.8193,100.0312,91.94044,100.1244,86.96005,100.00662,92.756995,99.900875,97.833415,100.093955,90.470045,100.111,90.980155,100.01777,93.918435,100.057165,97.04651,99.992495,98.77746,100.05705,98.024205,100.02699,98.03745,100.06725,98.10495,100.16495,99.126305,100.01011,99.759395,100.024405,97.83853,100.2491,98.44117,100.2267,99.006365,100.065815,98.364995
38,100.1381,99.564225,99.986175,100.5117,100.0573,92.50104,99.96313,87.948315,100.1391,93.19041,100.0899,97.88402,100.009295,90.325725,100.0617,92.261815,100.12275,93.864425,99.958835,96.84491,100.0061,99.05786,100.0482,97.881115,99.954075,98.310405,99.98893,98.257825,100.1841,99.30359,100.0286,99.94741,100.02924,98.136375,100.1918,98.265455,100.1728,99.22,100.1419,98.60976
40,100.1247,99.48294,100.0653,100.4069,100.09675,93.96699,99.964185,88.410285,99.9711,93.76222,100.02394,97.82189,99.898485,90.42692,99.902395,92.08068,100.04355,94.75661,99.991955,96.303925,100.022925,99.254465,100.06355,98.413525,100.0696,97.869745,99.99792,97.969135,100.03796,99.489785,100.09,100.161295,100.0361,98.373535,100.14695,98.52709,100.0915,99.40655,100.12215,98.619325
42,100.03865,99.433355,100.046815,100.45435,100.033,92.77875,100.1568,88.699615,99.966355,93.59143,100.0864,98.006505,99.972605,90.71322,99.976815,93.46545,100.00227,94.805665,99.969615,96.309915,100.0116,99.59972,100.08375,98.436945,100.04375,98.08324,99.99726,98.72127,99.983675,99.370285,99.98132,100.218665,100.02639,98.293625,100.11665,99.165,100.076655,99.888715,100.12915,99.18223
44,100.02215,99.44541,100.0343,100.58465,99.970725,92.68415,100.0144,89.049225,100.0227,94.903745,100.134,98.383795,99.89583,91.21931,99.917095,93.94336,100.0403,95.28851,99.98813,96.900305,100.019,99.95794,100.053,98.62512,99.792525,97.98207,100.0142,98.88998,100.0563,99.309655,100.020605,99.738445,100.06965,98.44283,100.17055,99.11616,100.054485,99.745585,100.0785,99.252325
46,100.02475,99.960005,100.00509,100.6723,99.98406,92.50065,100.04155,89.37015,100.006645,93.46725,99.97336,98.25943,99.969605,91.43585,99.95163,94.50007,99.99797,95.700985,100.04115,96.124275,99.988655,99.96025,100.07465,98.445705,99.758395,97.93411,99.959755,99.25246,99.96482,99.5956,100.0465,99.81821,100.0347,98.62369,100.04665,99.44682,100.006855,99.58407,100.05385,99.26306
48,100.0501,99.860675,100.01865,100.58265,100.02262,93.14735,100.018885,89.16154,100.0359,94.8409,100.0607,98.035345,100.007675,92.23715,99.99964,94.505815,100.01015,95.76266,100.01245,96.098245,100.005255,100.20585,100.0432,98.477505,99.9154,98.157205,100.0064,98.71964,99.954265,99.697535,100.06155,99.765735,100.09285,98.594085,100.03935,99.512495,99.98735,99.58248,100.013915,99.71367
50,100.02905,99.744835,99.999845,100.925,100.0413,93.39302,100.02075,89.46016,100.0408,94.164475,100.05855,97.802195,100.0053,92.395365,99.945055,95.443985,100.0127,96.377815,100.03155,96.728785,99.997015,100.1719,100.0293,98.68745,100.01725,98.295985,99.96778,99.179745,100.03163,99.41895,100.15045,99.913495,100.0375,98.751065,100.05455,100.01968,100.001955,99.41026,99.998225,99.633305
52,100.03365,99.544305,100.0068,100.7974,100.0227,94.285445,100.0955,89.072055,100.033965,93.531875,100.017825,98.7019,100.034,92.08632,99.886425,95.382845,99.960645,95.829965,100.0087,96.293865,99.992635,99.724915,100.00775,99.447335,100.05435,98.48718,99.976185,98.67716,100.02795,99.449835,100.08938,100.165195,100.03005,98.677085,100.08805,99.90467,99.974005,99.36924,100.02995,99.615955
54,100.02875,99.604135,100.01335,101.0723,100.036,93.045695,100.068,88.656765,100.02075,94.508045,100.0558,97.832825,99.984835,92.658945,99.93061,96.08442,99.979275,96.887135,100.02995,96.7879,99.980365,100.1084,100.0295,98.921375,99.998555,98.640855,99.992285,98.708525,100.0321,99.26784,100.077,99.87092,100.006495,98.893655,100.0237,100.01995,99.983765,99.258795,100.0437,99.8568
56,100.0141,99.488225,100.0109,101.0578,100.002,94.947515,100.01928,89.163395,99.995555,93.58504,100.0162,98.116715,100.00554,92.90932,99.996825,95.732455,99.98979,96.82217,100.0058,97.177625,100.019205,100.1593,100.0262,98.7124,100.01885,98.510175,99.97834,99.142535,100.0277,99.51558,100.10475,99.758645,100.020865,98.831055,99.999995,99.63605,100.0145,99.623895,100.0131,99.552465
58,100.03975,99.35256,100.0036,100.9632,100.00149,94.2634,100.04525,89.24698,100.0041,93.564475,100.01769,97.9816,100.0073,93.522705,99.97771,95.5336,99.991155,96.15244,100.0085,97.01309,100.0013,100.598335,100.00995,98.807825,100.0146,98.42727,99.983855,98.82278,100.0288,99.56751,100.04705,99.317255,100.03935,98.70758,99.99803,99.397985,99.99976,99.163175,100.014,99.63601
60,100.04675,99.39455,100.0061,101.52115,100.00845,93.851345,100.03705,89.702555,99.98081,92.60619,100.0419,97.864485,100.00345,94.055355,99.94631,96.14631,100.0078,95.834145,100.002175,97.36336,100.00842,99.990935,100.00145,98.936015,100,97.9899,100.003365,98.66913,100.0124,99.475985,100.0418,99.41917,100.019605,99.026,100.02395,99.13963,100.0013,99.587405,100.0285,99.725075
62,100.02967,99.224815,100.0058,100.90265,99.99767,93.812255,100.0053,90.40198,100.003465,93.930315,100.013,98.315735,100.0042,94.64743,99.93979,96.21049,100.00415,96.18723,99.999145,97.57369,100.02135,99.94075,100.00085,99.11781,100.0064,98.43895,99.984015,98.85833,100.00015,99.46904,100.0275,99.776985,100.00785,99.100405,100.01585,99.54721,99.998385,99.44421,100.0034,99.79041
64,100.0584,98.725015,100.00345,101.12585,99.99991,93.81656,100.0072,90.28506,99.996275,92.352185,100.05105,97.710665,99.992235,94.718645,99.94031,96.584675,100.0115,96.36754,100.010935,97.055965,100.0016,99.324215,100.00025,97.98051,100.0001,97.81444,99.9934,98.140905,100.0051,99.320205,100.0213,99.65663,100.0036,99.206415,100.000105,99.89331,99.9984,99.19843,100.00325,99.47839
