Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.083333333,1,1,1,1,1,1,1,1,9.800660131,7.837690725,26.82993978,7.653354196,34.26710645,10.06433941,36.16874435,9.03135679,16.36260932,0.655578032,17.24338322,17.33782051,18.95878192,7.707204903,12.23325557,12.09326549,20.59578159,8.536193197,13.63125798,14.78785112,14.2477337,8.491604561,14.43623682,19.55208078,15.60618051,10.36508137,19.25398809,10.65940091,16.32014447,9.561114705,15.2425012,22.25182029
4.083333333,1,1,1,1,1,1,1,1,19.85368588,15.70086936,21.67516298,20.5395165,33.27385975,14.06030042,30.67603377,15.18058295,20.9096212,8.256312441,26.22520474,20.4221477,27.89683472,17.95225859,21.46036712,21.58691658,29.09431681,18.54088494,28.17483083,24.68640582,29.96739216,16.24461237,30.20023437,31.39172686,29.24089784,20.84081847,32.14253801,23.60300097,28.05732098,16.91367063,29.35342738,26.78610207
6.083333333,1,1,1,1,1,1,1,1,34.3831139,21.52503887,29.36301419,29.50253708,38.05307141,21.17193705,39.09626747,20.29176011,30.78430938,17.8822358,41.55732703,27.45444282,39.38189226,28.87929395,37.97535825,29.8159645,37.95238375,26.3304285,44.09638178,38.03754661,44.72898324,26.35019993,48.82807761,37.64627881,42.09737891,29.32555466,45.84247591,38.09438806,40.79367039,26.27351713,44.10395681,37.4730964
8.083333333,1,1,1,1,1,1,1,1,46.79767401,29.46536395,44.35905538,36.2176926,51.42069084,26.53354046,47.66190002,25.19162044,40.99635181,28.83890703,60.47094858,35.2665826,54.63573471,37.35234487,54.95581523,41.16475242,51.07231254,33.01789211,59.42683434,45.01255959,60.89628539,36.17926023,62.05864655,48.60218947,51.35258352,35.40959638,58.28239777,49.17874554,56.91994116,33.90506864,61.0365772,46.29576667
10.08333333,1,1,1,1,1,1,1,1,51.83915611,34.78757634,50.84041497,41.71082195,65.85991736,28.70835221,54.35249131,28.0801095,49.47930032,31.6980515,65.49914463,39.01582066,71.48394933,47.11931842,66.23684601,45.88921539,65.47662905,36.93337143,73.28155156,53.56712133,74.20674528,41.06521927,74.25698571,58.56566848,61.41014401,41.81263562,69.33983604,57.99311656,63.60888047,36.06868652,78.20051337,50.73740091
12.08333333,1,1,1,1,1,1,1,1,67.21177251,38.06279717,67.32983916,51.46683193,76.35406607,32.0638683,62.22303098,31.36325641,50.26108489,37.04790048,73.64992722,45.42451356,83.69247231,51.78587235,73.88591794,52.43184264,74.95056912,40.54378747,82.42705711,60.17871884,85.14251593,46.25414069,85.3156561,64.07818197,64.91101367,46.21866661,73.53325787,65.80947901,77.83538512,39.98921308,80.16443282,54.57682483
14.08333333,1,1,1,1,1,1,1,1,82.38497935,41.93154393,87.09306954,55.04753252,78.32484148,35.56291624,72.4847089,34.21854241,64.96529415,40.0147604,78.02320729,49.23526224,92.58533935,57.83270145,79.56880189,57.09062839,80.87273434,45.41293412,94.07071355,66.54912926,89.64948986,53.94379429,88.55883416,70.16544741,73.40705013,50.28785128,84.17682605,69.28292333,87.85137404,44.88257795,89.58381591,60.578915
16.08333333,1,1,1,1,1,1,1,1,91.30333706,45.63251757,92.6700191,59.34668632,79.87457638,37.66863054,76.92865635,36.40629923,77.4796448,42.15981179,87.39584524,52.9550793,90.76526102,61.12055859,90.67315954,58.96524985,90.89553779,50.09499291,95.94107132,69.41007652,94.38440591,56.63662914,93.49710389,73.38876572,82.30013762,52.97010035,88.23989352,72.92904586,91.86607318,48.16771727,96.77128525,63.5638573
18.08333333,1,1,1,1,1,1,1,1,90.82573421,50.74405785,92.43546837,64.79289329,85.88593517,39.83756352,85.40392529,39.70520346,81.88640997,44.28878232,86.76831277,55.3624335,95.4792411,63.59779596,92.09785068,60.86322604,91.69530371,53.9524452,99.6797417,71.43434382,97.11813057,60.61725146,98.73995414,74.43693194,89.74071062,56.5159735,99.68083308,78.64756582,97.58168939,51.81232539,98.51440055,66.41160297
20.08333333,1,1,1,1,1,1,1,1,93.40635609,54.29413094,96.51947437,69.0723782,85.07869195,44.25705909,87.86894248,42.79099645,101.4697416,47.22576973,95.19351923,58.48981387,100.6030006,65.07150843,93.37515012,62.90406121,103.097478,57.21298397,106.5063874,74.08988684,99.22222545,66.24277663,99.67838458,74.94227374,95.2971228,59.35211605,101.6276576,79.41228166,98.78186088,54.81497769,100.899373,68.16916258
