Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
20,1,1,1,1,1,1,1,1,111.5600423,63.1570525,108.1529958,79.43349939,95.48898494,58.08606588,98.7208629,67.56468288,92.56269845,58.40680887,99.94999437,73.4125829,108.3157569,65.44800072,94.15011652,76.38681966,107.5282072,61.0712888,103.8711054,69.94675533,106.8330801,74.95593383,100.9914324,77.54965068,100.4723769,64.33017338,95.96078752,86.26669222,94.64332721,67.95953852,101.227623,74.29595479
22,1,1,1,1,1,1,1,1,107.7806632,67.84954415,108.0935138,80.96210813,98.67161006,61.81337633,109.3239859,67.57333577,102.2573755,60.80284478,104.6190032,72.5986495,109.4837963,69.93985465,97.80057222,78.27100221,108.3322057,63.09815897,103.4332362,73.77638791,105.131092,76.56217293,102.5440528,82.4876916,107.0597942,65.93173442,95.80313649,91.44646912,100.6234194,72.07445829,105.7482275,80.53754621
24,1,1,1,1,1,1,1,1,105.5779792,70.16606476,112.8523222,80.11120042,102.7504248,64.61481833,105.7427284,73.77552416,106.3147025,63.27721458,104.489361,75.31241107,103.3586821,74.33991478,104.9909564,80.64471116,113.3039118,64.64898593,107.2262348,77.14360939,100.6156974,80.38445755,107.4935131,84.38017804,109.6022646,69.39474932,98.50687924,91.84517796,102.5588834,71.71066444,108.4223554,81.89553714
26,1,1,1,1,1,1,1,1,100.8747596,70.53263678,120.2904419,78.89239164,104.3342375,63.70745023,108.1102394,73.15058833,104.1547068,65.69532271,101.535528,81.67821678,102.9149096,76.02378453,106.7849889,80.86064631,106.8963585,67.60941501,106.1076869,81.23356464,100.8638002,81.55814341,106.9585527,87.78117133,107.7883132,73.54123697,101.9371047,93.90538174,106.058603,74.97585794,104.5994794,84.12511527
28,1,1,1,1,1,1,1,1,105.7792321,73.97821553,122.3178234,83.28025085,101.3959314,69.63150971,100.4508064,74.65431475,97.77621648,70.11574299,97.74145265,83.70579603,99.75349546,76.72534887,107.5576995,84.7001725,104.6053308,71.75165531,107.4861957,84.03618175,98.82656848,82.95998251,106.4862363,90.71012409,103.1892156,74.4421455,103.1301105,93.45064488,107.602803,76.28927078,103.7909804,86.37651527
30,1,1,1,1,1,1,1,1,105.8302988,73.1908366,121.8023193,81.93686935,104.053217,70.75032178,101.7679162,74.42985067,103.8586305,69.55891313,101.1511358,83.55173117,104.1224729,80.65149068,104.9726737,88.71901261,101.9886836,73.25826743,106.2977571,84.10255368,97.00654061,84.80857622,104.4580339,90.80572616,101.9868729,75.38704294,100.3516451,96.57341606,103.7298536,79.14014148,102.0165661,89.79929904
32,1,1,1,1,1,1,1,1,104.978158,75.78985733,111.6006031,84.29291923,103.8266414,73.98050128,104.9222651,78.19750188,101.8257941,71.72032911,104.7105759,88.88146803,104.1041895,84.27951695,103.8858813,90.48310378,106.9030432,75.72852057,102.9307916,82.62128282,97.72715493,86.87319799,105.1343131,92.9182242,103.649231,77.94117334,100.5818398,99.08119734,104.591481,79.66394237,104.0837967,92.83396323
34,1,1,1,1,1,1,1,1,104.699342,76.95632616,113.1879162,83.22111198,103.6388078,76.77753365,103.2445589,81.72212626,100.4824267,74.66992302,100.1911506,88.76505906,107.1217451,86.91895263,105.2566479,92.64289764,105.5115241,76.4747711,103.9484382,85.91836164,100.1450752,90.31480039,104.3234635,94.1325495,110.5900144,78.74154287,102.3553086,101.5366694,107.1398726,81.75217371,102.4948762,91.89589076
36,1,1,1,1,1,1,1,1,106.2590555,77.94400146,107.9712286,86.4730435,107.6312169,80.53382336,101.3488432,81.09992946,102.4859143,78.40056692,107.6568474,94.67124057,111.1155558,88.26140831,106.2887594,94.45892492,104.2032758,80.32920937,104.5545871,87.6496272,102.0391841,90.88741688,106.2816602,96.09575845,115.8346937,82.5514836,101.8169737,98.80282356,107.3492262,85.73609789,101.7562767,95.57918909
38,1,1,1,1,1,1,1,1,104.4560956,80.53140613,110.7425119,85.44423954,107.3140929,81.96142836,101.7655444,82.19435593,104.7263788,81.08929037,106.4305399,96.76188327,107.8057213,91.00278365,102.457897,96.47129626,103.7184179,83.56857549,106.0311087,89.78414996,103.7696792,96.57150553,107.0685591,96.76288393,114.2850196,85.64234747,103.0289246,100.7053373,105.9254508,90.37115761,98.40169236,96.79562233
40,1,1,1,1,1,1,1,1,103.2411938,80.57077199,109.4884352,86.45781886,104.5707775,82.82272005,100.9496335,87.1653694,105.5527383,84.65552511,107.5540663,94.26957014,109.672502,93.77080365,104.690157,98.12572846,103.389357,84.10503619,106.8075068,92.85493016,102.8644988,97.15254839,105.9969229,97.95256745,114.4087891,85.52042454,102.9633241,104.3419135,104.1590128,89.74331224,98.11207757,98.98297171
42,1,1,1,1,1,1,1,1,105.6668556,81.72626632,111.3084296,83.94426507,103.482838,82.68450643,98.08825877,91.17644648,109.2120182,85.36131328,105.0218625,94.39417074,107.7275056,95.66193975,101.4340925,99.99645357,104.1236043,86.4495243,103.0491932,94.95514267,104.0107694,98.57246879,107.0497376,99.50945971,114.7593444,88.67190562,101.4211147,106.9638265,106.1675254,91.54857241,100.9324645,102.4118388
44,1,1,1,1,1,1,1,1,101.8751556,84.86950912,108.444544,85.83429463,104.106295,80.06580878,101.0914811,94.18467254,104.958875,90.04798225,105.0681706,95.63511944,108.4091344,97.66961431,101.4118276,98.25465745,105.6593577,87.34128675,107.8512026,98.16286604,101.4651554,101.5735339,105.7587593,97.20308346,115.0298132,90.65686016,101.2978976,107.934746,103.392644,92.75053182,100.4367186,103.8985381
46,1,1,1,1,1,1,1,1,102.3044618,83.7235864,110.3949689,83.9521849,108.6583332,83.93872389,97.64867616,94.72008759,103.3573151,90.79111492,105.7792627,97.37404421,105.7162975,95.7546669,105.5225351,98.96898121,105.0514422,90.89101865,110.923738,99.52275223,98.15588141,101.3075785,106.8919543,97.87473712,110.9701063,90.33355075,101.0775178,109.3285106,101.8399081,92.46474782,100.13923,104.204877
48,1,1,1,1,1,1,1,1,105.448478,86.89301648,106.4477031,83.15851834,103.9507874,86.15700066,100.8492562,95.7904561,104.4013765,90.13237376,103.5087958,94.08406914,105.7039837,97.56164007,104.9453989,100.8899124,102.5532795,90.79713204,107.0376605,100.5303858,99.82275092,99.73163534,107.8712788,100.9626141,112.764741,91.32976988,102.9989304,111.4711148,101.7253456,93.87376805,99.11800585,105.618415
50,1,1,1,1,1,1,1,1,106.7688875,82.76500047,107.3200675,80.90592793,108.3982845,87.31481494,99.05907303,95.75072816,104.9386252,89.2322771,104.515281,98.56084634,108.5250138,98.57270266,107.3902408,99.62111956,103.7956544,93.09194302,106.4109823,97.97375804,101.0194452,102.7844507,107.4899455,102.660378,114.4157578,92.31502417,103.033532,112.4488801,102.0935475,97.04965046,98.34931411,106.7523327
52,1,1,1,1,1,1,1,1,107.1459567,83.27750519,106.4313377,80.91779768,108.9621831,90.41204519,99.40509033,95.89980726,106.0537033,92.95762908,102.20403,101.6069782,107.8172318,99.65849429,110.9476212,101.9488151,104.0073078,92.56822324,105.7393056,98.04096852,102.4620924,101.5650404,106.9985606,105.4665303,116.2868885,96.36678585,104.1698011,116.1463207,103.8439503,95.89649479,98.70808596,110.9870909
54,1,1,1,1,1,1,1,1,108.1256456,81.22375667,112.5186065,80.32405931,107.716061,88.99354294,98.84296639,99.00539893,106.4794396,95.00410423,101.9427257,103.6386667,110.0033795,102.942982,111.3415318,104.0106133,105.5015687,94.13200661,107.4979716,96.76383639,101.9885672,102.3485104,108.6642677,104.9132916,116.4799376,95.76775951,101.8283421,117.221131,102.6281693,96.30425154,99.50461995,113.4647575
56,1,1,1,1,1,1,1,1,105.9700422,80.99425768,111.2694258,79.93345948,108.526264,88.81757449,101.781617,98.52020268,106.8535815,96.98087203,105.97359,106.2277626,108.7637789,103.6312569,110.9916833,104.0852554,105.934185,97.48535603,108.8278318,97.83324203,103.5902411,104.8412096,107.329851,104.8645188,115.9535289,97.38487623,101.7922724,116.3364224,103.6515853,97.25766353,101.5164944,112.9628322
58,1,1,1,1,1,1,1,1,103.0884462,79.40705826,113.1085125,83.78394828,109.0107594,91.12538385,100.9929491,101.7865704,109.6991642,98.21769154,102.8761524,105.9279458,110.5632476,103.9144319,112.1369307,101.7718517,105.6778326,94.54877732,104.3346947,99.13639154,103.6499459,102.1526677,110.3889467,105.5698054,112.3014905,97.3521074,102.9921774,118.5581244,101.2758528,96.88072915,101.1354802,113.0024747
60,1,1,1,1,1,1,1,1,106.84177,76.56317361,113.1559858,79.99466903,109.2236192,92.90937589,99.18501926,101.8008474,111.6704254,103.2394242,103.2983506,102.1645023,114.3529807,99.82718695,110.1139802,102.9345715,107.3029876,96.15242533,103.3711511,96.94598572,103.2854999,102.7748093,107.6502293,103.4873383,112.2398488,99.95377467,102.8920307,120.956859,101.4688329,98.45938573,100.6560323,111.577117
62,1,1,1,1,1,1,1,1,102.4430494,79.9169699,112.2006852,79.71972828,109.4595231,89.46784607,97.00664562,103.1456041,112.1557877,101.1593247,101.725132,103.9373068,113.354467,103.1691107,108.7463822,102.4977057,104.5441557,93.68913408,103.8412071,97.18671151,102.1619229,104.4699837,109.9071718,107.6000485,112.0499647,99.97007651,104.3705373,120.2654032,100.6107337,99.83309337,98.5298824,111.6525716
64,1,1,1,1,1,1,1,1,102.2452696,83.42642005,107.5075837,78.98239947,106.6491249,93.68929508,100.3079697,107.3421329,112.9404373,104.4002004,99.90965628,104.5538784,113.8177727,100.4858795,108.2093822,102.4572326,105.4567398,97.44372471,106.1748426,100.4364614,99.77790867,102.4949846,107.0401678,106.126421,111.9457234,99.57271198,105.418474,122.4179805,98.83822595,99.58088128,97.89464179,111.7611591
