Elapsed,PC9 UT,PC9 E,PC9 AF,PC9 A/E,KO UT,KO E,KO AF,KO A/E,KIN UT,KIN E,KIN AF,KIN A/E,KD UT,KD E,KD AF,KD A/E,M4 UT,M4 E,M4 AF,M4 A/E,M5 UT,M5 E,M5 AF,M5 A/E,M7 UT,M7 E,M7 AF,M7 A/E,M10 UT,M10 E,M10 AF,M10 A/E,M11 UT,M11 E,M11 AF,M11 A/E,M15 UT,M15 E,M15 AF,M15 A/E
0,776.7257,790.13515,802.46295,782.40515,804.8796,808.82575,781.4938,814.2444,841.4971,868.9523,806.64775,771.07,730.3593,762.27375,746.3551,758.92625,766.56425,763.5653,749.9628,769.31885,754.8975,762.8238,742.7051,777.427,747.90115,776.6373,759.09655,747.36955,720.5437,776.5342,751.0534,754.31835,747.56155,734.97455,736.86005,694.87735,715.45085,742.8717,722.0215,744.43405
2.083333333,569.809,601.39185,585.9202,620.97475,585.9434,664.7019,591.74025,687.65875,679.07825,751.1216,623.66,649.15455,541.1786,631.3541,574.99335,658.8352,630.98655,640.3239,594.32135,660.7033,586.7479,648.43525,568.76015,632.54995,576.0861,677.21485,609.2213,620.0957,554.03375,661.79445,573.751,623.138,592.16765,630.04025,586.4443,610.71075,558.741,626.4622,553.462,612.34135
4.083333333,397.0134,447.35145,419.14515,487.43065,364.59595,528.20385,381.47245,565.5798,526.6663,638.93555,439.62195,528.3826,350.6089,517.2432,389.1443,563.8096,504.02945,533.02115,462.09005,574.2233,428.66345,530.8352,380.27765,503.3382,447.5873,586.49985,430.631,500.1039,413.4488,569.7429,393.92245,512.62425,447.58995,529.76625,440.47135,528.3567,406.91835,526.16705,379.81805,521.24975
6.083333333,231.92405,293.704,279.8275,372.64335,188.5074,390.89235,118.44685,347.9184,342.76415,525.709,260.80155,383.90805,217.9185,439.58175,231.26505,479.42665,370.40075,421.07095,310.9745,473.08135,250.64065,398.06965,211.81175,358.09885,334.69035,462.20795,276.7101,361.102,231.91825,466.79735,219.1144,371.30255,265.677,414.2586,298.5372,435.6842,281.60785,409.10855,249.46695,413.5694
8.083333333,0,211.03315,105.92595,233.39925,0,267.63555,0,316.36195,228.2249,399.6294,0,254.7931,70.7682,345.73925,0,394.7719,257.31285,318.28295,191.2715,379.04265,129.09965,274.2623,0,267.3484,240.3528,375.1726,0,248.39755,0,373.63665,0,271.84255,199.47275,342.1892,0,417.8419,0,330.724,80.14265,327.78115
10.08333333,0,43.46586,0,181.8188,0,193.85095,0,226.9576,0,311.5452,0,194.7131,0,272.48935,0,294.29585,0,212.26605,0,290.4406,0,188.2345,0,121.9953,63.39205,316.08005,0,86.2833,0,282.178,0,220.4166,0,257.27635,0,201.00875,0,235.3414,0,301.74925
12.08333333,0,0,0,0,0,77.37695,0,198.08755,0,247.5719,0,0,0,178.4322,0,260.6989,0,229.60955,0,220.57365,0,78.4073,0,73.6016,0,228.1593,0,0,0,242.88465,0,0,0,242.2881,0,186.55785,0,205.18445,0,241.94905
14.08333333,0,0,0,0,0,0,0,113.6877,0,200.2529,0,0,0,194.23285,0,215.2634,0,151.68515,0,123.9359,0,0,0,0,0,214.33195,0,0,0,102.81015,0,0,0,222.60835,0,202.72715,0,0,0,179.39217
16.08333333,0,0,0,0,0,0,0,99.1427,0,180.06755,0,0,0,149.8139,0,207.16365,0,67.3303,0,73.84225,0,0,0,0,0,186.84185,0,0,0,113.68085,0,0,0,0,0,173.88935,0,0,0,82.88185
18.08333333,0,0,0,0,0,0,0,93.28025,0,89.6154,0,0,0,75.6416,0,171.71135,0,0,0,0,0,0,0,0,0,153.5189,0,0,0,93.4262,0,0,0,0,0,159.24755,0,0,0,78.32845
