 ,Area,Mean,Min,Max,X,Y
1,0.000,75,75,75,2.458,0.292
2,0.000,168,168,168,2.505,0.591
3,0.000,130,130,130,1.853,0.747
4,0.000,234,234,234,1.172,1.002
5,0.000,134,134,134,0.704,1.044
6,0.000,218,218,218,1.271,1.555
7,0.000,58,58,58,1.427,1.825
8,0.000,60,60,60,1.768,2.505
9,0.000,112,112,112,0.846,2.619
10,0.000,132,132,132,0.747,2.037
11,0.000,114,114,114,0.151,1.541
12,0.000,149,149,149,0.832,8.321
13,0.000,130,130,130,0.477,8.888
14,0.000,133,133,133,0.789,9.981
15,0.000,158,158,158,0.959,9.612
16,0.000,114,114,114,1.342,9.399
17,0.000,212,212,212,1.200,8.931
18,0.000,96,96,96,7.825,7.002
19,0.000,67,67,67,7.867,6.491
20,0.000,83,83,83,8.080,6.137
21,0.000,172,172,172,8.562,6.307
22,0.000,189,189,189,9.144,6.208
23,0.000,88,88,88,9.271,6.775
24,0.000,102,102,102,9.569,7.044
25,0.000,120,120,120,10.988,7.697
26,0.000,118,118,118,10.619,7.484
27,0.000,156,156,156,11.271,7.825
28,0.000,107,107,107,11.513,8.278
29,0.000,137,137,137,11.002,8.803
30,0.000,98,98,98,10.576,8.321
31,0.000,114,114,114,10.661,8.094
32,0.000,84,84,84,9.853,7.754
33,0.000,133,133,133,10.477,10.378
34,0.000,154,154,154,10.491,10.704
35,0.000,72,72,72,9.739,10.633
36,0.000,144,144,144,9.342,10.406
37,0.000,80,80,80,9.782,10.278
38,0.000,67,67,67,9.016,8.307
39,0.000,162,162,162,9.371,8.080
40,0.000,166,166,166,9.271,7.456
41,0.000,121,121,121,9.172,7.782
42,0.000,90,90,90,8.803,7.413
43,0.000,122,122,122,8.817,7.130
44,0.000,125,125,125,8.718,8.066
45,0.000,17,17,17,8.307,7.796
46,0.000,159,159,159,8.335,7.044
47,0.000,175,175,175,8.179,7.243
48,0.000,157,157,157,7.839,7.470
49,0.000,122,122,122,7.513,7.839
50,0.000,96,96,96,7.910,8.236
51,0.000,32,32,32,6.364,3.867
52,0.000,91,91,91,6.307,3.527
53,0.000,139,139,139,6.208,3.243
54,0.000,51,51,51,7.073,3.896
55,0.000,189,189,189,7.371,3.669
56,0.000,89,89,89,6.888,3.186
57,0.000,69,69,69,6.832,2.718
58,0.000,152,152,152,7.513,2.789
59,0.000,175,175,175,7.924,3.484
60,0.000,76,76,76,8.548,3.598
61,0.000,92,92,92,8.151,2.846
62,0.000,122,122,122,8.704,2.690
63,0.000,64,64,64,7.427,2.293
64,0.000,167,167,167,6.817,1.966
65,0.000,134,134,134,6.903,1.314
66,0.000,114,114,114,8.661,0.747
67,0.000,124,124,124,7.569,1.470
68,0.000,169,169,169,8.264,1.371
69,0.000,166,166,166,8.690,1.896
70,0.000,124,124,124,9.427,1.796
71,0.000,155,155,155,9.782,1.966
72,0.000,140,140,140,9.654,2.576
73,0.000,85,85,85,10.208,2.605
74,0.000,145,145,145,10.364,1.229
75,0.000,79,79,79,10.633,1.654
76,0.000,166,166,166,10.477,2.278
77,0.000,43,43,43,11.002,2.165
78,0.000,166,166,166,11.413,2.137
79,0.000,135,135,135,11.356,2.392
80,0.000,100,100,100,11.371,2.661
81,0.000,93,93,93,11.853,2.661
82,0.000,93,93,93,11.853,2.179
83,0.000,108,108,108,12.605,0.094
84,0.000,159,159,159,12.364,2.931
85,0.000,118,118,118,12.775,2.832
86,0.000,126,126,126,13.059,3.286
87,0.000,118,118,118,12.534,3.427
88,0.000,148,148,148,12.860,3.782
89,0.000,130,130,130,12.988,4.307
90,0.000,130,130,130,12.406,4.208
91,0.000,212,212,212,11.938,3.924
92,0.000,92,92,92,11.598,4.250
93,0.000,108,108,108,11.739,3.215
94,0.000,134,134,134,11.144,3.172
95,0.000,150,150,150,10.009,3.427
96,0.000,77,77,77,10.548,3.796
97,0.000,174,174,174,10.137,4.335
98,0.000,18,18,18,10.108,4.974
99,0.000,90,90,90,10.420,5.356
100,0.000,136,136,136,10.846,5.044
101,0.000,191,191,191,11.030,4.676
102,0.000,116,116,116,10.974,4.066
