 ,Area,Mean,Min,Max,X,Y
1,0.000,138,138,138,0.906,0.792
2,0.000,79,79,79,1.215,1.498
3,0.000,1,1,1,1.654,2.264
4,0.000,116,116,116,2.406,1.938
5,0.000,182,182,182,0.264,4.094
6,0.000,41,41,41,1.385,4.605
7,0.000,73,73,73,1.697,4.633
8,0.000,122,122,122,1.810,4.364
9,0.000,35,35,35,2.165,4.874
10,0.000,105,105,105,2.775,5.073
11,0.000,123,123,123,1.839,6.023
12,0.000,128,128,128,3.115,10.151
13,0.000,58,58,58,3.810,4.435
14,0.000,162,162,162,4.406,4.576
15,0.000,147,147,147,4.222,2.775
16,0.000,173,173,173,4.165,2.264
17,0.000,109,109,109,3.796,1.371
18,0.000,100,100,100,3.598,1.654
19,0.000,74,74,74,3.498,0.009
20,0.000,135,135,135,5.200,1.186
21,0.000,131,131,131,5.896,0.066
22,0.000,123,123,123,7.101,0.988
23,0.000,148,148,148,7.768,1.598
24,0.000,99,99,99,6.647,3.541
25,0.000,104,104,104,6.165,3.981
26,0.000,2,2,2,5.853,4.052
27,0.000,139,139,139,5.697,4.647
28,0.000,35,35,35,6.832,4.661
29,0.000,80,80,80,6.747,4.903
30,0.000,81,81,81,7.569,6.789
31,0.000,97,97,97,7.144,7.144
32,0.000,136,136,136,7.342,7.442
33,0.000,214,214,214,6.193,7.981
34,0.000,165,165,165,6.208,8.321
35,0.000,2,2,2,8.392,9.896
36,0.000,75,75,75,10.349,10.505
37,0.000,104,104,104,9.924,10.108
38,0.000,153,153,153,10.293,9.867
39,0.000,112,112,112,9.739,9.825
40,0.000,156,156,156,9.867,9.413
41,0.000,9,9,9,9.867,8.903
42,0.000,217,217,217,10.179,8.321
43,0.000,87,87,87,13.186,9.215
44,0.000,52,52,52,13.101,7.598
45,0.000,29,29,29,12.378,7.243
46,0.000,100,100,100,9.697,7.569
47,0.000,71,71,71,10.562,7.172
48,0.000,150,150,150,9.981,6.761
49,0.000,65,65,65,9.683,6.874
50,0.000,148,148,148,10.009,6.052
51,0.000,117,117,117,9.825,5.541
52,0.000,96,96,96,9.115,5.626
53,0.000,138,138,138,9.328,5.087
54,0.000,146,146,146,9.144,5.002
55,0.000,140,140,140,9.229,4.591
56,0.000,77,77,77,8.562,4.931
57,0.000,89,89,89,9.583,4.605
58,0.000,141,141,141,10.349,5.456
59,0.000,134,134,134,10.619,5.101
60,0.000,156,156,156,11.300,6.066
61,0.000,38,38,38,12.505,6.108
62,0.000,58,58,58,14.108,6.704
63,0.000,92,92,92,14.406,6.505
64,0.000,114,114,114,14.392,6.066
65,0.000,103,103,103,14.576,5.711
66,0.000,62,62,62,12.974,5.271
67,0.000,113,113,113,13.442,5.825
68,0.000,120,120,120,13.257,4.917
69,0.000,4,4,4,13.825,4.548
70,0.000,17,17,17,14.293,4.435
71,0.000,192,192,192,13.200,4.392
72,0.000,83,83,83,13.059,4.704
73,0.000,57,57,57,12.392,4.647
74,0.000,95,95,95,12.307,3.924
75,0.000,82,82,82,12.661,3.796
76,0.000,38,38,38,11.825,3.399
77,0.000,188,188,188,11.541,2.974
78,0.000,135,135,135,10.718,3.683
79,0.000,1,1,1,10.874,4.420
80,0.000,135,135,135,11.555,4.108
81,0.000,171,171,171,9.541,4.108
82,0.000,85,85,85,10.009,3.966
83,0.000,64,64,64,9.456,3.583
84,0.000,191,191,191,9.725,3.725
85,0.000,74,74,74,8.988,3.427
86,0.000,75,75,75,8.661,3.158
87,0.000,144,144,144,9.300,3.073
88,0.000,134,134,134,9.825,2.846
89,0.000,152,152,152,9.825,1.825
90,0.000,173,173,173,8.747,1.385
91,0.000,131,131,131,9.016,1.002
92,0.000,125,125,125,9.555,0.576
93,0.000,3,3,3,9.768,0.860
94,0.000,130,130,130,10.449,0.264
95,0.000,84,84,84,10.591,0.023
96,0.000,134,134,134,11.711,0.477
97,0.000,150,150,150,12.704,0.619
98,0.000,127,127,127,13.073,0.321
99,0.000,119,119,119,14.009,0.193
100,0.000,68,68,68,13.853,0.052
101,0.000,139,139,139,13.144,1.300
102,0.000,142,142,142,12.364,1.442
103,0.000,116,116,116,12.094,1.683
104,0.000,98,98,98,10.690,2.165
105,0.000,168,168,168,13.725,1.910
106,0.000,100,100,100,14.009,1.725
107,0.000,101,101,101,13.683,2.321
108,0.000,71,71,71,12.988,2.151
109,0.000,93,93,93,13.044,3.087
110,0.000,133,133,133,13.442,3.186
111,0.000,197,197,197,14.264,2.832
112,0.000,149,149,149,14.633,3.286
113,0.000,186,186,186,14.278,3.569
