 ,Area,Mean,Min,Max,X,Y
1,0.000,146,146,146,1.177,4.167
2,0.000,68,68,68,2.467,3.717
3,0.000,110,110,110,2.023,3.592
4,0.000,142,142,142,1.981,3.981
5,0.000,96,96,96,2.273,4.314
6,0.000,86,86,86,2.578,4.161
7,0.000,162,162,162,5.050,7.134
8,0.000,162,162,162,4.384,7.245
9,0.000,48,48,48,4.398,8.189
10,0.000,86,86,86,5.731,7.800
11,0.000,128,128,128,6.023,8.717
12,0.000,156,156,156,4.370,1.231
13,0.000,122,122,122,3.828,0.953
14,0.000,100,100,100,3.314,1.050
15,0.000,55,55,55,3.911,1.411
16,0.000,144,144,144,3.648,1.411
17,0.000,250,250,250,8.786,0.814
18,0.000,148,148,148,7.911,1.842
19,0.000,136,136,136,1.161,5.259
20,0.000,166,166,166,2.189,4.911
21,0.000,72,72,72,7.745,6.425
22,0.000,110,110,110,8.398,6.106
23,0.000,154,154,154,8.967,6.439
24,0.000,86,86,86,8.161,6.578
25,0.000,172,172,172,8.342,6.342
26,0.000,90,90,90,8.481,7.036
27,0.000,74,74,74,8.189,7.592
28,0.000,94,94,94,8.884,7.231
29,0.000,114,114,114,8.828,2.273
30,0.000,88,88,88,8.953,2.675
31,0.000,138,138,138,8.425,2.411
32,0.000,106,106,106,13.120,0.536
33,0.000,108,108,108,13.898,0.231
34,0.000,136,136,136,14.509,0.175
35,0.000,114,114,114,12.259,0.398
36,0.000,150,150,150,11.939,7.925
37,0.000,114,114,114,12.773,8.231
38,0.000,118,118,118,11.884,9.439
39,0.000,0,0,0,12.092,10.148
40,0.000,126,126,126,12.759,10.009
41,0.000,124,124,124,12.620,9.453
42,0.000,112,112,112,13.606,10.078
43,0.000,46,46,46,13.078,10.023
44,0.000,172,172,172,9.356,9.175
45,0.000,78,78,78,9.398,10.745
46,0.000,102,102,102,9.981,10.759
47,0.000,130,130,130,9.495,10.467
48,0.000,112,112,112,10.564,10.286
49,0.000,96,96,96,9.939,10.148
50,0.000,116,116,116,9.481,10.064
51,0.000,138,138,138,9.425,9.703
52,0.000,154,154,154,9.661,9.578
