 ,Area,Mean,Min,Max,X,Y
1,0.000,117,117,117,2.750,0.771
2,0.000,96,96,96,2.134,0.731
3,0.000,161,161,161,1.967,1.175
4,0.000,87,87,87,2.411,1.620
5,0.000,114,114,114,2.620,1.773
6,0.000,65,65,65,2.870,1.578
7,0.000,57,57,57,2.689,1.384
8,0.000,39,39,39,3.161,1.203
9,0.000,104,104,104,6.439,1.342
10,0.000,152,152,152,6.884,1.300
11,0.000,175,175,175,7.036,2.759
12,0.000,152,152,152,7.703,2.703
13,0.000,108,108,108,8.078,4.175
14,0.000,148,148,148,11.550,6.467
15,0.000,120,120,120,12.370,6.800
16,0.000,135,135,135,12.134,6.273
17,0.000,97,97,97,12.120,4.550
18,0.000,113,113,113,0.953,9.328
19,0.000,105,105,105,0.092,9.023
20,0.000,59,59,59,0.009,9.731
21,0.000,127,127,127,0.161,6.842
22,0.000,161,161,161,0.036,6.286
23,0.000,118,118,118,0.009,6.009
